Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Normalized Income,1.543B,1.588B,1.506B,1.407B,1.758B,2.412B,1.300B,1.480B,-2.503B,1.337B,1.395B,1.341B,1.037B,1.24B,1.319B,1.216B,1.194B,1.264B,1.194B,1.116B,956.00M,1.167B,1.099B,1.017B,836.46M,1.005B,1.022B,967.54M,256.00M,958.50M,904.96M,830.35M,-321.05M,690.38M,800.34M,681.89M,320.77M,621.82M,543.45M,496.77M,37.75M,589.38M,498.50M,407.29M,724.94M,292.72M,717.11M,654.04M,705.89M,618.00M,611.00M,530.41M,585.00M,545.42M,522.47M,425.00M,522.61M,411.43M,283.00M,334.36M,278.60M,329.90M,187.75M,264.41M,429.20M,345.52M,279.75M,271.80M,151.89M,409.06M,555.00M,275.40M,134.20M,-308.00M,41.60M,38.60M,279.26M,258.61M,535.91M,499.15M,17.80M,483.99M,350.73M,427.74M,912.99M,334.48M,350.00M,300.68M,600.46M,282.52M,295.68M,236.42M,302.64M,235.73M,-160.18M,225.00M,268.23M,219.02M,226.34M,210.42M,209.85M,191.05M,198.03M,177.79M,228.97M,150.19M,154.22M,169.77M,-249.67M,120.84M,121.54M,96.34M,92.82M,-522.21M,34.28M,12.44M,58.90M,77.93M,99.44M,104.01M,109.29M,101.18M,,,,,,,,,,,,,,,,,,,,,,
EBITDA,2.128B,2.326B,2.362B,2.188B,2.064B,2.243B,2.381B,2.282B,2.031B,2.144B,2.133B,2.07B,1.78B,1.974B,2.10B,1.966B,1.959B,1.998B,1.965B,1.857B,1.612B,1.884B,1.836B,1.728B,1.771B,1.709B,1.656B,1.592B,638.00M,1.538B,1.535B,1.441B,-313.00M,1.209B,1.432B,1.287B,822.00M,1.16B,1.099B,1.042B,437.00M,1.15B,984.00M,894.00M,1.238B,1.397B,1.333B,1.211B,1.274B,1.152B,1.133B,1.002B,1.031B,994.00M,1.003B,827.00M,866.00M,780.00M,749.00M,680.00M,380.00M,694.00M,479.00M,586.00M,683.00M,677.00M,621.00M,598.00M,402.00M,805.00M,724.00M,642.00M,403.00M,-160.00M,400.00M,442.00M,736.00M,818.00M,1.142B,1.098B,198.00M,987.00M,808.00M,912.00M,1.842B,658.00M,663.00M,592.00M,1.339B,574.00M,583.00M,507.00M,501.00M,521.00M,556.00M,533.00M,414.00M,483.00M,509.00M,466.00M,446.00M,418.00M,443.00M,405.00M,370.00M,361.00M,398.00M,372.00M,-81.00M,346.00M,355.00M,324.00M,299.00M,-552.00M,249.00M,217.00M,242.00M,280.00M,329.00M,339.00M,328.00M,336.00M,3.115B,2.942B,-8.199B,2.864B,3.096B,2.942B,-7.412B,2.679B,2.846B,2.637B,-7.707B,2.907B,2.943B,2.909B,-5.605B,1.631B,2.41B,2.459B,-5.818B,2.275B,2.43B,2.454B
Reconciled Depreciation,269.00M,263.00M,295.00M,261.00M,254.00M,286.00M,288.00M,288.00M,283.00M,285.00M,276.00M,271.00M,257.00M,260.00M,260.00M,253.00M,222.00M,219.00M,226.00M,216.00M,226.00M,227.00M,233.00M,238.00M,249.00M,245.00M,247.00M,248.00M,245.00M,226.00M,225.00M,230.00M,253.00M,226.00M,236.00M,242.00M,271.00M,242.00M,241.00M,233.00M,246.00M,242.00M,235.00M,234.00M,210.00M,247.00M,229.00M,217.00M,217.00M,207.00M,213.00M,200.00M,198.00M,190.00M,218.00M,188.00M,163.00M,164.00M,159.00M,167.00M,120.00M,206.00M,142.00M,146.00M,224.00M,147.00M,148.00M,142.00M,161.00M,170.00M,164.00M,176.00M,227.00M,222.00M,238.00M,239.00M,228.00M,238.00M,267.00M,262.00M,216.00M,224.00M,220.00M,221.00M,444.00M,151.00M,149.00M,153.00M,432.00M,151.00M,155.00M,150.00M,129.00M,150.00M,155.00M,168.00M,152.00M,153.00M,155.00M,152.00M,146.00M,136.00M,143.00M,135.00M,141.00M,131.00M,140.00M,135.00M,140.00M,129.00M,132.00M,128.00M,128.00M,120.00M,126.00M,130.00M,113.00M,116.00M,116.00M,115.00M,106.00M,105.00M,,,,,,,,,,,,,,,,,,,,,,
EBIT,1.859B,2.063B,2.067B,1.927B,1.81B,1.957B,2.093B,1.994B,1.748B,1.859B,1.857B,1.799B,1.523B,1.714B,1.84B,1.713B,1.737B,1.779B,1.739B,1.641B,1.386B,1.657B,1.603B,1.49B,1.522B,1.464B,1.409B,1.344B,393.00M,1.312B,1.31B,1.211B,-566.00M,983.00M,1.196B,1.045B,551.00M,918.00M,858.00M,809.00M,191.00M,908.00M,749.00M,660.00M,1.028B,1.15B,1.104B,994.00M,1.057B,945.00M,920.00M,802.00M,833.00M,804.00M,785.00M,639.00M,703.00M,616.00M,590.00M,513.00M,260.00M,488.00M,337.00M,440.00M,459.00M,530.00M,473.00M,456.00M,241.00M,635.00M,560.00M,466.00M,176.00M,-382.00M,162.00M,203.00M,508.00M,580.00M,875.00M,836.00M,-18.00M,763.00M,588.00M,691.00M,1.398B,507.00M,514.00M,439.00M,907.00M,423.00M,428.00M,357.00M,372.00M,371.00M,401.00M,365.00M,262.00M,330.00M,354.00M,314.00M,300.00M,282.00M,300.00M,270.00M,229.00M,230.00M,258.00M,237.00M,-221.00M,217.00M,223.00M,196.00M,171.00M,-672.00M,123.00M,87.00M,129.00M,164.00M,213.00M,224.00M,222.00M,231.00M,3.115B,2.942B,-8.199B,2.864B,3.096B,2.942B,-7.412B,2.679B,2.846B,2.637B,-7.707B,2.907B,2.943B,2.909B,-5.605B,1.631B,2.41B,2.459B,-5.818B,2.275B,2.43B,2.454B
EPS Basic from Continuing Operations,2.19,2.26,2.13,1.94,2.34,3.15,1.70,1.92,-3.18,1.76,1.82,1.74,1.36,1.62,1.73,1.58,1.55,1.62,1.52,1.42,1.22,1.49,1.40,1.30,1.20,1.26,1.30,1.23,0.32,1.21,1.15,1.06,-0.40,0.88,1.01,0.87,0.43,0.75,0.72,0.63,0.12,0.80,0.60,0.54,0.97,0.98,0.97,0.87,0.92,0.83,0.79,0.66,0.72,0.66,0.63,0.51,0.61,0.50,0.33,0.42,0.26,0.43,0.42,0.34,0.43,0.40,0.37,0.32,-1.777,0.50,0.56,0.46,0.15,-0.38,0.06,0.05,0.31,0.35,0.77,0.64,0.0088,0.70,0.68,0.55,0.64,0.59,0.62,0.53,0.53,0.52,0.54,0.46,0.445,0.45,0.48,0.40,0.415,0.385,0.40,0.35,0.365,0.335,0.345,0.30,-0.13,0.30,0.31,0.27,0.21,0.25,0.26,0.23,0.22,-0.99,0.17,0.12,0.20,0.19,0.22,0.23,0.19,0.21,0.28,0.22,,0.20,0.22,0.19,,0.26,0.16,0.22,,0.23,0.25,0.25,,0.21,0.41,0.35,,0.33,0.35,0.34
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,0.23,0.02,0.03,0.03,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.03,0.00,,0.00,0.00,0.00,0.02,0.00,0.00,-0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,2.164,2.210,2.082,1.928,2.391,3.249,1.745,1.975,-3.159,1.750,1.824,1.760,1.36,1.62,1.73,1.58,1.55,1.62,1.52,1.42,1.22,1.49,1.40,1.30,1.059,1.279,1.301,1.232,0.3263,1.221,1.154,1.069,-0.4143,0.8869,1.016,0.8635,0.4003,0.8051,0.7115,0.6402,0.0477,0.7755,0.6649,0.5539,0.9946,0.3968,0.9621,0.8849,0.9427,0.83,0.79,0.6655,0.72,0.6654,0.6318,0.5028,0.6310,0.4819,0.3407,0.3923,0.3317,0.3813,0.2184,0.3047,0.4543,0.4018,0.3245,0.3174,0.1958,0.4964,0.6771,0.3369,0.1682,-0.38,0.0499,0.0471,0.3412,0.3210,0.6688,0.6313,0.0224,0.5737,0.3400,0.5345,0.6204,0.5998,0.62,0.5312,0.2037,0.5032,0.5235,0.4202,0.4987,0.4195,-0.2842,0.40,0.4775,0.3886,0.3988,0.3719,0.3736,0.3386,0.3486,0.3154,-0.0216,0.2682,0.2812,0.3076,-0.4216,0.2158,0.2179,0.1745,0.1809,-0.9574,0.0655,0.0237,0.1102,0.1410,0.1808,0.1854,0.1805,0.1756,0.28,0.22,,0.20,0.22,0.19,,0.26,0.16,0.22,,0.23,0.25,0.25,,0.21,0.41,0.35,,0.33,0.35,0.34
EPS Basic,2.19,2.26,2.13,1.94,2.34,3.15,1.70,1.92,-3.18,1.76,1.82,1.74,1.36,1.62,1.73,1.58,1.55,1.62,1.52,1.42,1.22,1.49,1.40,1.30,1.20,1.26,1.30,1.23,0.32,1.21,1.15,1.06,-0.40,1.11,1.03,0.90,0.46,0.77,0.74,0.63,0.12,0.80,0.60,0.54,0.97,0.98,0.97,0.87,0.92,0.83,0.79,0.66,0.72,0.66,0.63,0.52,0.61,0.54,0.36,0.42,0.26,0.43,0.42,0.34,0.45,0.40,0.37,0.30,-1.777,0.50,0.56,0.46,0.15,-0.38,0.06,0.05,0.31,0.35,0.77,0.64,0.0088,0.70,0.68,0.55,0.64,0.59,0.62,0.53,0.53,0.52,0.54,0.46,0.445,0.45,0.48,0.40,0.415,0.385,0.40,0.35,0.365,0.335,0.345,0.30,-0.13,0.30,0.31,0.27,-2.00,0.25,0.26,0.23,0.22,-0.99,0.17,0.12,0.20,0.19,0.22,0.23,0.19,0.21,0.28,0.22,,0.20,0.22,0.19,0.00,0.26,0.16,0.23,,0.23,0.25,0.25,,0.21,0.41,0.35,0.00,0.33,0.35,0.34
EPS Diluted from Continuing Operations,2.16,2.23,2.10,1.92,2.31,3.11,1.68,1.89,-3.18,1.74,1.80,1.71,1.34,1.60,1.70,1.56,1.53,1.60,1.51,1.41,1.20,1.47,1.38,1.28,1.19,1.24,1.28,1.21,0.32,1.20,1.14,1.04,-0.40,0.87,1.00,0.86,0.43,0.74,0.71,0.63,0.11,0.80,0.60,0.54,0.97,0.97,0.96,0.85,0.91,0.81,0.78,0.66,0.71,0.66,0.63,0.51,0.60,0.50,0.33,0.42,0.26,0.43,0.42,0.34,0.43,0.40,0.37,0.32,-1.83,0.50,0.56,0.46,0.15,-0.38,0.06,0.05,0.31,0.35,0.76,0.63,0.0088,0.68,0.67,0.55,0.64,0.58,0.61,0.52,0.53,0.50,0.52,0.45,0.405,0.45,0.48,0.40,0.415,0.385,0.40,0.35,0.365,0.335,0.345,0.30,-0.13,0.30,0.31,0.27,0.21,0.25,0.26,0.23,0.22,-0.99,0.17,0.12,0.20,0.19,0.22,0.23,0.19,0.21,0.28,0.22,,0.20,0.22,0.19,,0.26,0.16,0.22,,0.23,0.25,0.25,,0.21,0.41,0.35,,0.33,0.35,0.34
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,0.23,0.02,0.02,0.03,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,-0.0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,2.134,2.180,2.053,1.908,2.360,3.208,1.724,1.944,-3.159,1.730,1.804,1.730,1.34,1.60,1.70,1.56,1.53,1.60,1.51,1.41,1.20,1.47,1.38,1.28,1.051,1.259,1.281,1.212,0.3263,1.211,1.144,1.049,-0.4141,0.8768,1.005,0.8536,0.4007,0.7947,0.7016,0.6401,0.0380,0.7756,0.6647,0.5539,0.9946,0.3921,0.9521,0.8647,0.9324,0.81,0.78,0.6655,0.71,0.6654,0.6318,0.5028,0.6205,0.4819,0.3407,0.3923,0.3317,0.3813,0.2184,0.3047,0.4543,0.4018,0.3245,0.3174,0.0646,0.4964,0.6771,0.3369,0.1682,-0.38,0.0499,0.0471,0.3410,0.3210,0.6601,0.6215,0.0224,0.5564,0.3365,0.5348,0.6209,0.5896,0.61,0.5212,0.2126,0.4837,0.5039,0.4112,0.4544,0.4195,-0.2842,0.40,0.4771,0.3886,0.3988,0.3719,0.3735,0.3386,0.3486,0.3154,-0.0241,0.2682,0.2812,0.3076,-0.4216,0.2158,0.2179,0.1745,0.1809,-0.9574,0.0655,0.0237,0.1102,0.1410,0.1808,0.1854,0.1805,0.1756,0.28,0.22,,0.20,0.22,0.19,,0.26,0.16,0.22,,0.23,0.25,0.25,,0.21,0.41,0.35,,0.33,0.35,0.34
EPS Diluted,2.16,2.23,2.10,1.92,2.31,3.11,1.68,1.89,-3.18,1.74,1.80,1.71,1.34,1.60,1.70,1.56,1.53,1.60,1.51,1.41,1.20,1.47,1.38,1.28,1.19,1.24,1.28,1.21,0.32,1.20,1.14,1.04,-0.40,1.10,1.02,0.88,0.46,0.76,0.73,0.63,0.11,0.80,0.60,0.54,0.97,0.97,0.96,0.85,0.91,0.81,0.78,0.66,0.71,0.66,0.63,0.52,0.60,0.54,0.36,0.42,0.26,0.43,0.42,0.34,0.45,0.40,0.37,0.30,-1.83,0.50,0.56,0.46,0.15,-0.38,0.06,0.05,0.31,0.35,0.76,0.63,0.0088,0.68,0.67,0.55,0.64,0.58,0.61,0.52,0.53,0.50,0.52,0.45,0.405,0.45,0.48,0.40,0.415,0.385,0.40,0.35,0.365,0.335,0.345,0.30,-0.13,0.30,0.31,0.27,-2.00,0.25,0.26,0.23,0.22,-0.99,0.17,0.12,0.20,0.19,0.22,0.23,0.19,0.21,0.28,0.22,,0.20,0.22,0.19,0.00,0.26,0.16,0.23,,0.23,0.25,0.25,,0.21,0.41,0.35,0.00,0.33,0.35,0.34
Average Basic Shares Outstanding,713.50M,717.60M,723.20M,729.70M,734.00M,741.80M,745.50M,750.60M,759.10M,762.20M,764.20M,763.10M,762.20M,763.70M,763.30M,767.90M,771.70M,780.40M,783.30M,783.80M,783.80M,784.50M,784.50M,784.90M,785.80M,786.30M,787.60M,785.80M,787.50M,783.60M,781.40M,777.30M,774.50M,778.20M,785.00M,785.50M,782.20M,776.50M,769.60M,765.70M,764.30M,760.80M,747.70M,737.70M,728.85M,730.90M,750.10M,743.40M,745.79M,744.58M,773.42M,796.97M,811.08M,819.70M,826.98M,838.46M,840.27M,859.26M,838.89M,852.38M,845.64M,865.12M,859.52M,867.65M,913.18M,860.00M,862.16M,846.67M,820.39M,824.00M,819.64M,817.39M,888.89M,810.53M,833.33M,820.00M,810.91M,805.71M,801.30M,790.62M,795.13M,554.20M,556.60M,793.10M,562.50M,560.00M,563.20M,564.30M,565.60M,564.50M,565.40M,567.00M,608.14M,565.70M,565.54M,565.70M,563.75M,566.21M,567.89M,567.53M,564.22M,566.04M,566.53M,568.91M,553.22M,560.00M,548.39M,551.85M,590.05M,560.00M,557.69M,552.17M,567.33M,545.45M,523.53M,525.00M,535.94M,552.63M,550.00M,560.87M,603.03M,576.19M,591.84M,593.38M,591.84M,599.80M,599.80M,599.80M,599.80M,686.66M,693.71M,697.41M,697.41M,700.13M,705.28M,700.78M,700.78M,700.78M,700.78M,700.78M,332.12M,332.12M,332.12M,332.12M
Average Diluted Shares Outstanding,722.80M,726.70M,733.00M,738.80M,744.00M,752.00M,755.00M,761.00M,769.10M,771.40M,774.00M,773.90M,772.30M,774.40M,774.90M,779.60M,780.90M,789.50M,792.90M,794.00M,794.00M,795.00M,795.40M,796.40M,796.70M,797.10M,798.10M,797.10M,796.40M,792.50M,790.50M,788.10M,784.40M,786.90M,797.30M,797.70M,791.70M,782.80M,775.34M,771.70M,767.19M,764.00M,750.10M,739.30M,730.12M,737.60M,750.10M,752.90M,753.67M,762.96M,783.33M,796.97M,823.48M,819.70M,826.98M,838.46M,857.95M,859.26M,838.89M,852.38M,845.64M,865.12M,859.52M,867.65M,913.18M,860.00M,862.16M,846.67M,854.49M,824.00M,819.64M,817.39M,888.89M,810.53M,833.33M,820.00M,814.66M,805.71M,811.84M,803.17M,795.13M,566.60M,567.50M,806.60M,575.70M,571.50M,577.10M,578.40M,581.40M,581.10M,580.30M,582.40M,661.44M,565.70M,565.54M,565.70M,567.21M,566.21M,567.89M,567.53M,567.15M,566.04M,566.53M,568.91M,566.28M,560.00M,548.39M,551.85M,590.05M,560.00M,557.69M,552.17M,567.33M,545.45M,523.53M,525.00M,535.94M,552.63M,550.00M,560.87M,603.03M,576.19M,591.84M,593.38M,591.84M,599.80M,599.80M,599.80M,599.80M,686.66M,693.71M,697.41M,697.41M,700.13M,705.28M,700.78M,700.78M,700.78M,700.78M,700.78M,332.12M,332.12M,332.12M,332.12M
Dividend Per Share,0.90,0.82,0.82,0.82,0.82,0.745,0.745,0.745,0.745,0.665,0.665,0.665,0.665,0.595,0.595,0.595,0.595,0.5175,0.5175,0.5175,0.5175,0.45,0.45,0.45,0.45,0.41,0.41,0.41,0.41,0.3725,0.3725,0.3725,0.3725,0.3325,0.3325,0.3325,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.275,0.275,0.275,0.275,0.25,0.25,0.25,0.25,0.2269,0.2269,0.2269,0.2269,0.2063,0.2063,0.2063,0.2063,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.1125,0.1125,0.1125,0.1125,0.0975,0.0975,0.0975,0.0975,0.0838,0.0838,0.0838,0.0725,0.0725,0.0725,0.0725,0.0725,0.0625,0.0625,0.0625,0.0625,0.0625,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
