Total Common Dividends Paid,-611.00M,-600.00M,-599.00M,-598.00M,-531.00M,-523.00M,-524.00M,-523.00M,-463.00M,-462.00M,-460.00M,-460.00M,-407.00M,-402.00M,-402.00M,-401.00M,-354.00M,-348.00M,-342.00M,-341.00M,-316.00M,-315.00M,-315.00M,-315.00M,-286.00M,-279.00M,-278.00M,-279.00M,-252.00M,-252.00M,-252.00M,-248.00M,,,,,,,,,-766.00M,,191.00M,-191.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Dividends Paid,-611.00M,-600.00M,-599.00M,-598.00M,-531.00M,-523.00M,-524.00M,-523.00M,-463.00M,-462.00M,-460.00M,-460.00M,-407.00M,-402.00M,-402.00M,-401.00M,-354.00M,-348.00M,-342.00M,-341.00M,-316.00M,-315.00M,-315.00M,-315.00M,-286.00M,-279.00M,-278.00M,-279.00M,-252.00M,-252.00M,-252.00M,-248.00M,-231.00M,-230.00M,-230.00M,-229.00M,-207.00M,-206.00M,-206.00M,-204.00M,-192.00M,-192.00M,-191.00M,-191.00M,-179.00M,-179.00M,-178.00M,-178.00M,-164.00M,-164.00M,-163.00M,-163.00M,-148.00M,-149.00M,-148.00M,-148.00M,-137.00M,-136.00M,-136.00M,-135.00M,-122.00M,-123.00M,-111.00M,-111.00M,-425.00M,212.00M,-106.00M,-106.00M,-102.00M,-102.00M,-196.00M,,-92.00M,-285.00M,87.00M,-87.00M,-91.00M,-92.00M,-81.00M,-102.00M,-88.00M,-89.00M,-89.00M,-89.00M,-86.00M,-87.00M,-86.00M,-86.00M,-83.00M,-83.00M,-83.00M,-83.00M,-79.50M,-80.00M,-80.10M,-80.40M,-77.00M,-77.10M,-77.00M,-77.50M,-74.20M,-74.30M,-75.20M,-111.10M
Cash from Other Financing Activities,730.00M,-84.00M,612.00M,-99.00M,906.00M,635.00M,-30.00M,-63.00M,889.00M,161.00M,-115.00M,-246.00M,1.326B,29.00M,57.00M,8.00M,601.00M,24.00M,-58.00M,-27.00M,879.00M,-56.00M,2.00M,48.00M,118.00M,-61.00M,111.00M,-13.00M,130.00M,-7.00M,5.00M,299.00M,130.00M,-39.00M,166.00M,-9.00M,-56.00M,55.00M,185.00M,20.00M,-12.00M,14.00M,-5.00M,7.00M,-11.00M,4.00M,10.00M,3.00M,-152.00M,176.00M,-21.00M,7.00M,-7.00M,6.00M,-47.00M,26.00M,-32.00M,0.00,62.00M,-40.00M,-12.00M,-34.00M,46.00M,-39.00M,-21.00M,-9.00M,-9.00M,-9.00M,-9.00M,-8.00M,-19.00M,-16.00M,,,-300.00M,300.00M,,,,,,,,,,,,,,,,,1.90M,-38.20M,30.10M,9.20M,6.90M,3.40M,32.90M,-60.00M,-36.80M,-20.40M,53.40M,-16.30M
Cash from Financing,1.35B,471.00M,625.00M,1.427B,5.565B,882.00M,-123.00M,1.31B,1.126B,85.00M,-6.00M,1.683B,625.00M,-527.00M,133.00M,2.193B,329.00M,774.00M,519.00M,275.00M,843.00M,-684.00M,-34.00M,875.00M,25.00M,488.00M,235.00M,382.00M,1.675B,1.202B,953.00M,1.058B,-363.00M,1.29B,136.00M,217.00M,174.00M,214.00M,-316.00M,1.442B,854.00M,303.00M,224.00M,-206.00M,-150.00M,2.204B,412.00M,184.00M,-211.00M,774.00M,852.00M,-760.00M,284.00M,-186.00M,333.00M,968.00M,697.00M,-233.00M,-63.00M,522.00M,-63.00M,56.00M,-461.00M,-214.00M,-575.00M,735.00M,470.00M,68.00M,975.00M,79.00M,161.00M,-102.00M,345.00M,292.00M,856.00M,-213.00M,383.00M,210.00M,322.00M,-180.00M,223.00M,-344.00M,879.00M,25.00M,-353.00M,-368.00M,31.00M,-125.00M,-254.00M,-295.00M,-172.00M,-221.00M,-99.00M,-309.30M,-170.40M,-337.30M,-42.00M,-320.80M,-290.70M,-194.60M,-318.00M,-150.60M,-116.30M,-289.40M
Beginning Cash,1.558B,1.703B,1.341B,5.253B,721.00M,736.00M,908.00M,1.983B,1.769B,943.00M,800.00M,1.529B,681.00M,730.00M,628.00M,571.00M,1.181B,551.00M,469.00M,577.00M,485.00M,622.00M,488.00M,438.00M,558.00M,411.00M,215.00M,329.00M,246.00M,295.00M,275.00M,377.00M,640.00M,287.00M,425.00M,302.00M,791.00M,829.00M,1.215B,238.00M,164.00M,276.00M,276.00M,535.00M,1.592B,424.00M,603.00M,290.00M,350.00M,723.00M,226.00M,620.00M,159.00M,134.00M,148.00M,530.00M,1.102B,154.00M,241.00M,225.00M,451.00M,222.00M,232.00M,129.00M,935.00M,281.00M,332.00M,266.00M,696.00M,384.00M,117.00M,82.00M,299.00M,72.00M,12.00M,66.00M,377.00M,234.00M,9.00M,0.00,370.00M,595.00M,548.00M,187.00M,447.00M,428.00M,72.00M,54.00M,460.00M,338.00M,395.00M,196.00M,91.70M,78.90M,28.30M,46.20M,103.50M,124.70M,159.50M,85.80M,210.40M,66.10M,88.90M,152.00M
Change in Cash,-452.00M,-139.00M,363.00M,-3.921B,4.538B,-29.00M,-166.00M,-1.066B,188.00M,826.00M,143.00M,-729.00M,637.00M,-49.00M,102.00M,57.00M,-614.00M,630.00M,82.00M,-108.00M,92.00M,-137.00M,134.00M,50.00M,-120.00M,147.00M,196.00M,-114.00M,83.00M,-49.00M,20.00M,-102.00M,-263.00M,353.00M,-138.00M,123.00M,-489.00M,-38.00M,-386.00M,977.00M,74.00M,-112.00M,0.00,-259.00M,-1.057B,1.168B,-179.00M,313.00M,-60.00M,-373.00M,497.00M,-394.00M,461.00M,25.00M,-14.00M,-382.00M,-572.00M,948.00M,-87.00M,16.00M,-226.00M,229.00M,-10.00M,103.00M,-806.00M,654.00M,-51.00M,66.00M,-430.00M,312.00M,267.00M,35.00M,-217.00M,227.00M,-3.00M,-54.00M,-248.00M,143.00M,-136.00M,9.00M,-9.00M,-225.00M,47.00M,361.00M,-260.00M,19.00M,356.00M,18.00M,-406.00M,122.00M,-57.00M,199.00M,104.40M,12.90M,50.60M,-17.90M,-57.30M,-21.30M,-34.90M,73.90M,-124.60M,144.20M,-22.70M,-63.10M
Cash Foreign Exchange Adjustment,2.00M,-6.00M,-1.00M,9.00M,-6.00M,14.00M,-6.00M,-9.00M,26.00M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Cash,1.108B,1.558B,1.703B,1.341B,5.253B,721.00M,736.00M,908.00M,1.983B,1.769B,943.00M,800.00M,1.529B,681.00M,730.00M,628.00M,772.00M,1.181B,551.00M,469.00M,577.00M,485.00M,622.00M,488.00M,438.00M,558.00M,411.00M,215.00M,329.00M,246.00M,295.00M,275.00M,377.00M,640.00M,287.00M,425.00M,302.00M,791.00M,829.00M,1.215B,238.00M,164.00M,276.00M,276.00M,535.00M,1.592B,424.00M,603.00M,290.00M,350.00M,723.00M,226.00M,620.00M,159.00M,134.00M,148.00M,530.00M,1.102B,154.00M,241.00M,225.00M,451.00M,222.00M,232.00M,129.00M,935.00M,281.00M,332.00M,266.00M,696.00M,384.00M,117.00M,82.00M,299.00M,72.00M,12.00M,129.00M,377.00M,234.00M,9.00M,361.00M,370.00M,595.00M,548.00M,187.00M,447.00M,428.00M,72.00M,54.00M,460.00M,338.00M,395.00M,196.00M,91.70M,78.90M,28.30M,46.20M,103.50M,124.70M,159.50M,85.80M,210.40M,66.10M,88.90M
Issuance of Capital Stock,6.00M,1.462B,6.00M,20.00M,4.00M,703.00M,4.00M,7.00M,567.00M,11.00M,18.00M,7.00M,9.00M,485.00M,26.00M,17.00M,24.00M,644.00M,614.00M,16.00M,576.00M,15.00M,17.00M,25.00M,427.00M,406.00M,1.00M,8.00M,19.00M,14.00M,360.00M,12.00M,9.00M,6.00M,15.00M,18.00M,124.00M,115.00M,57.00M,12.00M,12.00M,103.00M,34.00M,49.00M,9.00M,9.00M,15.00M,8.00M,10.00M,9.00M,16.00M,11.00M,21.00M,9.00M,-206.00M,509.00M,6.00M,23.00M,7.00M,603.00M,47.00M,16.00M,28.00M,19.00M,18.00M,25.00M,14.00M,16.00M,18.00M,18.00M,336.00M,6.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,16.70M,,
Issuance of Debt,3.196B,1.737B,6.418B,2.768B,5.70B,1.646B,699.00M,3.081B,3.021B,2.384B,1.888B,2.93B,653.00M,1.381B,1.081B,2.936B,1.317B,2.256B,1.859B,797.00M,1.26B,1.091B,1.82B,1.834B,718.00M,791.00M,1.273B,1.589B,2.069B,2.122B,1.352B,1.148B,1.483B,1.464B,1.252B,201.00M,706.00M,1.433B,785.00M,800.00M,831.00M,17.00M,864.00M,1.508B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debt Repayment,-1.971B,-2.044B,-5.812B,-664.00M,-514.00M,-1.579B,-272.00M,-1.192B,-2.888B,-2.009B,-1.337B,-548.00M,-956.00M,-2.02B,-629.00M,-367.00M,-1.259B,-1.802B,-1.554B,-170.00M,-1.556B,-1.419B,-1.558B,-717.00M,-952.00M,-369.00M,-872.00M,-923.00M,-291.00M,-675.00M,-512.00M,-134.00M,-433.00M,-697.00M,-739.00M,-252.00M,-1.328B,-302.00M,-167.00M,-102.00M,215.00M,-382.00M,265.00M,-1.579B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repurchase of Capital Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-19.00M,-375.00M,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,258.00M,-258.00M,5.00M,0.00,0.00,-5.00M,,,,,90.00M,-318.00M,,,,,98.00M,-98.00M,,188.00M,-188.00M,,-65.00M,-51.00M,-34.00M,,-27.00M,-5.00M,-52.00M,-32.00M,-10.00M,-19.00M,-16.00M,-17.00M,-7.00M,-9.00M,-15.00M,-17.00M,-16.30M,-6.80M,-34.50M,-24.40M,-9.90M,-6.70M,-23.90M,-28.90M,-9.10M,-50.60M,-64.00M,
Income Tax Paid Supplemental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.00M,,-39.00M,39.00M,40.00M,85.00M,-7.00M,42.00M,250.00M,219.00M,104.00M,,225.00M,225.00M,13.00M,,236.00M,113.00M,57.00M,28.00M,172.80M,157.50M,41.00M,9.70M,148.00M,188.40M,28.00M,26.40M,116.70M,56.10M,61.50M,4.80M
Interest Paid Supplemental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.00M,,-30.00M,30.00M,108.00M,58.00M,108.00M,27.00M,60.00M,44.00M,72.00M,45.00M,91.00M,88.00M,78.00M,51.00M,75.00M,73.00M,71.00M,68.00M,45.40M,71.30M,58.60M,72.70M,29.70M,83.00M,73.10M,89.70M,62.40M,95.90M,69.30M,90.80M
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
