Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Income Attributable to Minority Interest,7.00M,-40.00M,23.00M,-57.00M,-99.00M,90.00M,132.00M,-34.00M,53.00M,169.00M,38.00M,104.00M,6.00M,76.00M,86.00M,121.00M,-103.00M,-39.00M,-225.00M,35.00M,-187.00M,28.00M,0.00,47.00M,-158.00M,10.00M,-166.00M,16.00M,-135.00M,-17.00M,-33.00M,-38.00M,-83.00M,-41.00M,-74.00M,-94.00M,-229.00M,-157.00M,-96.00M,-53.00M,-98.00M,-5.00M,-12.00M,-85.00M,-139.00M,-156.00M,-184.00M,-162.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.00M,-61.00M,-56.00M,-66.00M,-67.00M,-52.00M,-55.00M,-81.00M,-67.00M,-61.00M,-60.00M,-79.00M,-40.00M,-46.00M,-39.00M,-50.00M,-33.00M,-56.00M,-31.00M,-40.00M,-62.00M,-29.00M,-20.00M,-14.00M,-9.00M,-18.00M,-12.00M,-26.00M,,-19.00M,-27.00M,-32.00M,-16.00M,-20.00M,-14.00M,-28.00M,-20.00M,-23.00M,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Dividend,190.00M,42.00M,188.00M,40.00M,187.00M,39.00M,185.00M,37.00M,184.00M,36.00M,182.00M,34.00M,182.00M,33.00M,152.00M,289.00M,,,,,,,,,,,,,,,,,0.00,881.00M,75.00M,75.00M,75.00M,75.00M,75.00M,75.00M,75.00M,75.00M,75.00M,75.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,728.00M,-9.423B,127.00M,3.588B,761.00M,-22.77B,800.00M,-1.147B,-10.82B,1.36B,1.057B,-83.00M,2.336B,2.027B,2.908B,228.00M,6.301B,2.506B,-1.36B,-13.57B,5.152B,3.537B,3.545B,2.999B,3.206B,3.191B,3.133B,3.527B,4.011B,3.491B,3.105B,3.034B,3.73B,3.224B,3.764B,3.433B,4.535B,2.055B,3.109B,1.945B,3.013B,2.494B,2.689B,2.829B,3.722B,4.312B,5.072B,4.304B,6.696B,5.559B,5.382B,4.571B,6.458B,4.866B,4.946B,4.44B,3.431B,4.677B,4.647B,3.965B,5.972B,4.071B,3.751B,3.366B,4.794B,3.649B,3.794B,2.999B,3.102B,4.087B,4.426B,2.503B,3.933B,3.281B,3.897B,2.573B,3.585B,3.18B,3.378B,2.592B,3.089B,2.653B,2.82B,2.155B,2.671B,2.284B,2.45B,1.891B,2.35B,2.014B,2.162B,1.677B,2.067B,1.788B,1.908B,1.517B,1.865B,1.61B,1.726B,1.372B,768.00M,1.368B,1.522B,1.068B,1.477B,1.206B,1.334B,1.16B,1.341B,1.11B,1.216B,1.058B,-536.00M,1.042B,1.131B,999.00M,1.239B,1.026B,1.088B,950.00M,1.173B,945.00M,972.00M,849.00M,1.011B,815.00M,835.00M,725.00M,353.00M,703.00M,720.00M,343.00M,730.00M,604.00M,612.00M,537.00M,660.00M,575.00M,590.00M,511.00M,652.00M,564.00M,579.00M,485.00M
Normalized Income,850.27M,-614.42M,439.12M,996.00M,-183.83M,-994.95M,863.00M,294.00M,-10.51B,2.404B,1.597B,536.40M,2.754B,2.809B,4.132B,921.20M,2.941B,2.506B,2.043B,-4.269B,1.746B,3.410B,3.501B,3.251B,-2.189B,3.889B,3.887B,4.228B,4.878B,4.102B,4.242B,3.843B,3.865B,3.289B,3.57B,3.398B,3.998B,3.107B,3.21B,2.311B,2.756B,2.454B,2.883B,2.85B,3.805B,4.477B,5.394B,4.351B,6.827B,5.280B,5.789B,5.106B,6.118B,4.916B,4.978B,4.369B,4.977B,4.777B,4.612B,3.737B,5.576B,4.285B,3.908B,3.429B,2.812B,4.081B,3.849B,3.267B,3.148B,4.152B,4.497B,3.571B,3.996B,3.325B,3.969B,3.086B,3.672B,3.257B,3.445B,2.655B,3.167B,2.717B,2.894B,2.155B,3.210B,2.178B,2.352B,1.783B,657.07M,1.884B,2.070B,1.573B,1.965B,1.682B,1.797B,1.408B,1.722B,1.482B,1.607B,1.255B,1.783B,1.234B,1.400B,954.73M,1.339B,1.087B,525.20M,979.41M,829.05M,896.85M,1.081B,950.71M,1.119B,845.22M,1.012B,868.75M,1.030B,914.48M,994.22M,834.52M,1.026B,838.25M,901.72M,,,,,,,,,,,,,,,,,,,,,
EBITDA,1.40B,821.00M,2.403B,4.12B,15.00M,-20.50B,4.442B,3.433B,-14.43B,4.005B,3.97B,2.818B,1.534B,6.676B,6.445B,3.184B,2.13B,6.501B,4.513B,3.34B,-469.00M,5.954B,4.581B,7.649B,-9.191B,8.642B,8.599B,9.051B,-981.00M,9.283B,9.581B,9.501B,-4.171B,9.848B,10.61B,13.52B,-4.683B,10.02B,10.49B,9.295B,9.005B,8.955B,10.28B,10.68B,11.53B,14.99B,15.93B,14.56B,17.89B,14.40B,15.12B,14.18B,14.44B,12.76B,12.26B,11.65B,10.76B,11.64B,11.14B,10.30B,11.50B,10.20B,9.294B,9.271B,7.43B,9.584B,9.411B,8.51B,7.483B,9.731B,9.72B,8.684B,10.21B,8.802B,9.789B,9.091B,8.774B,9.222B,9.811B,8.744B,9.14B,7.948B,8.173B,7.02B,9.35B,6.822B,6.825B,6.439B,4.186B,5.915B,6.146B,5.338B,6.063B,5.502B,5.583B,4.978B,5.407B,5.013B,5.182B,4.467B,1.468B,5.179B,5.146B,4.401B,4.635B,4.587B,3.275B,3.744B,3.603B,3.819B,4.011B,3.772B,4.24B,3.796B,3.939B,3.912B,4.15B,3.882B,3.87B,3.475B,3.788B,3.451B,3.058B,11.90B,-28.22B,9.306B,9.245B,7.975B,-23.60B,9.404B,9.56B,8.315B,-19.88B,9.278B,7.79B,5.88B,-16.62B,6.52B,6.84B,6.196B,-17.12B,6.723B,6.664B,6.583B
Reconciled Depreciation,1.406B,791.00M,1.686B,1.712B,1.485B,1.308B,1.915B,1.874B,766.00M,2.027B,1.669B,1.732B,3.429B,3.641B,1.295B,1.21B,1.293B,3.554B,1.188B,1.101B,1.133B,1.425B,206.00M,2.189B,-1.95B,2.577B,2.266B,2.309B,2.493B,2.287B,2.192B,2.22B,2.042B,2.35B,2.302B,2.292B,2.337B,2.611B,2.373B,2.465B,2.726B,2.658B,2.504B,2.731B,3.265B,2.861B,2.673B,2.682B,2.844B,2.58B,2.411B,2.44B,2.298B,2.108B,1.919B,2.132B,1.358B,2.217B,1.986B,2.28B,2.19B,2.104B,2.057B,1.997B,1.74B,1.741B,1.718B,1.665B,1.844B,1.694B,1.67B,1.303B,2.22B,1.758B,1.586B,1.561B,701.00M,1.833B,1.898B,1.953B,1.834B,1.675B,1.669B,1.513B,2.625B,1.152B,660.00M,1.423B,1.102B,1.049B,979.00M,952.00M,989.00M,972.00M,932.00M,892.00M,978.00M,859.00M,895.00M,862.00M,883.00M,803.00M,787.00M,734.00M,1.031B,788.00M,734.00M,708.00M,671.00M,787.00M,647.00M,713.00M,774.00M,705.00M,668.00M,685.00M,643.00M,674.00M,571.00M,620.00M,552.00M,568.00M,,,,,,,,,,,,,,,,,,,,,,
EBIT,-6.00M,30.00M,717.00M,2.408B,-1.47B,-21.81B,2.527B,1.559B,-15.20B,1.978B,2.301B,1.086B,-1.895B,3.035B,5.15B,1.974B,837.00M,2.947B,3.325B,2.239B,-1.602B,4.529B,4.375B,5.46B,-9.191B,6.065B,6.333B,6.742B,-3.474B,6.996B,7.389B,7.281B,-6.213B,7.498B,8.306B,11.23B,-7.02B,7.405B,8.118B,6.83B,6.279B,6.297B,7.775B,7.953B,8.267B,12.13B,13.25B,11.88B,15.05B,11.82B,12.71B,11.74B,12.14B,10.65B,10.34B,9.522B,9.40B,9.419B,9.155B,8.015B,9.307B,8.096B,7.237B,7.274B,5.69B,7.843B,7.693B,6.845B,5.639B,8.037B,8.05B,7.381B,7.986B,7.044B,8.203B,7.53B,8.073B,7.389B,7.913B,6.791B,7.306B,6.273B,6.504B,5.507B,6.725B,5.67B,5.819B,5.016B,3.084B,4.866B,5.167B,4.386B,5.074B,4.53B,4.651B,4.086B,4.429B,4.154B,4.287B,3.605B,585.00M,4.376B,4.359B,3.667B,3.604B,3.799B,2.541B,3.036B,2.932B,3.032B,3.364B,3.059B,3.466B,3.091B,3.271B,3.227B,3.507B,3.208B,3.299B,2.855B,3.236B,2.883B,3.058B,11.90B,-28.22B,9.306B,9.245B,7.975B,-23.60B,9.404B,9.56B,8.315B,-19.88B,9.278B,7.79B,5.88B,-16.62B,6.52B,6.84B,6.196B,-17.12B,6.723B,6.664B,6.583B
EPS Basic from Continuing Operations,0.08,-0.15,-0.03,0.11,0.08,-2.64,0.08,0.03,-1.15,0.16,0.12,0.01,0.40,0.24,0.36,0.03,0.26,0.19,0.17,-0.45,0.53,0.28,0.29,0.27,0.49,0.32,0.32,0.35,0.41,0.33,0.35,0.30,0.37,0.22,0.33,0.31,0.36,0.28,0.29,0.21,0.25,0.22,0.26,0.26,0.41,0.43,0.51,0.44,0.68,0.50,0.55,0.48,0.58,0.46,0.46,0.43,0.46,0.43,0.41,0.34,0.52,0.39,0.36,0.33,0.33,0.36,0.38,0.30,0.31,0.41,0.45,0.25,0.40,0.33,0.39,0.26,0.36,0.32,0.34,0.26,0.31,0.27,0.29,0.22,0.27,0.23,0.25,0.19,0.2333,0.21,0.22,0.17,0.2033,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.1867,0.13,0.15,0.10,0.1183,0.12,0.07,0.11,0.09,0.11,0.12,0.10,0.12,0.10,0.11,0.10,0.12,0.10,0.10,0.09,0.10,0.09,0.09,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
EPS Basic from Discontinued Operations,-0.02,-0.93,0.03,0.30,-0.01,0.02,-0.01,-0.17,0.02,-0.01,-0.02,-0.03,0.00,-0.01,-0.06,-0.03,0.38,0.05,-0.30,-0.90,-0.02,0.07,0.07,0.03,-0.07,-0.03,-0.01,-0.01,-0.03,0.00,-0.05,-0.02,-0.02,0.00,0.02,0.01,0.06,-0.10,-0.01,-0.04,0.03,0.01,-0.01,0.00,-0.06,0.00,0.00,-0.01,-0.01,0.05,-0.03,-0.04,0.04,0.01,0.02,0.00,-0.13,0.01,0.03,0.03,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.115,0.00,0.00,0.00,0.0267,0.00,0.07,0.01,0.04,0.00,0.00,0.00,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,0.0799,-0.0679,0.0323,0.11,-0.0101,-0.1162,0.08,0.03,-1.094,0.2683,0.1655,0.0537,0.4474,0.3161,0.4344,0.0715,0.3018,0.2522,0.2152,-0.4135,0.5681,0.3377,0.3515,0.3202,0.5298,0.3792,0.3814,0.4060,0.4668,0.3919,0.4052,0.3579,0.37,0.22,0.33,0.31,0.36,0.28,0.29,0.21,0.25,0.22,0.26,0.26,0.41,0.43,0.51,0.44,0.68,0.5166,0.5671,0.4973,0.5987,0.4762,0.4771,0.4484,0.4744,0.4475,0.4323,0.3567,0.5354,0.4102,0.3751,0.3362,0.3375,0.3660,0.3854,0.3053,0.3146,0.4166,0.4571,0.2554,0.4064,0.3344,0.3972,0.2670,0.3688,0.3278,0.3468,0.2664,0.3179,0.2765,0.2976,0.22,0.3239,0.2193,0.2400,0.1791,0.0646,0.1964,0.2107,0.1594,0.1940,0.1693,0.1789,0.1392,0.1662,0.1473,0.1583,0.1280,0.1702,0.1173,0.1380,0.0894,0.1037,0.1081,0.0563,0.0991,0.0811,0.0889,0.1067,0.0899,0.1054,0.0811,0.0985,0.0870,0.0996,0.0891,0.0914,0.0791,0.0876,0.0798,0.0835,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
EPS Basic,0.06,-1.08,-0.01,0.41,0.07,-2.62,0.07,-0.14,-1.13,0.15,0.10,-0.01,0.40,0.22,0.30,-0.01,0.64,0.25,-0.13,-1.35,0.51,0.35,0.35,0.30,0.42,0.31,0.30,0.34,0.38,0.33,0.29,0.29,0.35,0.22,0.35,0.32,0.42,0.18,0.28,0.17,0.28,0.23,0.25,0.26,0.35,0.43,0.51,0.43,0.66,0.55,0.52,0.44,0.62,0.47,0.48,0.43,0.33,0.44,0.44,0.37,0.57,0.39,0.36,0.33,0.48,0.36,0.38,0.30,0.31,0.41,0.45,0.25,0.40,0.33,0.39,0.26,0.36,0.32,0.34,0.26,0.31,0.27,0.29,0.22,0.27,0.23,0.25,0.19,0.2333,0.21,0.22,0.17,0.2033,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.0717,0.13,0.15,0.10,0.15,0.12,0.14,0.12,0.13,0.11,0.12,0.10,-0.05,0.10,0.11,0.10,0.12,0.10,0.10,0.09,0.10,0.09,0.09,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
EPS Diluted from Continuing Operations,0.07,-0.15,-0.03,0.11,0.08,-2.64,0.08,0.03,-1.15,0.16,0.12,0.01,0.39,0.23,0.36,0.03,0.26,0.19,0.17,-0.45,0.52,0.28,0.28,0.27,0.49,0.32,0.31,0.35,0.41,0.33,0.34,0.30,0.37,0.22,0.33,0.31,0.36,0.28,0.29,0.21,0.25,0.22,0.26,0.26,0.41,0.43,0.51,0.43,0.68,0.50,0.54,0.48,0.57,0.46,0.46,0.42,0.46,0.43,0.41,0.33,0.51,0.38,0.36,0.33,0.33,0.36,0.38,0.30,0.31,0.41,0.44,0.25,0.40,0.33,0.39,0.26,0.36,0.32,0.34,0.26,0.31,0.27,0.28,0.22,0.27,0.23,0.25,0.19,0.2333,0.20,0.22,0.17,0.20,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.1867,0.13,0.15,0.10,0.1183,0.12,0.07,0.11,0.09,0.11,0.12,0.10,0.12,0.10,0.11,0.10,0.12,0.10,0.10,0.09,0.10,0.09,0.09,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
EPS Diluted from Discontinued Operations,-0.02,-0.93,0.03,0.29,-0.01,0.02,-0.01,-0.17,0.02,-0.01,-0.02,-0.03,0.00,-0.01,-0.06,-0.03,0.38,0.05,-0.30,-0.90,-0.02,0.07,0.07,0.02,-0.08,-0.03,-0.01,-0.01,-0.03,0.00,-0.05,-0.02,-0.02,0.00,0.02,0.00,0.06,-0.10,-0.01,-0.04,0.03,0.01,-0.01,0.00,-0.06,0.00,0.00,-0.01,-0.01,0.04,-0.03,-0.04,0.04,0.01,0.02,0.00,-0.14,0.01,0.03,0.03,0.05,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.115,0.00,0.00,0.00,0.0267,0.00,0.07,0.01,0.04,0.00,0.00,0.00,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,-0.0371,0.00,-0.0215,0.0001,0.00,0.00,-0.1022,-0.0000,0.00,0.00,-0.0447,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,0.0699,-0.0679,0.0323,0.11,-0.0101,-0.1162,0.08,0.03,-1.094,0.2675,0.165,0.0532,0.4368,0.3051,0.4343,0.0711,0.3006,0.2518,0.2149,-0.4135,0.5579,0.3372,0.3410,0.3198,0.5296,0.3788,0.3710,0.4057,0.4665,0.3917,0.3950,0.3577,0.37,0.22,0.33,0.31,0.36,0.28,0.29,0.21,0.25,0.22,0.26,0.26,0.41,0.43,0.51,0.43,0.68,0.5165,0.5570,0.4973,0.5886,0.4762,0.4770,0.4384,0.4743,0.4474,0.4322,0.3467,0.5254,0.4002,0.3750,0.3362,0.3375,0.3660,0.3854,0.3053,0.3145,0.4165,0.4471,0.2553,0.4063,0.3344,0.3971,0.2669,0.3687,0.3277,0.3467,0.2663,0.3178,0.2764,0.2874,0.22,0.3239,0.2193,0.2400,0.1791,0.0646,0.1871,0.2107,0.1594,0.1907,0.1693,0.1789,0.1392,0.1662,0.1473,0.1583,0.1280,0.1702,0.1173,0.1380,0.0894,0.1052,0.1081,0.0563,0.0991,0.0811,0.0889,0.1067,0.0899,0.1054,0.0811,0.0985,0.0870,0.0996,0.0891,0.0914,0.0791,0.0876,0.0798,0.0835,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
EPS Diluted,0.06,-1.08,-0.01,0.40,0.07,-2.62,0.07,-0.14,-1.13,0.15,0.10,-0.01,0.39,0.22,0.30,-0.01,0.64,0.25,-0.13,-1.35,0.51,0.35,0.35,0.30,0.41,0.31,0.30,0.34,0.38,0.33,0.29,0.29,0.35,0.22,0.35,0.31,0.42,0.18,0.28,0.17,0.28,0.23,0.25,0.26,0.35,0.43,0.51,0.43,0.66,0.54,0.52,0.44,0.62,0.47,0.48,0.42,0.32,0.44,0.44,0.37,0.56,0.38,0.36,0.33,0.47,0.36,0.38,0.30,0.31,0.41,0.44,0.25,0.40,0.33,0.39,0.26,0.36,0.32,0.34,0.26,0.31,0.27,0.28,0.22,0.27,0.23,0.25,0.19,0.2333,0.20,0.22,0.17,0.20,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.0717,0.13,0.15,0.10,0.15,0.12,0.14,0.12,0.13,0.11,0.12,0.10,-0.05,0.10,0.11,0.10,0.12,0.10,0.10,0.09,0.10,0.09,0.09,0.08,,0.08,0.08,0.07,,0.07,0.07,0.03,,0.06,0.06,0.05,,0.05,0.06,0.05,,0.05,0.05,0.05
Average Basic Shares Outstanding,8.706B,8.721B,8.724B,8.711B,8.682B,8.689B,8.688B,8.683B,8.681B,8.665B,8.671B,8.714B,8.812B,8.904B,9.179B,9.288B,9.521B,10.10B,10.09B,10.07B,10.05B,10.04B,10.03B,10.04B,10.44B,10.26B,10.26B,10.37B,10.44B,10.52B,10.57B,10.58B,10.58B,10.58B,10.60B,10.61B,10.63B,10.67B,10.68B,10.67B,10.65B,10.64B,10.61B,10.56B,10.42B,9.953B,9.958B,9.978B,10.04B,10.18B,10.27B,10.28B,10.30B,10.32B,10.36B,10.44B,10.51B,10.58B,10.60B,10.60B,10.54B,10.57B,10.39B,10.14B,10.06B,10.03B,10.01B,9.983B,9.965B,9.951B,9.942B,9.931B,9.923B,9.933B,9.936B,9.934B,9.924B,9.906B,9.892B,9.87B,9.848B,9.839B,9.83B,9.817B,10.00B,9.930B,9.80B,9.953B,10.04B,9.590B,9.827B,9.865B,10.94B,9.933B,10.04B,10.11B,10.36B,10.06B,10.15B,9.80B,10.56B,10.52B,10.15B,10.68B,9.458B,10.05B,9.529B,9.667B,10.32B,10.09B,10.13B,10.58B,9.857B,10.42B,10.28B,9.99B,10.28B,10.26B,10.88B,10.56B,11.85B,10.50B,10.80B,10.85B,10.84B,10.85B,10.85B,11.00B,10.85B,10.98B,10.95B,10.98B,10.95B,10.97B,10.95B,10.95B,10.95B,10.95B,10.93B,10.93B,10.93B,10.88B,10.88B,10.88B
Average Diluted Shares Outstanding,8.706B,8.721B,8.724B,8.726B,8.682B,8.689B,8.699B,8.696B,8.681B,8.732B,8.76B,8.811B,8.917B,9.016B,9.187B,9.383B,9.809B,10.17B,10.16B,10.07B,10.13B,10.12B,10.11B,10.12B,10.49B,10.33B,10.33B,10.43B,10.49B,10.57B,10.61B,10.61B,10.60B,10.61B,10.64B,10.64B,10.70B,10.67B,10.70B,10.67B,10.66B,10.64B,10.61B,10.56B,10.42B,9.97B,9.958B,10.01B,10.07B,10.22B,10.30B,10.32B,10.33B,10.35B,10.40B,10.44B,10.54B,10.62B,10.65B,10.60B,10.59B,10.61B,10.43B,10.19B,10.10B,10.08B,10.07B,10.04B,10.03B,10.02B,10.03B,10.03B,10.03B,10.04B,10.06B,10.07B,10.08B,10.07B,10.06B,10.03B,10.01B,9.999B,9.992B,9.982B,10.00B,9.930B,9.80B,9.953B,10.04B,10.07B,9.827B,9.865B,10.94B,9.933B,10.04B,10.11B,10.36B,10.06B,10.15B,9.80B,10.56B,10.52B,10.15B,10.68B,10.51B,10.05B,9.529B,9.667B,10.32B,10.09B,10.13B,10.58B,9.857B,10.42B,10.28B,9.99B,10.28B,10.26B,10.88B,10.56B,11.85B,10.50B,10.80B,10.85B,10.84B,10.85B,10.85B,11.00B,10.85B,10.98B,10.95B,10.98B,10.95B,10.97B,10.95B,10.95B,10.95B,10.95B,10.93B,10.93B,10.93B,10.88B,10.88B,10.88B
Dividend Per Share,0.01,0.01,0.01,0.01,0.01,0.12,0.12,0.12,0.12,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.15,0.15,0.14,0.14,0.12,0.10,0.10,0.10,0.10,0.10,0.31,0.31,0.31,0.31,0.31,0.31,0.28,0.28,0.28,0.28,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.22,0.20,0.20,0.20,0.20,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.1367,0.1367,0.1367,0.1367,0.1167,0.1167,0.1167,0.1167,0.10,0.10,0.10,0.10,0.0867,0.0867,0.0867,0.0867,0.0767,0.0767,0.0767,0.0767,0.0683,0.0683,0.0683,0.0683,0.0599,0.0599,0.0599,0.0599,0.0524,0.0524,0.0524,0.0524,0.0491,0.0458,0.0458,0.0458,0.0425,0.0425,0.0425,0.0425,0.0391,0.0391,0.0391,0.0391,0.0341,0.0341,0.0341,0.0341,0.0291,0.0291,0.0291,0.0291,0.0275,0.0275,0.0262,0.0262,0.0241,0.0241,0.0241,0.0241,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
