Common Stock Payments,,,,,,0.00,,,,,,,,,,,0.00,-74.73M,0.00,-25.08M,-165.01M,0.00,-18.26M,0.00,,0.00,0.00,,,,,,-30.31M,-75.03M,-105.20M,-54.40M,-212.95M,-527.88M,-137.75M,0.00,0.00,-613.12M,0.00,,-44.27M,-98.47M,-211.43M,-158.18M,-245.77M,-199.92M,-267.27M,-560.44M,-584.19M,-2.821M,-178.81M,-2.25M,0.00,-269.84M,-257.23M,-384.84M,-601.73M,-146.23M,-243.27M,-30.22M,-8.135M,-1.20M,0.00,-2.25M,-14.92M,-104.03M,0.00,-1.403M,0.00,-64.08M,-10.39M,-1.999M,-50.96M,-111.82M,-386.61M,-158.47M,-136.40M,-115.48M,-4.915M,-86.80M,-10.10M,-4.00M,-4.00M,-2.30M,-5.00M,-15.60M,-2.10M,-101.70M,-65.60M,-66.30M,-5.90M,-19.70M,-7.00M,-13.40M,-2.00M,-24.20M,-5.20M,-48.30M,-55.30M,-59.80M,-12.00M,-13.70M,-22.40M,-28.50M
Net Common Equity Issued (Purchased),4.559M,31.51M,629.87M,35.58M,577.94M,20.96M,1.739M,1.952M,65.61M,7.302M,5.371M,2.448M,-0.006M,16.26M,11.07M,5.787M,0.148M,-74.41M,0.741M,-1.922M,-58.21M,6.71M,27.56M,35.54M,3.807M,4.086M,8.532M,8.102M,6.284M,21.97M,1.802M,32.83M,-17.01M,-59.10M,-100.52M,-42.12M,-207.55M,-490.83M,-135.11M,6.078M,10.98M,-598.60M,1.764M,0.927M,-45.34M,-90.49M,-188.24M,-153.51M,-216.12M,-194.46M,-244.46M,-529.55M,-545.81M,13.88M,-175.24M,82.91M,-38.48M,-245.16M,-201.64M,-320.56M,-571.84M,-113.73M,-230.51M,64.86M,10.92M,20.50M,78.26M,96.25M,-0.428M,-101.17M,46.34M,64.97M,2.01M,-61.05M,33.19M,13.72M,-23.86M,-106.40M,-379.20M,-156.50M,-134.50M,-113.75M,4.849M,-84.90M,-6.10M,-3.90M,-0.80M,9.70M,362.30M,55.60M,66.10M,79.30M,15.70M,96.50M,-6.00M,-19.60M,-7.00M,-13.40M,-2.00M,-24.20M,-5.20M,-48.30M,-55.30M,-59.80M,-12.00M,-13.70M,-22.40M,-28.50M
Preferred Stock Issuance,-0.298M,33.49M,,,73.33M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Payments,0.00,0.00,0.00,-50.00M,-53.87M,0.00,0.00,0.00,,,,,-30.00M,-85.28M,,,0.00,-94.28M,,,0.00,0.00,,,,,,,,,,,,,,,,,,,0.00,-1.847M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Preferred Equity Issued (Purchased),-0.298M,33.49M,0.00,-50.00M,19.46M,0.00,0.00,0.00,,,,,-30.00M,-85.28M,,,107.43M,-94.28M,,,0.00,0.00,,,,,,,,,,,,,,,,,,,0.00,-1.847M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Common Dividends Paid,-185.16M,-180.96M,-172.86M,-172.59M,-164.84M,-161.04M,-160.93M,-160.89M,-160.49M,-156.19M,-156.14M,-156.07M,-155.84M,-152.15M,-152.00M,-151.84M,-151.63M,-149.01M,-149.00M,-149.26M,-149.81M,-149.08M,-148.95M,-148.28M,-148.01M,-147.98M,-149.15M,-147.90M,-147.92M,-147.55M,-147.07M,-146.67M,-146.32M,-146.94M,-147.68M,-148.68M,-150.17M,-154.89M,-156.90M,-141.89M,-141.78M,-146.02M,-147.07M,-142.08M,-573.04M,288.17M,-288.17M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Preferred Dividends Paid,-4.11M,-4.109M,-4.11M,-4.109M,-3.868M,-3.439M,-3.439M,-3.439M,-3.602M,-3.446M,-3.446M,-3.446M,-3.842M,-6.395M,-5.276M,-5.276M,-4.91M,-5.089M,-4.88M,-4.879M,-4.879M,-4.88M,-4.879M,-4.873M,-4.333M,-4.332M,-4.555M,-5.582M,-6.832M,-4.332M,-5.583M,-5.582M,-5.887M,-5.015M,-5.016M,-5.015M,-5.015M,-5.015M,-5.018M,-5.015M,-4.965M,-4.998M,-4.997M,-4.998M,-20.02M,10.03M,-10.03M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Dividends Paid,-189.28M,-185.06M,-176.97M,-176.70M,-168.71M,-164.48M,-164.37M,-164.33M,-164.09M,-159.63M,-159.58M,-159.52M,-159.68M,-158.54M,-157.28M,-157.12M,-156.54M,-154.10M,-153.88M,-154.14M,-154.69M,-153.96M,-153.83M,-153.15M,-152.34M,-152.31M,-153.71M,-153.48M,-154.75M,-151.88M,-152.65M,-152.26M,-152.20M,-151.95M,-152.69M,-153.69M,-155.19M,-159.90M,-161.92M,-146.91M,-146.74M,-151.02M,-152.07M,-147.08M,-147.01M,-147.86M,-146.35M,-151.85M,-152.10M,-152.29M,-113.77M,-115.05M,-117.84M,-118.75M,-121.37M,-119.85M,-118.46M,-118.39M,-120.22M,-121.91M,-129.43M,-107.74M,-108.18M,-106.08M,-108.82M,-108.38M,-85.09M,-84.06M,-83.69M,-79.81M,-80.03M,-79.17M,-70.77M,-76.42M,-74.53M,-71.44M,-75.27M,-71.85M,-77.93M,-78.37M,-85.80M,-83.57M,-83.73M,-82.00M,-89.00M,-85.80M,-122.70M,-122.70M,-121.80M,-128.30M,-117.70M,-121.70M,-119.30M,-120.70M,-136.10M,-99.70M,-102.10M,-102.20M,-102.30M,-102.00M,-100.70M,-102.40M,-103.40M,-103.70M,-78.60M,-69.30M,-70.00M,-69.60M
Cash from Other Financing Activities,1.443M,-4.069M,-3.161M,-1.945M,0.913M,15.11M,5.241M,5.193M,-7.394M,-4.642M,2.495M,1.81M,-0.668M,4.072M,-9.632M,-0.644M,-2.034M,-13.82M,16.04M,-9.32M,2.597M,3.952M,17.03M,,,,,,0.00,0.00,0.00,51.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.133M,-7.54M,16.67M,,,,,0.10M,-0.10M,0.10M,-0.10M,,-0.10M,0.10M,,-0.10M,0.20M,0.00,-0.10M,-0.10M,0.10M,0.20M,-0.20M,0.10M,0.10M,0.00,-0.10M,0.00,0.10M,-0.20M,0.20M,0.00,0.20M,-0.10M,
Cash from Financing,256.53M,254.99M,174.56M,952.29M,72.76M,466.40M,39.92M,841.37M,337.56M,-223.75M,519.55M,177.62M,1.662M,27.27M,-426.60M,1.086B,-208.77M,-64.77M,-327.37M,-152.56M,141.49M,-166.70M,-284.76M,57.80M,-71.86M,-276.29M,119.96M,-152.64M,379.02M,257.79M,-238.31M,139.65M,-240.48M,-127.98M,80.38M,5.787M,-818.05M,-279.50M,-457.78M,-211.94M,302.78M,-815.21M,-689.76M,153.81M,-621.52M,623.57M,125.79M,-198.59M,-479.37M,-81.61M,498.86M,-159.47M,-384.58M,-419.71M,-295.43M,15.99M,412.35M,188.01M,-30.66M,-73.31M,-936.50M,-343.64M,-432.61M,40.90M,-485.59M,-734.65M,749.10M,-398.00M,434.76M,-322.33M,-29.25M,-295.79M,-660.68M,69.38M,-242.80M,212.10M,221.59M,-645.69M,182.54M,262.38M,-118.40M,-340.43M,-212.77M,-239.40M,-949.20M,-309.70M,-324.30M,119.70M,120.10M,-253.40M,-197.80M,1.843B,-269.10M,-298.00M,-446.70M,1.115B,-153.10M,-194.50M,-152.00M,-214.90M,-244.20M,-196.70M,-95.70M,-211.60M,-64.30M,-150.50M,-150.90M,24.70M
Beginning Cash,955.83M,635.91M,983.50M,480.98M,987.98M,812.79M,1.206B,781.27M,546.29M,934.50M,1.083B,1.188B,1.307B,996.10M,1.092B,1.351B,1.041B,910.37M,1.181B,1.422B,1.069B,650.07M,908.48M,739.13M,365.33M,311.37M,262.93M,532.57M,749.72M,283.39M,685.00M,694.44M,987.14M,529.86M,726.24M,1.294B,1.931B,1.336B,1.657B,1.710B,1.131B,1.281B,1.803B,1.920B,2.556B,1.086B,915.71M,1.254B,1.467B,1.320B,1.101B,1.033B,745.03M,728.93M,752.39M,582.82M,598.03M,606.63M,476.88M,619.79M,541.34M,558.40M,808.16M,507.43M,577.54M,1.078B,377.46M,1.335B,948.85M,730.66M,763.30M,751.57M,901.28M,698.70M,1.030B,1.382B,1.233B,1.797B,1.686B,1.214B,1.344B,1.086B,1.086B,1.184B,808.20M,773.30M,989.00M,830.50M,861.80M,687.50M,618.20M,388.70M,607.40M,345.70M,608.40M,533.60M,719.00M,444.80M,575.20M,613.90M,684.00M,415.20M,494.90M,563.70M,563.40M,316.10M,409.20M,379.80M
Change in Cash,-530.11M,319.92M,-347.59M,502.52M,-507.01M,175.19M,-392.81M,424.32M,234.98M,-388.20M,-148.57M,-104.78M,-119.59M,311.34M,-95.55M,-259.31M,310.36M,130.23M,-270.18M,-241.48M,353.52M,418.44M,-258.42M,169.36M,374.09M,54.66M,48.46M,-270.41M,-217.06M,466.64M,-401.82M,-9.126M,-292.76M,456.75M,-196.37M,-567.94M,-636.54M,595.91M,-321.66M,-53.12M,579.87M,-150.41M,-520.71M,-118.38M,-637.44M,1.468B,171.16M,-338.04M,-194.11M,146.61M,219.94M,67.28M,273.51M,16.36M,-23.07M,169.74M,-15.40M,-7.685M,129.67M,-135.00M,82.34M,-18.32M,-249.07M,302.44M,113.73M,-501.44M,698.77M,-957.50M,388.97M,206.82M,-26.25M,11.08M,-149.36M,199.28M,-330.57M,-350.52M,155.14M,-566.79M,112.83M,473.47M,-128.48M,256.80M,-2.02M,-96.20M,375.80M,35.80M,-214.80M,155.70M,-17.30M,172.30M,67.70M,230.30M,-218.70M,261.80M,-262.90M,74.80M,-185.50M,274.40M,-130.50M,-38.70M,-70.00M,268.70M,-79.70M,-68.80M,0.30M,247.50M,-93.20M,29.40M
Cash Foreign Exchange Adjustment,,,,,,,,,,,,,,,,,,,,,,,,,-0.292M,-0.704M,-0.021M,0.772M,-0.092M,-0.315M,0.209M,-0.31M,0.062M,0.535M,-0.012M,-0.298M,0.088M,-0.512M,0.155M,0.607M,-1.098M,0.285M,-1.345M,0.842M,2.043M,1.675M,-0.447M,0.017M,0.424M,-0.151M,-0.232M,-0.011M,-2.387M,-0.264M,-0.383M,-0.173M,0.185M,7.038M,0.085M,-7.91M,-0.745M,1.264M,-0.693M,-1.708M,0.956M,1.208M,1.553M,-0.372M,-2.489M,11.36M,-6.388M,0.64M,-0.339M,3.302M,-0.57M,-2.068M,-5.806M,2.804M,-1.855M,-1.091M,-2.20M,1.841M,1.459M,-2.00M,0.60M,-0.90M,-0.80M,2.70M,-13.90M,1.90M,1.60M,-0.80M,0.00,0.00,0.10M,,,,,,,,,,,,,
Ending Cash,425.72M,955.83M,635.91M,983.50M,480.98M,987.98M,812.79M,1.206B,781.27M,546.29M,934.50M,1.083B,1.188B,1.307B,996.10M,1.092B,1.351B,1.041B,910.37M,1.181B,1.422B,1.069B,650.07M,908.48M,739.13M,365.33M,311.37M,262.93M,532.57M,749.72M,283.39M,685.00M,694.44M,987.14M,529.86M,726.24M,1.294B,1.931B,1.336B,1.657B,1.710B,1.131B,1.281B,1.803B,1.920B,2.556B,1.086B,915.71M,1.273B,1.467B,1.320B,1.101B,1.016B,745.03M,728.93M,752.39M,582.82M,598.03M,606.63M,476.88M,807.74M,541.34M,558.40M,808.16M,692.23M,577.54M,1.078B,377.46M,1.335B,948.85M,730.66M,763.30M,751.57M,901.28M,698.70M,1.030B,1.382B,1.233B,1.797B,1.686B,1.214B,1.344B,1.086B,1.086B,1.184B,808.20M,773.30M,989.00M,830.50M,861.80M,687.50M,618.20M,388.70M,607.40M,345.70M,608.40M,533.60M,719.00M,444.80M,575.20M,613.90M,684.00M,415.20M,494.90M,563.70M,563.40M,316.10M,409.20M
Issuance of Capital Stock,4.261M,64.99M,629.87M,35.58M,651.27M,20.96M,1.739M,1.952M,80.01M,7.302M,5.371M,2.448M,-0.006M,16.26M,11.07M,5.787M,107.57M,0.321M,0.741M,23.16M,106.80M,6.71M,45.82M,35.54M,28.06M,4.086M,8.532M,8.102M,6.284M,21.97M,1.802M,32.83M,13.30M,15.93M,4.678M,12.28M,5.40M,37.05M,2.638M,6.078M,10.98M,14.52M,1.764M,0.927M,-1.066M,7.979M,23.19M,4.67M,29.66M,5.469M,22.82M,30.89M,38.38M,16.70M,3.567M,85.16M,-38.48M,24.68M,55.59M,64.28M,29.89M,32.50M,12.76M,95.08M,19.06M,21.70M,78.26M,98.50M,14.49M,2.864M,46.34M,66.37M,2.01M,3.031M,43.58M,15.72M,27.10M,5.425M,7.413M,1.972M,1.90M,1.736M,9.764M,1.90M,4.00M,0.10M,3.20M,12.00M,367.30M,71.20M,68.20M,181.00M,81.30M,162.80M,-0.10M,0.10M,,,,,,,,,,,,
Issuance of Debt,2.171B,1.742B,1.947B,3.444B,2.431B,2.245B,853.47M,2.506B,586.78M,186.08M,800.33M,236.20M,1.292B,1.652B,986.96M,2.870B,1.296B,1.340B,377.57M,488.06M,1.432B,435.46M,478.92M,753.24M,820.02M,952.13M,1.409B,564.72M,1.189B,964.33M,290.22M,1.035B,1.425B,490.49M,663.74M,411.44M,1.598B,1.746B,483.24M,42.54M,1.222B,-1.807M,268.32M,514.99M,3.487B,-1.951B,1.951B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debt Repayment,-1.760B,-1.645B,-1.916B,-2.299B,-2.784B,-1.613B,-1.835B,-734.00M,-362.77M,-356.58M,-54.65M,-811.69M,-1.082B,-809.40M,-1.517B,-1.904B,-1.166B,-910.46M,-699.40M,-685.26M,-787.62M,-310.96M,-488.94M,-735.79M,-708.44M,-1.096B,-1.160B,-849.86M,-1.101B,-829.09M,-340.28M,-859.65M,-1.490B,-391.46M,-277.86M,-278.08M,-2.054B,-1.358B,-674.48M,-100.29M,-783.44M,-61.94M,-807.77M,-215.02M,-2.487B,1.383B,-1.383B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repurchase of Capital Stock,0.00,0.00,0.00,-50.00M,-53.87M,0.00,0.00,0.00,,,,,-30.00M,-85.28M,,,0.00,-169.01M,0.00,-25.08M,-165.01M,0.00,-18.26M,0.00,,0.00,0.00,,,,,,-30.31M,-75.03M,-105.20M,-54.40M,-212.95M,-527.88M,-137.75M,0.00,0.00,-614.97M,0.00,,-44.27M,-98.47M,-211.43M,-158.18M,-245.77M,-199.92M,-267.27M,-560.44M,-584.19M,-2.821M,-178.81M,-2.25M,0.00,-269.84M,-257.23M,-384.84M,-601.73M,-146.23M,-243.27M,-30.22M,-8.135M,-1.20M,0.00,-2.25M,-14.92M,-104.03M,0.00,-1.403M,0.00,-64.08M,-10.39M,-1.999M,-50.96M,-111.82M,-386.61M,-158.47M,-136.40M,-115.48M,-4.915M,-86.80M,-10.10M,-4.00M,-4.00M,-2.30M,-5.00M,-15.60M,-2.10M,-101.70M,-65.60M,-66.30M,-5.90M,-19.70M,-7.00M,-13.40M,-2.00M,-24.20M,-5.20M,-48.30M,-55.30M,-59.80M,-12.00M,-13.70M,-22.40M,-28.50M
Income Tax Paid Supplemental Data,,,,,1.625M,4.055M,14.14M,,,,-18.04M,18.04M,175.30M,-164.60M,58.22M,26.38M,7.81M,5.012M,24.85M,65.92M,29.94M,28.36M,15.31M,4.196M,20.18M,18.90M,76.32M,12.34M,6.742M,0.022M,6.458M,35.99M,,-0.077M,-4.303M,4.38M,-0.82M,6.91M,24.67M,1.385M,24.14M,15.78M,-12.00M,15.14M,9.281M,127.95M,-2.157M,2.157M,27.75M,120.31M,197.32M,31.43M,-50.12M,-33.76M,-114.04M,345.37M,-2.917M,38.21M,70.77M,10.01M,-4.561M,7.073M,16.18M,9.549M,8.319M,89.11M,88.63M,2.653M,20.09M,3.893M,31.79M,2.09M,112.01M,0.834M,4.632M,1.406M,198.70M,52.19M,58.48M,36.00M,218.10M,104.58M,40.22M,10.60M,176.10M,19.00M,64.20M,14.60M,273.40M,35.60M,78.20M,3.00M,136.90M,76.60M,147.70M,12.00M,123.80M,75.60M,83.70M,2.60M,218.70M,-79.10M,73.00M,6.10M,159.70M,-74.80M,68.70M,6.10M
Interest Paid Supplemental Data,193.59M,196.06M,173.63M,214.94M,176.46M,195.75M,177.02M,185.61M,170.46M,173.36M,156.42M,178.13M,1.331B,-995.11M,159.44M,251.30M,140.14M,182.50M,137.21M,203.79M,135.28M,163.35M,131.64M,181.11M,94.15M,173.88M,123.06M,179.12M,123.98M,168.52M,118.96M,134.66M,532.27M,-267.49M,102.93M,164.56M,133.88M,131.50M,138.25M,130.37M,126.07M,121.16M,144.29M,176.89M,156.50M,455.79M,-183.79M,183.79M,162.16M,151.81M,131.37M,165.86M,136.36M,107.60M,136.02M,146.43M,129.29M,89.64M,120.16M,122.26M,131.63M,86.46M,141.95M,117.72M,142.50M,117.57M,136.64M,155.30M,179.44M,120.74M,153.68M,180.07M,137.90M,219.81M,144.86M,206.18M,123.10M,157.62M,68.14M,156.56M,154.60M,127.64M,148.26M,171.20M,214.80M,214.80M,204.80M,207.90M,181.10M,393.30M,33.50M,223.40M,151.20M,172.20M,114.70M,239.40M,149.90M,153.40M,151.00M,172.20M,660.20M,-336.20M,166.50M,169.70M,485.90M,-270.20M,100.50M,169.70M
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
