Net Preferred Equity Issued (Purchased),,,,,,,,,,,,,0.00,0.00,0.00,557.00M,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Common Dividends Paid,-75.00M,-77.00M,-76.00M,-88.00M,-83.00M,-86.00M,-87.00M,-89.00M,-90.00M,-91.00M,-90.00M,-92.00M,-90.00M,-91.00M,-89.00M,-80.00M,-72.00M,-71.00M,-72.00M,-72.00M,-71.00M,-76.00M,-77.00M,-79.00M,-81.00M,-85.00M,-34.00M,-35.00M,-35.00M,-34.00M,-34.00M,-68.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Dividends Paid,-75.00M,-77.00M,-76.00M,-88.00M,-83.00M,-86.00M,-87.00M,-89.00M,-90.00M,-91.00M,-90.00M,-92.00M,-90.00M,-91.00M,-89.00M,-80.00M,-72.00M,-71.00M,-72.00M,-72.00M,-71.00M,-76.00M,-77.00M,-79.00M,-81.00M,-85.00M,-34.00M,-35.00M,-35.00M,-34.00M,-34.00M,-68.00M,0.00,-34.00M,-34.00M,-68.00M,0.00,-33.00M,-32.00M,-66.00M,0.00,-33.00M,-33.00M,-65.00M,0.00,-33.00M,-33.00M,-64.00M,0.00,-32.00M,-32.00M,-63.00M,-13.00M,-148.00M,69.00M,-69.00M,-12.00M,-40.00M,-40.00M,-67.00M,-12.00M,-39.00M,-39.00M,-67.00M,0.00,-27.00M,-27.00M,-54.00M,0.00,-27.00M,-27.00M,-53.00M,0.00,-27.00M,-27.00M,-40.00M,0.00,-13.00M,-14.00M,-27.00M,0.30M,-13.30M,-13.90M,-27.10M,-0.30M,-13.60M,-13.70M,-27.40M,0.00,-13.80M,-13.70M,-27.90M,0.20M,-14.10M,-13.90M,-27.90M,0.00,-14.00M,-13.90M,-27.90M,0.00,-13.90M,-14.00M,-27.80M,0.00,-13.80M,-13.90M,-13.90M,-13.90M,-14.50M,-13.70M,-22.10M,-2.20M,-12.00M,-12.20M,-10.10M,-14.30M,-12.20M,-12.10M,-22.10M
Proceeds from Stock Option Exercised,,,,,,,,,,,,,,,,,,,,,-9.00M,43.00M,115.00M,33.00M,44.00M,42.00M,11.00M,31.00M,,,,,,,,,,,,,,,,,229.00M,8.00M,72.00M,31.00M,,,,,,,,,1.00M,9.00M,36.00M,16.00M,5.00M,33.00M,52.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Other Financing Activities,-318.00M,-1.00M,-11.00M,-12.00M,-175.00M,3.00M,4.00M,-15.00M,-61.00M,-34.00M,-182.00M,8.00M,-17.00M,-12.00M,0.00,-38.00M,-33.00M,2.308B,0.00,8.00M,4.00M,-3.00M,-1.00M,,7.00M,0.00,-189.00M,,-9.00M,1.00M,0.00,8.00M,-67.00M,-44.00M,6.00M,58.00M,-16.00M,-22.00M,-21.00M,13.00M,-15.00M,2.00M,5.00M,6.00M,2.00M,-75.00M,-48.00M,,,,,,,108.00M,-108.00M,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10M,0.10M,0.10M,-0.10M,,0.10M,0.00,-0.10M,,,0.10M,-0.10M,,,,,,,,,,,,,,,,,0.00,0.00,-0.10M,,,,,,-0.10M,0.10M,-0.10M,
Cash from Financing,221.00M,-67.00M,-150.00M,48.00M,-526.00M,-332.00M,-759.00M,-909.00M,19.00M,-144.00M,42.00M,-105.00M,-699.00M,628.00M,-132.00M,1.514B,-11.00M,2.756B,-100.00M,-148.00M,-1.195B,-992.00M,-226.00M,-1.422B,-1.447B,-171.00M,-1.902B,-756.00M,213.00M,-126.00M,766.00M,829.00M,477.00M,-69.00M,-42.00M,-41.00M,43.00M,1.195B,-68.00M,-195.00M,91.00M,-30.00M,-43.00M,314.00M,247.00M,-113.00M,-24.00M,-53.00M,24.00M,-42.00M,-144.00M,353.00M,-11.00M,-19.00M,-32.00M,-72.00M,-13.00M,-30.00M,-44.00M,-60.00M,-7.00M,-60.00M,-37.00M,-69.00M,105.00M,-179.00M,-233.00M,-176.00M,-89.00M,-242.00M,-190.00M,-188.00M,167.00M,2.556B,278.00M,-31.00M,-21.00M,-226.00M,-74.00M,-301.00M,-90.50M,-303.50M,8.40M,6.60M,-60.60M,273.00M,148.20M,42.40M,36.90M,140.30M,52.90M,-216.40M,100.40M,115.60M,-1.083B,-63.40M,-312.20M,-8.80M,-140.00M,-232.90M,-87.50M,74.00M,-103.00M,-345.60M,-127.70M,260.50M,323.00M,0.30M,93.10M,267.30M,155.50M,-91.90M,266.00M,554.80M,189.20M,-713.00M,204.80M,151.50M,88.80M,-291.40M
Beginning Cash,1.863B,2.208B,2.30B,2.694B,3.004B,2.908B,3.726B,4.847B,2.526B,2.492B,2.686B,2.732B,3.529B,3.095B,3.557B,2.716B,3.013B,931.00M,1.506B,2.444B,4.12B,2.205B,1.288B,1.814B,321.00M,725.00M,444.00M,642.00M,528.00M,409.00M,396.00M,351.00M,827.00M,2.194B,1.968B,1.608B,2.353B,1.363B,1.37B,1.362B,957.00M,1.063B,1.157B,908.00M,1.38B,1.479B,902.00M,607.00M,565.00M,482.00M,249.00M,383.00M,546.00M,486.00M,504.00M,315.00M,759.00M,916.00M,834.00M,877.00M,937.00M,601.00M,492.00M,518.00M,339.00M,677.00M,196.00M,197.00M,48.00M,35.00M,61.00M,37.00M,65.00M,58.00M,700.00M,312.00M,259.00M,178.00M,26.00M,41.00M,25.60M,82.00M,54.60M,73.80M,67.20M,40.90M,79.50M,91.20M,130.60M,187.00M,299.70M,112.50M,84.80M,34.20M,71.70M,56.10M,88.70M,48.30M,37.80M,53.10M,36.30M,34.70M,84.20M,79.60M,0.00,0.00,0.00,141.00M,0.00,0.00,0.00,120.20M,0.00,0.00,0.00,129.90M,0.00,0.00,0.00,120.30M
Change in Cash,-318.00M,-345.00M,-92.00M,-394.00M,-310.00M,96.00M,-818.00M,-1.121B,2.321B,34.00M,-194.00M,-46.00M,-797.00M,434.00M,-462.00M,841.00M,-297.00M,2.082B,-575.00M,-938.00M,-1.676B,1.915B,917.00M,-526.00M,1.493B,-404.00M,281.00M,-198.00M,114.00M,119.00M,13.00M,45.00M,-476.00M,-1.367B,226.00M,360.00M,-745.00M,990.00M,-7.00M,8.00M,405.00M,-106.00M,-94.00M,249.00M,-472.00M,-99.00M,577.00M,295.00M,42.00M,83.00M,233.00M,-134.00M,-163.00M,60.00M,-18.00M,189.00M,-444.00M,-157.00M,82.00M,-43.00M,-60.00M,336.00M,109.00M,-26.00M,179.00M,-338.00M,481.00M,-1.00M,149.00M,13.00M,-26.00M,24.00M,-28.00M,7.00M,-644.00M,390.00M,53.00M,80.00M,154.00M,-16.00M,15.50M,-56.50M,27.10M,-19.10M,6.80M,28.10M,-38.40M,-10.50M,-39.50M,-55.50M,-112.80M,188.90M,26.50M,50.80M,-38.00M,14.20M,-31.00M,39.90M,9.70M,-17.80M,17.40M,1.10M,-51.40M,4.30M,14.90M,-41.40M,-54.70M,21.10M,63.80M,-41.50M,36.60M,-29.60M,-13.70M,39.80M,-64.00M,24.70M,-33.70M,61.60M,16.10M,-37.30M
Cash Foreign Exchange Adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00M,-2.00M,,1.00M,-2.00M,1.00M,-0.30M,0.30M,0.20M,-0.20M,0.20M,-1.90M,-0.20M,-1.10M,0.00,-0.80M,0.00,-1.70M,1.10M,-0.20M,0.40M,1.50M,-1.70M,0.50M,0.90M,2.40M,-0.60M,0.50M,1.90M,0.30M,-4.40M,1.30M,4.20M,-2.40M,-4.40M,-3.60M,1.30M,-1.80M,8.60M,3.00M,-4.30M,-3.80M,1.30M,0.90M,-0.40M,1.10M
Ending Cash,1.545B,1.863B,2.208B,2.30B,2.694B,3.004B,2.908B,3.726B,4.847B,2.526B,2.492B,2.686B,2.732B,3.529B,3.095B,3.557B,2.716B,3.013B,931.00M,1.506B,2.444B,4.12B,2.205B,1.288B,1.814B,321.00M,725.00M,444.00M,642.00M,528.00M,409.00M,396.00M,351.00M,827.00M,2.194B,1.968B,1.608B,2.353B,1.363B,1.37B,1.362B,957.00M,1.063B,1.157B,908.00M,1.38B,1.479B,902.00M,607.00M,565.00M,482.00M,249.00M,383.00M,546.00M,486.00M,504.00M,315.00M,759.00M,916.00M,834.00M,877.00M,937.00M,601.00M,492.00M,518.00M,339.00M,677.00M,196.00M,197.00M,48.00M,35.00M,61.00M,37.00M,65.00M,58.00M,700.00M,312.00M,259.00M,178.00M,26.00M,41.00M,25.60M,82.00M,54.60M,74.00M,67.20M,40.90M,79.50M,91.20M,130.60M,187.00M,299.70M,112.60M,84.80M,34.20M,71.70M,56.00M,88.70M,48.30M,37.80M,53.10M,36.30M,34.70M,84.20M,79.60M,0.00,0.00,0.00,141.00M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Issuance of Capital Stock,,,,,,,,,0.00,0.00,366.00M,,0.00,0.00,0.00,1.644B,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00M,-4.00M,38.00M,47.00M,-35.00M,20.00M,8.00M,7.00M,,,,,,,-11.00M,11.00M,,,,,-28.00M,0.00,16.00M,12.00M,-59.00M,3.00M,31.00M,25.00M,-51.00M,31.00M,15.00M,5.00M,-17.10M,7.10M,10.00M,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,497.40M,,,,,,,,,
Issuance of Debt,,,,,,,,,800.00M,0.00,,,0.00,1.496B,0.00,0.00,0.00,600.00M,0.00,0.00,0.00,0.00,598.00M,,0.00,350.00M,0.00,185.00M,182.00M,45.00M,13.00M,390.00M,408.00M,10.00M,0.00,4.00M,17.00M,1.261B,0.00,0.00,744.00M,0.00,1.00M,1.246B,0.00,0.00,-521.00M,521.00M,,,,,,,,,496.00M,0.00,104.00M,0.00,0.00,18.00M,7.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debt Repayment,-2.00M,-5.00M,-24.00M,-26.00M,-23.00M,-19.00M,-157.00M,-434.00M,-352.00M,-30.00M,-51.00M,-26.00M,-649.00M,-771.00M,-18.00M,-17.00M,-16.00M,-17.00M,-17.00M,-17.00M,-37.00M,-53.00M,-167.00M,-333.00M,19.00M,-413.00M,-853.00M,-24.00M,-1.00M,-24.00M,-326.00M,-82.00M,-50.00M,-1.00M,-14.00M,-35.00M,-12.00M,-11.00M,-15.00M,-142.00M,-656.00M,1.00M,-16.00M,-23.00M,-2.00M,-28.00M,509.00M,-541.00M,,,,,,,,,-498.00M,1.00M,-144.00M,-9.00M,0.00,-72.00M,-59.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repurchase of Capital Stock,0.00,0.00,0.00,-25.00M,-245.00M,-230.00M,-519.00M,-371.00M,-110.00M,0.00,,0.00,,,,,0.00,-64.00M,-11.00M,-67.00M,-1.077B,-903.00M,-692.00M,-1.043B,-993.00M,-500.00M,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-80.00M,-14.00M,-6.00M,-32.00M,-126.00M,-52.00M,-10.00M,,,,,-0.30M,-30.20M,-22.10M,-6.40M,-36.10M,-4.20M,-68.10M,-13.90M,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-6.20M
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,AOR,,,,AOR,,AOR,AOR,AOR,AOR,AOR,,AOR,,,,AOR,,,,AOR,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,Restated,,,,Restated,,Restated,Restated,Restated,Restated,Restated,,Restated,,,,Restated,,,,Restated,,,,Restated,,,,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
