Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
EBIT,102.81M,99.91M,75.05M,80.08M,85.95M,98.75M,80.22M,73.35M,88.56M,113.03M,78.92M,70.26M,90.74M,197.72M,87.45M,70.59M,84.78M,99.15M,74.63M,70.92M,70.00M,93.97M,84.57M,90.82M,81.97M,89.29M,81.77M,70.04M,38.73M,93.31M,81.40M,77.76M,68.27M,96.72M,65.53M,65.14M,58.38M,74.32M,66.27M,63.26M,41.98M,72.38M,40.90M,49.88M,41.82M,77.52M,24.54M,73.41M,81.86M,48.02M,45.31M,28.54M,43.16M,66.36M,60.73M,69.15M,76.06M,77.24M,61.45M,56.67M,54.49M,81.69M,66.95M,67.84M,74.79M,68.24M,61.45M,59.09M,59.46M,71.74M,70.63M,63.87M,57.49M,69.05M,64.70M,34.57M,82.26M,36.58M,28.02M,39.58M,93.49M,26.00M,27.59M,22.50M,-1.001B,377.30M,25.30M,27.80M,25.50M,35.30M,23.10M,23.00M,23.60M,21.30M,347.20M,326.20M,15.50M,36.00M,25.60M,25.50M,25.60M,34.10M,25.80M,17.00M,281.70M,299.50M,281.60M,279.30M,215.30M,292.60M,250.90M,246.50M,262.50M,274.10M,260.50M,286.70M,275.50M,243.50M,254.20M,237.60M,227.70M,240.00M,216.90M,200.10M,195.10M,195.70M,173.50M,170.00M,220.40M,150.40M,139.10M,125.20M,132.60M,128.90M,134.30M,162.30M,162.70M,158.80M,163.00M,163.80M,170.10M,170.20M,164.10M,160.80M
EPS Basic from Continuing Operations,0.61,0.58,0.39,0.42,0.46,0.61,0.42,0.37,0.30,0.55,0.36,0.31,0.41,1.17,0.41,0.30,0.39,0.47,0.33,0.31,0.32,0.47,0.41,0.45,0.39,0.49,0.41,0.34,0.14,0.49,0.40,0.40,0.36,0.50,0.28,0.30,0.27,0.35,0.31,0.29,0.15,0.37,0.17,0.23,0.16,0.44,0.06,0.41,0.49,0.24,0.21,0.08,0.20,0.40,0.34,0.40,0.47,0.46,0.35,0.30,0.31,0.51,0.14,0.20,0.4937,0.205,0.345,0.33,0.3327,0.23,0.2175,0.375,0.3540,0.2125,0.195,0.21,0.60,0.34,0.295,0.45,0.1571,0.1675,0.1775,0.1625,0.3285,0.2175,0.175,0.175,0.3750,0.1925,0.1575,0.16,0.3419,0.1425,0.1775,0.1575,0.2620,0.215,0.1625,0.155,0.3647,0.20,0.1575,0.105,0.2836,0.1525,0.19,0.095,1.195,-0.2925,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,-0.05,0.00,,0.00,0.00,0.00,-0.0276,-0.16,-0.005,0.00,-0.975,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.0675,0.00,0.00,-0.0158,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,-0.2674,0.00,0.00,0.0175,-1.284,-0.0875,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
Normalized Basic EPS,0.5902,0.5558,0.3662,0.3986,0.4412,0.5945,0.3986,0.3470,0.2803,0.5295,0.3416,0.2952,0.3968,0.5649,0.3983,0.2897,0.3805,0.4579,0.3189,0.3015,0.3086,0.4579,0.4013,0.4398,0.3804,0.4813,0.3999,0.3318,0.1299,0.4792,0.3870,0.3877,0.3593,0.4852,0.2669,0.2880,0.2756,0.3389,0.2916,0.2723,0.1306,0.3436,0.1256,0.1924,0.1294,0.4140,0.0291,0.3897,0.4736,0.2240,0.1960,0.0638,0.1845,0.3788,0.3222,0.3827,0.4544,0.4448,0.3366,0.2884,0.3013,0.4885,0.1220,0.1912,0.4785,0.1982,0.3327,0.3176,0.3195,0.2223,0.2108,0.3649,0.3383,0.2055,0.1881,0.2006,0.6209,0.3188,0.2760,0.4311,0.1702,0.1498,0.1621,0.1469,0.3285,0.2175,0.1292,0.1338,0.3280,0.1524,0.1155,0.1195,0.2719,0.1082,0.1775,0.1575,0.2227,0.1753,0.1225,0.1177,0.3249,0.1630,0.1255,0.0749,0.2836,0.1525,0.19,0.095,1.195,-0.2925,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
EPS Basic,0.61,0.58,0.39,0.42,0.46,0.61,0.42,0.37,0.30,0.55,0.36,0.31,0.41,1.17,0.41,0.30,0.39,0.47,0.33,0.31,0.32,0.47,0.41,0.45,0.39,0.49,0.41,0.34,0.14,0.49,0.40,0.40,0.36,0.50,0.28,0.30,0.27,0.35,0.31,0.29,0.15,0.37,0.17,0.23,0.16,0.44,0.06,0.41,0.49,0.24,0.21,0.08,0.20,0.40,0.34,0.40,0.47,0.46,0.34,0.30,0.31,0.53,0.14,0.20,0.4937,0.205,0.295,0.33,0.3327,0.23,0.2175,0.375,0.3264,0.0525,0.19,0.21,-0.375,0.34,0.295,0.45,0.1571,0.1675,0.1775,0.1625,0.3285,0.15,0.175,0.175,0.3592,0.1925,0.1575,0.16,0.3419,0.1425,0.1775,0.1575,0.2620,0.215,0.1625,0.155,0.3647,0.20,0.1575,0.105,0.0163,0.1525,0.19,0.1125,-0.0888,-0.38,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
EPS Diluted from Continuing Operations,0.61,0.58,0.39,0.42,0.45,0.60,0.42,0.37,0.30,0.55,0.36,0.31,0.41,1.17,0.41,0.30,0.39,0.47,0.33,0.31,0.32,0.46,0.41,0.45,0.39,0.48,0.41,0.34,0.14,0.49,0.40,0.40,0.36,0.50,0.28,0.30,0.26,0.35,0.31,0.29,0.15,0.37,0.17,0.22,0.16,0.44,0.06,0.41,0.49,0.24,0.21,0.08,0.20,0.40,0.33,0.40,0.46,0.46,0.35,0.30,0.31,0.51,0.14,0.20,0.4937,0.205,0.345,0.33,0.3327,0.2275,0.2175,0.375,0.3540,0.21,0.195,0.2075,0.60,0.335,0.295,0.45,0.1571,0.1675,0.1775,0.16,0.3285,0.215,0.175,0.1725,0.3750,0.19,0.1575,0.1575,0.3419,0.1425,0.1775,0.1575,0.2620,0.215,0.1625,0.155,0.3647,0.20,0.1575,0.105,0.2836,0.1525,0.19,0.095,1.195,-0.2925,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,-0.05,0.00,,0.00,0.00,0.00,-0.0276,-0.16,-0.005,0.00,-0.975,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.0675,0.00,0.00,-0.0158,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,-0.2674,0.00,0.00,0.0175,-1.284,-0.0875,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
Normalized Diluted EPS,0.5903,0.5559,0.3663,0.3987,0.4312,0.5845,0.3986,0.3470,0.2803,0.5295,0.3416,0.2952,0.3968,0.5660,0.3984,0.2897,0.3805,0.4580,0.3189,0.3015,0.3088,0.4480,0.4013,0.4399,0.3805,0.4713,0.3999,0.3319,0.1300,0.4793,0.3870,0.3877,0.3593,0.4852,0.2669,0.2881,0.2656,0.3389,0.2917,0.2723,0.1306,0.3437,0.1257,0.1825,0.1294,0.4140,0.0292,0.3897,0.4736,0.2240,0.1960,0.0639,0.1845,0.3789,0.3122,0.3827,0.4445,0.4448,0.3367,0.2884,0.3013,0.4885,0.1221,0.1913,0.4785,0.1983,0.3328,0.3177,0.3195,0.2199,0.2108,0.3650,0.3383,0.2030,0.1882,0.1981,0.6208,0.3138,0.2761,0.4312,0.1702,0.1498,0.1621,0.1444,0.3285,0.215,0.1292,0.1313,0.3280,0.1499,0.1155,0.1170,0.2719,0.1082,0.1775,0.1575,0.2227,0.1753,0.1225,0.1177,0.3249,0.1630,0.1255,0.0749,0.2836,0.1525,0.19,0.095,1.195,-0.2925,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
EPS Diluted,0.61,0.58,0.39,0.42,0.45,0.60,0.42,0.37,0.30,0.55,0.36,0.31,0.41,1.17,0.41,0.30,0.39,0.47,0.33,0.31,0.32,0.46,0.41,0.45,0.39,0.48,0.41,0.34,0.14,0.49,0.40,0.40,0.36,0.50,0.28,0.30,0.26,0.35,0.31,0.29,0.15,0.37,0.17,0.22,0.16,0.44,0.06,0.41,0.49,0.24,0.21,0.08,0.20,0.40,0.33,0.40,0.46,0.46,0.34,0.30,0.31,0.53,0.14,0.20,0.4937,0.205,0.295,0.33,0.3327,0.2275,0.2175,0.375,0.3264,0.0525,0.19,0.2075,-0.375,0.335,0.295,0.45,0.1571,0.1675,0.1775,0.16,0.3285,0.1475,0.175,0.1725,0.3592,0.19,0.1575,0.1575,0.3419,0.1425,0.1775,0.1575,0.2620,0.215,0.1625,0.155,0.3647,0.20,0.1575,0.105,0.0163,0.1525,0.19,0.1125,-0.0888,-0.38,0.1625,0.145,0.2577,0.16,0.1475,0.145,0.0046,0.1925,0.16,0.1325,0.2821,0.22,0.18,0.2075,,0.1975,0.1925,0.19,,0.1775,0.1775,0.1675,,0.17,0.165,0.165,,0.1625,0.145,0.1425,,0.1575,0.1375,0.0675
Average Basic Shares Outstanding,108.97M,108.97M,108.94M,108.91M,108.88M,108.88M,108.84M,108.82M,108.78M,108.79M,108.75M,108.67M,108.56M,108.27M,107.96M,107.62M,107.47M,107.46M,107.42M,103.28M,102.57M,102.42M,101.50M,101.38M,99.86M,99.20M,98.66M,98.14M,97.61M,97.16M,96.69M,96.17M,95.94M,95.87M,95.39M,94.82M,94.24M,93.70M,93.16M,92.57M,92.06M,91.52M,91.38M,90.60M,86.37M,84.62M,84.05M,83.47M,83.01M,82.48M,81.91M,81.45M,81.28M,81.21M,81.10M,80.98M,80.93M,80.90M,80.81M,80.70M,80.64M,80.51M,80.35M,153.48M,75.84M,150.06M,74.39M,73.79M,74.05M,145.74M,144.76M,71.64M,71.20M,134.86M,133.92M,132.64M,65.73M,65.28M,64.81M,64.53M,64.43M,64.42M,64.37M,64.35M,64.23M,64.02M,64.02M,64.00M,63.47M,63.39M,62.82M,62.28M,61.71M,61.24M,60.73M,60.11M,59.55M,58.95M,58.57M,57.91M,57.31M,56.82M,56.34M,55.83M,55.35M,54.89M,50.45M,49.97M,49.52M,48.98M,48.59M,48.12M,47.73M,47.32M,46.85M,43.84M,43.84M,43.49M,43.16M,42.82M,42.53M,42.22M,41.96M,41.12M,41.36M,40.59M,40.51M,34.78M,35.01M,34.78M,33.98M,33.76M,33.95M,33.54M,33.34M,33.34M,33.15M,32.61M,32.37M,32.05M,32.05M,31.47M,31.18M,31.18M
Average Diluted Shares Outstanding,109.49M,109.36M,109.26M,109.27M,109.31M,109.06M,108.96M,109.02M,109.00M,108.86M,108.80M,108.86M,108.72M,108.47M,108.13M,107.78M,107.84M,107.74M,107.69M,103.57M,104.31M,103.03M,101.82M,102.16M,100.62M,99.82M,99.25M,98.54M,98.06M,97.52M,96.98M,96.56M,96.27M,96.10M,95.56M,95.18M,94.56M,93.89M,93.41M,92.85M,92.23M,91.65M,91.49M,90.69M,86.37M,84.84M,84.16M,83.61M,83.14M,82.64M,82.12M,81.71M,81.34M,81.56M,81.43M,81.36M,81.25M,81.35M,81.21M,81.14M,80.64M,80.83M,80.71M,154.31M,75.84M,150.70M,74.75M,74.17M,74.05M,146.51M,145.62M,72.03M,71.20M,135.70M,134.58M,133.25M,66.08M,65.55M,65.08M,64.74M,64.43M,64.42M,64.37M,64.35M,64.23M,64.02M,64.02M,64.00M,63.47M,63.39M,62.82M,62.28M,61.71M,61.24M,60.73M,60.11M,59.55M,58.95M,58.57M,57.91M,57.31M,56.82M,56.34M,55.83M,55.35M,54.89M,50.45M,49.97M,49.52M,48.98M,48.59M,48.12M,47.73M,47.32M,46.85M,43.84M,43.84M,43.49M,43.16M,42.82M,42.53M,42.22M,41.96M,41.12M,41.36M,40.59M,40.51M,34.78M,35.01M,34.78M,33.98M,33.76M,33.95M,33.54M,33.34M,33.34M,33.15M,32.61M,32.37M,32.05M,32.05M,31.47M,31.18M,31.18M
Dividend Per Share,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.305,0.305,0.305,0.305,0.305,0.30,0.30,0.30,0.30,0.295,0.295,0.295,0.295,0.29,0.29,0.29,0.29,0.285,0.285,0.285,0.285,0.28,0.28,0.28,0.28,0.275,0.275,0.275,0.275,0.27,0.27,0.27,0.27,0.255,0.255,0.255,0.255,0.24,0.24,0.24,0.24,0.225,0.225,0.225,0.225,0.215,0.215,0.215,0.215,0.205,0.205,0.205,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
