Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Net Income,5.69B,3.17B,3.13B,2.35B,6.00B,6.24B,3.95B,4.65B,8.38B,3.97B,3.35B,4.01B,1.68B,2.65B,1.70B,1.81B,2.78B,4.24B,4.19B,4.94B,6.57B,8.07B,8.78B,9.10B,8.35B,7.87B,6.86B,9.50B,9.95B,9.57B,15.91B,9.45B,9.40B,10.33B,10.68B,10.65B,9.25B,7.35B,7.56B,6.30B,6.05B,4.73B,3.95B,4.55B,7.82B,14.83B,11.68B,10.89B,11.66B,9.41B,10.26B,9.28B,10.25B,10.49B,10.36B,8.40B,10.71B,9.92B,7.64B,7.86B,8.42B,5.68B,5.79B,5.44B,6.65B,3.65B,4.17B,7.04B,4.09B,2.64B,2.64B,2.09B,2.68B,3.18B,4.46B,5.00B,5.22B,4.49B,4.53B,3.48B,2.284B,2.188B,1.954B,1.484B,3.234B,1.40B,1.62B,1.82B,5.772B,1.82B,1.965B,2.175B,2.495B,1.56B,1.57B,1.885B,1.68B,1.50B,1.63B,1.66B,1.90B,1.155B,885.00M,1.16B,1.50B,1.36B,1.235B,1.185B,1.33B,1.135B,955.00M,1.35B,1.12B,1.115B,1.125B,2.24B,1.555B,1.075B,1.10B,1.28B,970.00M,1.11B,160.00M,1.27B,1.38B,1.225B,1.20B,1.455B,1.555B,1.065B,1.15B,1.07B,1.48B,1.055B,1.115B,1.71B,1.805B,995.00M,745.00M,1.325B,1.428B,1.275B,1.35B,1.475B
Normalized Income,5.69B,3.17B,3.13B,2.35B,6.00B,6.24B,3.95B,4.65B,8.38B,3.97B,3.35B,4.01B,1.68B,2.65B,1.70B,1.81B,2.78B,4.24B,4.19B,4.94B,6.57B,8.07B,8.78B,9.10B,8.35B,7.87B,6.86B,9.50B,9.95B,9.57B,15.91B,9.45B,9.40B,10.33B,10.68B,10.65B,9.25B,7.35B,7.56B,6.30B,6.05B,4.73B,3.95B,4.55B,7.82B,14.83B,11.68B,10.89B,11.66B,8.728B,9.431B,8.543B,9.295B,9.562B,9.566B,7.882B,9.748B,9.360B,7.265B,7.239B,7.929B,5.499B,5.508B,5.266B,4.367B,3.405B,3.933B,6.49B,2.781B,2.706B,2.654B,2.114B,2.801B,3.268B,4.389B,5.033B,6.823B,3.862B,3.630B,3.176B,1.012B,2.188B,1.983B,1.496B,1.809B,995.78M,1.220B,1.89B,4.205B,1.578B,1.634B,1.875B,1.847B,1.325B,1.218B,1.400B,1.340B,1.264B,1.275B,1.275B,1.276B,959.40M,754.80M,956.00M,1.244B,1.036B,1.026B,966.00M,1.058B,1.008B,821.20M,1.062B,844.60M,1.002B,954.00M,1.945B,1.431B,960.40M,848.60M,1.082B,949.20M,975.00M,,,,,,,,,,,,,,,,,,,,,,
EBITDA,11.54B,9.826B,9.479B,9.041B,13.36B,13.94B,11.25B,11.91B,9.045B,10.57B,8.966B,10.58B,8.929B,7.937B,7.292B,6.572B,7.443B,10.37B,11.49B,11.02B,13.37B,17.86B,18.50B,19.48B,18.94B,18.53B,17.26B,20.17B,21.92B,21.42B,30.14B,21.46B,21.19B,22.64B,22.54B,22.71B,19.71B,16.76B,16.11B,15.40B,13.44B,12.19B,10.86B,10.75B,17.09B,30.02B,25.63B,23.71B,224.00M,28.25B,21.21B,26.64B,26.01B,29.24B,29.54B,18.45B,-2.07B,26.97B,23.23B,22.84B,-3.735B,19.67B,18.54B,17.95B,18.27B,14.21B,14.98B,18.31B,13.83B,12.72B,12.06B,10.32B,12.38B,17.19B,14.29B,15.90B,36.14B,8.08B,8.063B,7.362B,3.338B,5.692B,4.828B,4.046B,7.852B,2.788B,3.097B,4.151B,12.22B,3.962B,4.171B,4.569B,4.462B,3.64B,3.588B,3.697B,3.706B,3.715B,3.681B,3.482B,3.415B,3.024B,2.598B,3.012B,3.409B,2.964B,2.90B,2.915B,3.224B,3.089B,2.529B,3.086B,2.688B,2.814B,2.91B,4.483B,4.191B,3.148B,3.204B,3.608B,3.329B,3.204B,23.61B,22.24B,-51.79B,19.74B,19.93B,20.41B,-48.96B,19.60B,18.59B,17.78B,-44.51B,15.57B,16.43B,20.37B,-53.84B,20.86B,21.46B,21.65B,-58.19B,21.96B,22.78B,23.24B
Reconciled Depreciation,4.923B,4.873B,4.631B,4.571B,5.028B,4.658B,4.589B,4.47B,5.842B,4.88B,4.652B,4.519B,8.117B,4.605B,4.821B,4.765B,4.755B,4.542B,4.451B,4.30B,4.458B,4.362B,4.285B,4.192B,4.38B,4.287B,4.405B,4.11B,4.11B,4.037B,3.899B,3.842B,4.075B,3.866B,3.881B,3.761B,4.27B,3.844B,3.366B,3.28B,3.193B,2.927B,3.004B,2.793B,3.177B,3.008B,3.09B,3.104B,3.155B,3.159B,2.994B,2.942B,3.282B,2.73B,2.76B,2.644B,2.671B,2.513B,2.516B,2.553B,2.613B,2.431B,2.35B,2.373B,2.493B,2.203B,2.169B,2.182B,2.075B,2.195B,2.02B,2.02B,2.14B,1.957B,1.871B,1.976B,2.033B,1.901B,1.939B,2.128B,2.153B,1.991B,1.989B,2.171B,4.375B,1.29B,1.346B,1.344B,4.16B,1.361B,1.342B,1.365B,1.344B,1.307B,1.306B,1.372B,1.382B,1.34B,1.328B,1.336B,1.306B,1.187B,1.233B,1.289B,1.244B,1.21B,1.236B,1.194B,1.484B,1.035B,1.223B,1.302B,1.237B,1.194B,1.188B,1.205B,1.751B,1.185B,1.323B,1.286B,1.483B,1.205B,,,,,,,,,,,,,,,,,,,,,,
EBIT,6.615B,4.953B,4.848B,4.47B,8.336B,9.28B,6.659B,7.444B,3.203B,5.694B,4.314B,6.064B,812.00M,3.332B,2.471B,1.807B,2.688B,5.827B,7.039B,6.723B,8.91B,13.50B,14.22B,15.29B,14.56B,14.24B,12.85B,16.06B,17.81B,17.38B,26.24B,17.62B,17.12B,18.78B,18.66B,18.95B,15.44B,12.91B,12.75B,12.12B,10.24B,9.266B,7.86B,7.957B,13.92B,27.01B,22.54B,20.60B,-2.931B,25.09B,18.21B,23.70B,22.73B,26.52B,26.78B,15.81B,-4.741B,24.46B,20.72B,20.29B,-6.348B,17.24B,16.19B,15.58B,15.78B,12.00B,12.81B,16.12B,11.70B,10.52B,10.04B,8.305B,10.24B,15.24B,12.42B,13.92B,34.11B,6.179B,6.124B,5.234B,1.185B,3.701B,2.839B,1.875B,3.477B,1.498B,1.751B,2.807B,8.065B,2.601B,2.829B,3.204B,3.118B,2.333B,2.282B,2.325B,2.324B,2.375B,2.353B,2.146B,2.109B,1.837B,1.365B,1.723B,2.165B,1.754B,1.664B,1.721B,1.74B,2.054B,1.306B,1.784B,1.451B,1.62B,1.722B,3.278B,2.44B,1.963B,1.881B,2.322B,1.846B,1.999B,23.61B,22.24B,-51.79B,19.74B,19.93B,20.41B,-48.96B,19.60B,18.59B,17.78B,-44.51B,15.57B,16.43B,20.37B,-53.84B,20.86B,21.46B,21.65B,-58.19B,21.96B,22.78B,23.24B
EPS Basic from Continuing Operations,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.19,2.14,1.86,1.44,1.61,1.33,1.27,0.98,0.82,0.92,1.57,2.86,2.24,2.03,2.10,1.72,1.85,1.64,1.77,1.79,1.74,1.38,1.72,1.60,1.21,1.23,1.31,0.88,0.89,0.83,1.01,0.55,0.63,0.97,0.54,0.39,0.39,0.30,0.38,0.46,0.64,0.72,0.705,0.585,0.575,0.435,0.3233,0.315,0.285,0.21,0.16,0.29,0.33,0.385,0.505,0.37,0.395,0.435,0.50,0.31,0.315,0.38,0.335,0.30,0.325,0.335,0.3825,0.23,0.175,0.23,0.295,0.275,0.245,0.235,0.27,0.225,0.19,0.27,0.225,0.22,0.225,0.445,0.305,0.215,0.22,0.255,0.08,0.22,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.06,0.00,0.01,0.00,-0.02,0.00,0.02,0.005,0.05,0.06,0.075,0.065,,0.00,0.00,0.00,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.105,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS Basic from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0000,,0.0259,0.0058,0.0458,0.0618,0.0760,0.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.19,2.14,1.86,1.44,1.61,1.33,1.27,0.98,0.82,0.92,1.57,2.86,2.24,2.03,2.10,1.595,1.701,1.510,1.605,1.632,1.607,1.295,1.565,1.510,1.151,1.133,1.233,0.8519,0.8467,0.8035,0.6623,0.5131,0.5942,0.97,0.4071,0.4014,0.3938,0.3074,0.4125,0.4727,0.6554,0.7306,1.009,0.5565,0.5220,0.4567,0.1404,0.315,0.2910,0.2126,-0.1323,0.2063,0.2486,0.385,0.1896,0.3208,0.3284,0.3750,0.3683,0.2634,0.2445,0.2822,0.2673,0.2528,0.2541,0.2574,0.2516,0.1910,0.1493,0.1896,0.2419,0.2095,0.2036,0.1916,0.2059,0.1999,0.1634,0.2124,0.1671,0.1977,0.1908,0.3864,0.2794,0.1921,0.1697,0.2156,0.1778,0.1932,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
EPS Basic,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.19,2.14,1.86,1.44,1.61,1.33,1.27,0.98,0.82,0.92,1.57,2.86,2.24,2.03,2.10,1.72,1.85,1.64,1.77,1.79,1.74,1.38,1.72,1.60,1.21,1.23,1.31,0.88,0.89,0.83,1.01,0.55,0.63,1.05,0.60,0.39,0.40,0.30,0.39,0.46,0.66,0.725,0.755,0.645,0.65,0.50,0.3233,0.315,0.285,0.21,0.165,0.29,0.33,0.385,0.505,0.37,0.395,0.435,0.50,0.31,0.315,0.38,0.335,0.30,0.325,0.335,0.3825,0.23,0.175,0.23,0.295,0.275,0.245,0.235,0.26,0.225,0.19,0.27,0.225,0.22,0.225,0.445,0.305,0.215,0.22,0.255,0.185,0.22,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
EPS Diluted from Continuing Operations,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.18,2.14,1.85,1.44,1.60,1.33,1.27,0.98,0.81,0.92,1.57,2.85,2.22,2.02,2.10,1.70,1.83,1.62,1.76,1.77,1.72,1.37,1.71,1.58,1.20,1.22,1.30,0.88,0.88,0.83,1.01,0.55,0.62,0.97,0.54,0.39,0.38,0.30,0.38,0.46,0.63,0.71,0.695,0.58,0.565,0.43,0.3233,0.31,0.28,0.21,0.155,0.29,0.325,0.38,0.50,0.365,0.39,0.43,0.50,0.31,0.31,0.375,0.335,0.30,0.325,0.335,0.3825,0.23,0.175,0.23,0.29,0.275,0.245,0.235,0.27,0.225,0.19,0.27,0.225,0.22,0.225,0.445,0.305,0.215,0.22,0.255,0.08,0.22,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.06,0.00,0.01,0.00,-0.02,0.00,0.02,0.005,0.05,0.06,0.075,0.065,,0.00,0.00,0.00,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.105,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,0.0820,,,,,,,,,,,,,,,,,-0.0001,,,-0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS Diluted from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0000,,0.0255,0.0057,0.0451,0.0613,0.0749,0.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.18,2.14,1.85,1.44,1.60,1.33,1.27,0.98,0.81,0.92,1.57,2.85,2.22,2.02,2.10,1.577,1.682,1.491,1.596,1.613,1.588,1.286,1.556,1.491,1.141,1.124,1.224,0.8519,0.8372,0.8035,0.6623,0.5131,0.5848,0.97,0.4071,0.4014,0.3837,0.3074,0.4124,0.4727,0.6452,0.7204,0.9952,0.5517,0.5128,0.4515,0.1404,0.31,0.2859,0.2126,-0.1345,0.2063,0.2448,0.38,0.1885,0.3164,0.3242,0.3707,0.3715,0.2634,0.2406,0.2785,0.2673,0.2528,0.2541,0.2574,0.2587,0.1910,0.1493,0.1896,0.2379,0.2095,0.2036,0.1916,0.2059,0.1999,0.1634,0.2124,0.1671,0.1977,0.1908,0.3864,0.2794,0.1921,0.1697,0.2156,0.1778,0.1932,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
EPS Diluted,1.33,0.75,0.73,0.55,1.41,1.46,0.92,1.09,1.97,0.93,0.78,0.95,0.41,0.63,0.41,0.43,0.67,1.01,1.00,1.17,1.56,1.89,2.05,2.10,1.91,1.79,1.55,2.12,2.20,2.09,3.41,2.00,1.97,2.13,2.18,2.14,1.85,1.44,1.60,1.33,1.27,0.98,0.81,0.92,1.57,2.85,2.22,2.02,2.10,1.70,1.83,1.62,1.76,1.77,1.72,1.37,1.71,1.58,1.20,1.22,1.30,0.88,0.88,0.83,1.01,0.55,0.62,1.05,0.60,0.39,0.39,0.30,0.39,0.46,0.65,0.715,0.745,0.64,0.64,0.495,0.3233,0.31,0.28,0.21,0.16,0.29,0.325,0.38,0.50,0.365,0.39,0.43,0.50,0.31,0.31,0.375,0.335,0.30,0.325,0.335,0.3825,0.23,0.175,0.23,0.29,0.275,0.245,0.235,0.26,0.225,0.19,0.27,0.225,0.22,0.225,0.445,0.305,0.215,0.22,0.255,0.185,0.22,0.035,0.25,,0.235,0.225,0.265,,0.19,0.205,0.19,,0.185,0.195,0.295,,0.17,0.125,0.215,,0.20,0.205,0.22
Average Basic Shares Outstanding,4.27B,4.271B,4.271B,4.27B,4.267B,4.271B,4.271B,4.27B,4.268B,4.271B,4.271B,4.223B,4.174B,4.178B,4.178B,4.178B,4.181B,4.19B,4.20B,4.211B,4.237B,4.267B,4.297B,4.328B,4.362B,4.395B,4.433B,4.485B,4.541B,4.597B,4.656B,4.715B,4.774B,4.839B,4.906B,4.963B,5.026B,5.076B,4.716B,4.722B,4.751B,4.784B,4.851B,4.937B,5.035B,5.149B,5.428B,5.343B,5.551B,5.47B,5.555B,5.659B,5.781B,5.860B,5.954B,6.087B,6.214B,6.20B,6.314B,6.390B,6.402B,6.455B,6.506B,6.554B,6.565B,6.636B,6.619B,6.705B,6.840B,6.769B,6.60B,6.967B,6.871B,6.913B,6.758B,6.897B,6.905B,6.961B,6.969B,6.96B,6.954B,4.856B,4.856B,4.856B,4.876B,4.828B,4.909B,4.727B,4.967B,4.919B,4.975B,5.00B,4.918B,5.032B,4.984B,4.961B,5.016B,5.00B,5.015B,4.955B,4.766B,5.022B,5.057B,5.043B,4.809B,4.945B,5.041B,5.043B,4.867B,5.044B,5.026B,5.00B,4.754B,5.068B,5.00B,5.034B,4.827B,5.00B,5.00B,5.020B,5.256B,5.045B,5.096B,5.155B,5.156B,5.232B,5.425B,5.425B,5.516B,5.705B,5.704B,5.704B,5.744B,5.777B,5.791B,5.848B,5.848B,6.019B,6.150B,6.264B,6.264B,6.264B,6.264B,6.264B
Average Diluted Shares Outstanding,4.27B,4.271B,4.271B,4.27B,4.267B,4.271B,4.271B,4.27B,4.268B,4.271B,4.271B,4.223B,4.174B,4.178B,4.178B,4.178B,4.181B,4.19B,4.20B,4.211B,4.237B,4.267B,4.297B,4.328B,4.362B,4.395B,4.433B,4.485B,4.541B,4.597B,4.656B,4.715B,4.782B,4.843B,4.912B,4.971B,5.035B,5.089B,4.729B,4.736B,4.758B,4.803B,4.871B,4.959B,5.062B,5.204B,5.428B,5.379B,5.551B,5.535B,5.62B,5.728B,5.812B,5.927B,6.023B,6.131B,6.245B,6.278B,6.367B,6.443B,6.459B,6.455B,6.580B,6.554B,6.565B,6.636B,6.726B,6.705B,6.840B,6.769B,6.769B,6.967B,6.893B,6.913B,6.862B,6.993B,7.000B,7.016B,7.078B,7.030B,6.954B,4.91B,4.91B,4.856B,4.922B,4.828B,4.985B,4.789B,5.030B,4.986B,5.038B,5.058B,5.040B,5.032B,5.065B,5.027B,5.016B,5.00B,5.015B,4.955B,5.039B,5.022B,5.057B,5.043B,4.904B,4.945B,5.041B,5.043B,4.867B,5.044B,5.026B,5.00B,4.754B,5.068B,5.00B,5.034B,4.827B,5.00B,5.00B,5.020B,5.256B,5.045B,5.096B,5.155B,5.156B,5.232B,5.425B,5.425B,5.516B,5.705B,5.704B,5.704B,5.744B,5.777B,5.791B,5.848B,5.848B,6.019B,6.150B,6.264B,6.264B,6.264B,6.264B,6.264B
Dividend Per Share,0.87,0.87,0.87,0.82,0.82,0.82,0.82,0.77,0.77,0.77,0.77,0.75,0.75,0.75,0.75,0.73,0.73,0.73,0.73,0.69,0.69,0.69,0.69,0.63,0.63,0.63,0.63,0.57,0.57,0.57,0.57,0.47,0.47,0.47,0.47,0.44,0.44,0.44,0.44,0.42,0.42,0.42,0.42,0.40,0.40,0.40,0.40,0.35,0.35,0.35,0.35,0.32,0.32,0.32,0.32,0.32,0.29,0.29,0.29,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.44,0.22,0.22,0.22,0.22,0.22,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.1975,0.1975,0.1975,0.1975,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.1675,0.1675,0.1675,0.1675,0.1675,0.1675,0.15,0.15,0.15,0.15,0.15,0.1375,0.1375,0.1375,0.1375,0.1375,0.125,0.125,0.125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
