Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Normalized Income,38.84M,84.05M,47.24M,36.91M,18.15M,96.40M,56.91M,30.56M,33.02M,86.05M,45.64M,28.69M,26.36M,78.10M,51.71M,21.47M,25.77M,69.06M,61.39M,19.32M,30.80M,82.76M,41.17M,24.31M,24.61M,70.55M,43.94M,32.50M,18.46M,88.67M,29.27M,19.23M,5.349M,103.16M,17.62M,25.84M,15.96M,64.05M,37.25M,11.92M,22.57M,50.83M,24.06M,13.81M,14.11M,50.18M,16.78M,18.75M,7.065M,25.43M,17.10M,23.87M,21.72M,31.48M,22.67M,24.46M,22.59M,23.98M,11.64M,19.41M,21.25M,26.77M,7.077M,17.39M,-19.86M,50.77M,-1.703M,7.758M,-2.026M,38.20M,2.40M,27.21M,12.30M,30.67M,34.14M,33.65M,10.89M,43.76M,32.87M,40.72M,20.91M,16.01M,15.23M,27.60M,16.64M,17.75M,15.74M,26.84M,9.233M,19.73M,18.49M,28.18M,9.278M,16.93M,21.03M,28.09M,21.83M,20.66M,15.51M,19.56M,21.90M,13.88M,15.40M,16.59M,28.30M,16.40M,18.50M,21.30M,19.10M,15.10M,12.40M,13.40M,15.40M,16.70M,10.00M,15.80M,20.60M,17.60M,14.20M,16.90M,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,110.26M,170.69M,124.83M,112.33M,94.87M,170.96M,132.94M,101.21M,104.79M,175.25M,133.87M,97.62M,98.11M,155.84M,122.78M,87.11M,94.99M,152.86M,131.95M,84.95M,72.12M,152.48M,113.00M,89.82M,91.14M,160.63M,117.79M,99.77M,84.19M,148.55M,94.50M,82.23M,55.74M,112.80M,64.69M,86.82M,71.42M,127.61M,72.62M,66.58M,70.76M,118.09M,78.06M,71.24M,44.17M,113.10M,68.17M,75.24M,52.88M,76.95M,65.80M,74.07M,60.99M,87.22M,272.38M,77.07M,73.35M,79.34M,59.16M,65.51M,84.16M,44.16M,46.60M,66.86M,5.346M,87.97M,47.36M,63.02M,35.47M,52.00M,37.00M,82.00M,65.29M,93.00M,101.00M,94.00M,64.49M,108.07M,89.17M,103.95M,73.59M,61.14M,64.06M,83.21M,65.93M,63.37M,61.00M,77.42M,56.35M,64.70M,61.70M,78.47M,57.64M,59.43M,63.92M,75.88M,62.39M,62.67M,55.12M,63.23M,57.20M,49.71M,49.51M,53.44M,135.50M,134.60M,129.50M,140.80M,129.90M,129.00M,124.70M,114.50M,122.10M,129.60M,110.90M,120.60M,117.90M,125.60M,109.40M,112.00M,116.50M,128.20M,119.10M,132.40M,99.40M,111.60M,98.40M,102.90M,91.20M,107.90M,94.20M,101.30M,90.40M,103.10M,98.30M,117.10M,106.30M,116.90M,106.40M,121.60M,110.40M,116.90M,94.90M,105.60M
Reconciled Depreciation,44.41M,43.74M,42.29M,43.36M,43.15M,42.66M,42.28M,41.03M,40.88M,41.14M,46.18M,37.73M,37.13M,36.98M,37.04M,36.14M,36.28M,35.79M,35.45M,35.06M,34.72M,34.51M,33.97M,33.89M,34.24M,33.51M,32.83M,33.20M,32.71M,32.98M,31.05M,31.88M,32.01M,31.26M,29.80M,31.59M,30.59M,30.23M,30.59M,30.44M,32.12M,31.05M,27.15M,28.28M,25.94M,26.85M,26.27M,30.78M,29.08M,30.89M,30.11M,30.29M,31.71M,30.59M,29.74M,30.60M,31.06M,31.43M,31.02M,30.61M,40.74M,21.59M,31.19M,30.67M,31.27M,32.06M,33.36M,32.38M,31.83M,35.00M,29.00M,27.00M,29.00M,28.00M,28.00M,26.00M,30.00M,25.51M,24.35M,24.14M,26.09M,21.20M,24.33M,23.38M,24.25M,19.33M,21.91M,21.65M,20.34M,20.82M,19.92M,19.40M,17.48M,17.65M,17.18M,17.40M,17.27M,17.03M,16.44M,16.67M,12.54M,16.10M,15.53M,16.03M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,65.85M,126.95M,82.54M,68.97M,51.72M,128.30M,90.67M,60.18M,63.91M,134.11M,87.68M,59.89M,60.98M,118.86M,85.75M,50.96M,58.71M,117.07M,96.50M,49.89M,37.39M,117.97M,79.03M,55.93M,56.89M,127.12M,84.96M,66.57M,51.49M,115.58M,63.44M,50.36M,23.73M,81.54M,34.89M,55.22M,40.83M,97.38M,42.04M,36.15M,38.64M,87.04M,50.91M,42.96M,18.23M,86.26M,41.55M,44.46M,23.80M,46.06M,35.69M,43.78M,29.28M,56.63M,242.64M,46.48M,42.30M,47.90M,28.14M,34.90M,43.42M,18.93M,15.41M,36.19M,-25.92M,55.91M,14.00M,30.64M,3.64M,17.00M,8.00M,55.00M,36.29M,65.00M,73.00M,68.00M,34.49M,82.57M,64.82M,79.80M,47.50M,39.94M,39.72M,59.83M,41.68M,44.04M,39.10M,55.77M,36.01M,43.88M,41.78M,59.07M,40.16M,41.78M,46.74M,58.49M,45.12M,45.64M,38.68M,46.55M,44.66M,33.61M,33.98M,37.41M,135.50M,134.60M,129.50M,140.80M,129.90M,129.00M,124.70M,114.50M,122.10M,129.60M,110.90M,120.60M,117.90M,125.60M,109.40M,112.00M,116.50M,128.20M,119.10M,132.40M,99.40M,111.60M,98.40M,102.90M,91.20M,107.90M,94.20M,101.30M,90.40M,103.10M,98.30M,117.10M,106.30M,116.90M,106.40M,121.60M,110.40M,116.90M,94.90M,105.60M
EPS Basic from Continuing Operations,0.93,1.78,1.05,0.85,0.52,2.03,1.24,0.72,0.77,1.80,0.99,0.66,0.66,1.65,1.12,0.51,0.64,1.46,1.32,0.47,0.69,1.73,0.89,0.55,0.55,1.46,0.93,0.70,0.42,1.84,0.71,0.50,0.25,2.16,0.42,0.60,0.41,1.40,0.82,0.34,0.49,1.16,0.59,0.40,0.15,1.15,0.39,0.48,0.22,0.65,0.42,0.56,0.41,0.76,0.53,0.63,0.51,0.61,0.30,0.55,0.56,0.68,0.34,0.51,0.10,1.22,-0.02,-0.08,-0.09,0.98,0.08,0.66,0.3897,0.91,0.96,0.93,0.63,1.11,0.86,1.12,0.50,0.59,0.56,0.78,0.49,0.59,0.54,0.75,0.51,0.52,0.52,0.77,0.45,0.45,0.56,0.75,0.61,0.58,0.41,0.50,0.57,0.38,0.41,0.44,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,-0.06,-0.03,-0.33,-0.05,-0.08,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
Normalized Basic EPS,0.7658,1.665,0.9328,0.7357,0.3615,1.914,1.133,0.6092,0.6541,1.709,0.9067,0.5724,0.5238,1.551,1.030,0.4254,0.5193,1.375,1.227,0.3881,0.6133,1.648,0.8227,0.4882,0.4903,1.409,0.8789,0.6462,0.3748,1.772,0.5892,0.3856,0.1104,2.081,0.3537,0.5209,0.3195,1.336,0.7791,0.2533,0.4702,1.082,0.5172,0.2916,0.2950,1.115,0.3737,0.4140,0.1478,0.5712,0.3887,0.5438,0.4972,0.7364,0.53,0.5713,0.5353,0.5632,0.2773,0.4634,0.6988,0.6167,0.1851,0.4506,-0.5153,1.325,-0.0415,0.1808,-0.0559,1.012,0.0641,0.7187,0.1792,0.8208,0.9102,0.8940,0.2874,1.169,0.8693,1.084,0.5710,0.4301,0.4002,0.7294,0.4415,0.4690,0.4174,0.7179,0.3424,0.4825,0.4788,0.7114,0.4106,0.3910,0.5068,0.6937,0.5302,0.4972,0.3547,0.4690,0.5315,0.3159,0.3665,0.3952,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
EPS Basic,0.93,1.78,1.05,0.85,0.52,2.03,1.24,0.72,0.77,1.80,0.99,0.66,0.66,1.65,1.12,0.51,0.64,1.46,1.32,0.47,0.69,1.73,0.89,0.55,0.55,1.46,0.93,0.70,0.42,1.84,0.71,0.50,0.25,2.16,0.42,0.60,0.41,1.40,0.82,0.34,0.49,1.16,0.59,0.40,0.15,1.15,0.39,0.48,0.22,0.65,0.42,0.56,0.41,1.03,0.47,0.60,0.18,0.56,0.22,0.55,0.36,0.68,0.34,0.51,0.10,1.22,-0.02,-0.08,-0.09,0.98,0.08,0.66,0.3897,0.91,0.96,0.93,0.63,1.11,0.86,1.12,0.50,0.59,0.56,0.78,0.49,0.59,0.54,0.75,0.51,0.52,0.52,0.77,0.45,0.45,0.56,0.75,0.61,0.58,0.41,0.50,0.57,0.38,0.41,0.44,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
EPS Diluted from Continuing Operations,0.93,1.78,1.05,0.84,0.52,2.02,1.23,0.72,0.77,1.80,0.99,0.66,0.66,1.65,1.12,0.51,0.63,1.46,1.31,0.47,0.69,1.73,0.89,0.55,0.55,1.46,0.93,0.70,0.41,1.84,0.71,0.50,0.24,2.16,0.42,0.60,0.40,1.39,0.82,0.34,0.49,1.16,0.58,0.40,0.1487,1.14,0.39,0.48,0.22,0.65,0.42,0.56,0.41,0.7580,0.53,0.63,0.50,0.61,0.30,0.55,0.2237,0.68,0.34,0.51,0.0312,1.22,-0.02,-0.08,-0.09,0.98,0.08,0.66,0.3897,0.91,0.96,0.93,0.63,1.11,0.86,1.12,0.50,0.59,0.56,0.78,0.49,0.59,0.54,0.75,0.51,0.52,0.52,0.77,0.45,0.45,0.56,0.75,0.61,0.58,0.41,0.50,0.57,0.38,0.41,0.44,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2682,-0.06,-0.0347,-0.33,-0.05,-0.08,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
Normalized Diluted EPS,0.7660,1.665,0.9328,0.7258,0.3618,1.905,1.124,0.6093,0.6544,1.709,0.9068,0.5725,0.5241,1.551,1.030,0.4254,0.5095,1.375,1.217,0.3882,0.6135,1.648,0.8228,0.4883,0.4904,1.409,0.8789,0.6462,0.3649,1.772,0.5893,0.3857,0.1008,2.081,0.3538,0.5210,0.3098,1.326,0.7793,0.2535,0.4703,1.083,0.5073,0.2917,0.2933,1.105,0.3737,0.4141,0.1481,0.5714,0.3888,0.5438,0.4967,0.7345,0.53,0.5715,0.5252,0.5633,0.2774,0.4634,0.3187,0.6167,0.1851,0.4506,-0.5841,1.325,-0.0415,0.1808,-0.0559,1.012,0.0641,0.7187,0.1792,0.8208,0.9102,0.8940,0.2874,1.169,0.8693,1.084,0.5710,0.4301,0.4002,0.7294,0.4415,0.4690,0.4174,0.7179,0.3424,0.4825,0.4788,0.7114,0.4106,0.3910,0.5068,0.6937,0.5302,0.4972,0.3547,0.4690,0.5315,0.3159,0.3665,0.3952,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
EPS Diluted,0.93,1.78,1.05,0.84,0.52,2.02,1.23,0.72,0.77,1.80,0.99,0.66,0.66,1.65,1.12,0.51,0.63,1.46,1.31,0.47,0.69,1.73,0.89,0.55,0.55,1.46,0.93,0.70,0.41,1.84,0.71,0.50,0.24,2.16,0.42,0.60,0.40,1.39,0.82,0.34,0.49,1.16,0.58,0.40,0.1487,1.14,0.39,0.48,0.22,0.65,0.42,0.56,0.41,1.026,0.47,0.5980,0.17,0.56,0.22,0.55,0.2237,0.68,0.34,0.51,0.0312,1.22,-0.02,-0.08,-0.09,0.98,0.08,0.66,0.3897,0.91,0.96,0.93,0.63,1.11,0.86,1.12,0.50,0.59,0.56,0.78,0.49,0.59,0.54,0.75,0.51,0.52,0.52,0.77,0.45,0.45,0.56,0.75,0.61,0.58,0.41,0.50,0.57,0.38,0.41,0.44,0.72,0.40,0.47,0.55,0.50,0.38,0.32,0.35,0.41,0.46,0.26,0.43,0.57,0.49,0.39,0.46,,0.55,0.56,0.69,,0.37,0.14,0.27,,0.50,0.21,0.45,,0.58,0.36,0.61,,0.48,0.43,0.80,,0.59,0.62,0.78
Average Basic Shares Outstanding,50.50M,50.50M,50.50M,50.51M,50.44M,50.43M,50.44M,50.42M,50.36M,50.36M,50.36M,50.36M,50.30M,50.30M,50.30M,50.30M,50.22M,50.22M,50.22M,50.22M,50.13M,50.13M,50.13M,50.13M,50.06M,50.06M,50.06M,50.04M,49.97M,49.97M,49.93M,49.86M,49.60M,49.52M,49.42M,49.29M,49.02M,48.09M,47.89M,47.77M,47.64M,47.07M,46.96M,46.83M,45.94M,45.13M,45.05M,44.95M,44.76M,44.42M,43.75M,43.69M,43.14M,42.68M,42.56M,42.47M,42.38M,42.29M,42.23M,42.21M,28.92M,38.19M,38.19M,38.20M,38.38M,38.20M,38.25M,38.19M,38.16M,37.77M,37.66M,37.56M,37.58M,37.35M,37.41M,37.42M,37.79M,37.52M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.52M,37.25M,36.87M,37.00M,36.60M,36.36M,35.79M,36.32M,34.38M,34.29M,33.38M,33.91M,34.23M,34.19M,34.27M,33.67M,33.59M,34.35M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.86M,33.86M,33.57M,33.40M,33.25M,33.25M,32.93M,32.75M,32.72M
Average Diluted Shares Outstanding,50.56M,50.56M,50.51M,50.52M,50.53M,50.56M,50.48M,50.46M,50.47M,50.42M,50.41M,50.40M,50.41M,50.39M,50.36M,50.34M,50.32M,50.32M,50.26M,50.26M,50.24M,50.22M,50.16M,50.18M,50.18M,50.15M,50.11M,50.06M,50.07M,50.08M,49.98M,49.90M,49.74M,49.62M,49.52M,49.36M,49.17M,48.25M,48.05M,47.88M,47.73M,47.14M,46.98M,46.88M,46.07M,45.25M,45.16M,45.05M,44.92M,44.54M,43.88M,43.82M,43.37M,42.86M,42.70M,42.60M,42.49M,42.38M,42.29M,42.21M,42.22M,38.19M,38.19M,38.20M,38.38M,38.20M,38.25M,38.19M,38.16M,37.77M,37.66M,37.56M,37.58M,37.35M,37.41M,37.42M,37.79M,37.52M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.61M,37.52M,37.25M,36.87M,37.00M,36.60M,36.36M,35.79M,36.32M,34.38M,34.29M,33.38M,33.91M,34.23M,34.19M,34.27M,33.67M,33.59M,34.35M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.98M,33.86M,33.86M,33.57M,33.40M,33.25M,33.25M,32.93M,32.75M,32.72M
Dividend Per Share,0.67,0.63,0.63,0.63,0.63,0.59,0.59,0.59,0.59,0.55,0.55,0.55,0.55,0.51,0.51,0.51,0.51,0.47,0.47,0.47,0.47,0.43,0.43,0.43,0.43,0.38,0.38,0.38,0.38,0.33,0.33,0.33,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.46,0.46,0.465,0.46,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.43,0.41,0.41,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
