Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Net Income,223.00M,150.00M,110.00M,217.00M,119.00M,125.00M,107.00M,244.00M,-77.00M,99.00M,120.00M,239.00M,209.00M,109.00M,102.00M,212.00M,102.00M,54.00M,11.00M,106.00M,346.73M,12.50M,9.303M,55.46M,-125.90M,5.157M,17.93M,51.81M,28.84M,15.78M,12.01M,47.08M,21.29M,12.19M,14.17M,52.06M,10.48M,16.98M,11.49M,16.05M,6.766M,21.74M,13.77M,12.04M,8.752M,21.54M,11.27M,6.587M,8.555M,20.99M,9.793M,5.356M,-42.18M,11.80M,3.00M,-37.79M,6.215M,18.45M,3.359M,3.228M,4.947M,16.34M,58.73M,7.135M,-3.234M,16.95M,4.301M,5.266M,3.431M,21.81M,9.14M,9.569M,9.738M,24.93M,15.22M,9.476M,6.389M,19.71M,17.80M,16.86M,3.30M,25.00M,14.00M,9.90M,-1.40M,26.20M,5.50M,9.00M,6.10M,23.40M,8.50M,7.70M,0.60M,17.90M,8.90M,11.70M,6.60M,26.50M,7.80M,9.50M,2.70M,25.80M,6.40M,11.90M,-5.20M,22.80M,10.40M,12.60M,5.50M,16.00M,21.60M,13.70M,5.00M,13.80M,9.70M,19.80M,12.10M,23.20M,9.50M,9.20M,6.90M,-90.80M,0.70M,9.70M,23.60M,-2.30M,25.60M,31.80M,14.20M,29.00M,23.50M,28.50M,25.60M,36.50M,18.20M,21.30M,24.30M,26.20M,22.00M,27.10M,23.90M,19.70M,19.70M,25.00M
Normalized Income,59.31M,150.00M,110.00M,217.00M,89.63M,125.82M,115.03M,247.84M,286.60M,99.00M,120.00M,239.00M,209.00M,109.00M,102.00M,212.00M,90.60M,55.80M,15.82M,106.00M,345.18M,11.27M,12.37M,60.46M,431.84M,13.78M,14.93M,48.71M,17.66M,15.78M,12.01M,47.08M,18.67M,7.253M,11.22M,49.62M,17.92M,18.27M,13.27M,14.19M,8.863M,20.12M,12.83M,11.85M,8.703M,21.03M,10.79M,6.633M,8.547M,21.40M,8.493M,4.959M,1.858M,25.64M,8.756M,4.345M,3.727M,16.88M,5.857M,4.630M,5.727M,15.70M,9.507M,4.852M,2.647M,15.69M,4.540M,5.779M,5.773M,20.29M,11.39M,9.694M,9.319M,23.31M,14.15M,8.742M,-108.96M,21.31M,18.50M,15.21M,2.28M,24.82M,15.44M,10.20M,2.50M,25.12M,8.20M,8.76M,4.54M,23.34M,8.08M,7.22M,4.56M,17.96M,9.08M,11.82M,7.56M,27.34M,8.34M,9.68M,3.78M,25.44M,6.94M,13.08M,-5.20M,22.80M,10.40M,12.60M,5.50M,16.00M,21.60M,13.70M,5.00M,13.80M,9.70M,19.80M,12.10M,23.20M,9.50M,9.20M,6.90M,-90.80M,,,,,,,,,,,,,,,,,,,,,,
EBITDA,602.00M,500.00M,450.00M,571.00M,472.00M,481.00M,438.00M,608.00M,-217.00M,430.00M,447.00M,629.00M,496.00M,471.00M,597.00M,646.00M,302.00M,363.00M,327.00M,384.00M,1.285B,76.71M,73.00M,145.57M,489.85M,82.50M,97.96M,155.51M,120.45M,96.24M,88.34M,147.42M,106.43M,84.27M,84.90M,150.28M,66.14M,68.74M,57.44M,64.58M,44.10M,72.55M,56.57M,53.95M,52.20M,71.22M,50.93M,43.85M,41.12M,67.64M,45.37M,32.26M,20.39M,61.15M,38.50M,30.69M,20.39M,70.60M,32.72M,33.02M,24.74M,65.08M,38.34M,34.02M,27.24M,59.45M,38.30M,45.46M,40.54M,77.62M,51.62M,47.48M,50.76M,82.40M,58.23M,48.35M,-154.35M,78.37M,62.32M,61.87M,45.10M,85.90M,64.20M,67.00M,46.60M,90.50M,58.00M,59.80M,44.10M,85.80M,53.60M,57.60M,52.10M,75.10M,60.10M,62.40M,56.10M,96.50M,60.00M,64.40M,51.80M,84.50M,50.50M,64.60M,150.60M,189.40M,151.00M,161.90M,154.20M,175.90M,160.50M,176.80M,184.30M,167.60M,151.60M,169.90M,152.70M,162.10M,125.60M,137.00M,130.50M,144.10M,127.70M,128.90M,127.10M,144.60M,120.50M,126.70M,121.30M,134.40M,120.00M,121.90M,113.00M,118.70M,112.10M,127.30M,128.80M,129.80M,121.10M,135.20M,124.30M,132.60M,122.80M,129.80M
Reconciled Depreciation,266.00M,256.00M,240.00M,236.00M,230.00M,243.00M,231.00M,224.00M,228.00M,227.00M,215.00M,216.00M,103.00M,249.00M,255.00M,246.00M,198.00M,189.00M,245.00M,164.00M,476.76M,36.20M,37.12M,40.92M,443.64M,51.37M,46.28M,50.71M,46.08M,46.89M,43.65M,47.17M,42.58M,42.27M,39.58M,45.80M,31.88M,28.78M,27.43M,27.64M,25.20M,26.94M,23.29M,24.50M,18.65M,22.56M,20.50M,20.48M,3.827M,25.85M,26.49M,14.84M,-5.565M,21.46M,17.44M,17.75M,11.25M,34.38M,11.50M,13.44M,-6.237M,29.95M,10.83M,12.13M,5.518M,17.21M,15.93M,20.82M,12.75M,22.52M,17.62M,17.72M,21.67M,29.49M,19.57M,15.90M,-0.329M,28.98M,18.93M,18.49M,,26.30M,23.90M,28.80M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,336.00M,244.00M,210.00M,335.00M,242.00M,238.00M,207.00M,384.00M,-445.00M,203.00M,232.00M,413.00M,313.00M,222.00M,342.00M,400.00M,104.00M,174.00M,82.00M,209.00M,767.96M,40.51M,35.88M,104.64M,42.38M,31.13M,51.68M,104.80M,74.37M,49.35M,44.70M,100.26M,63.85M,42.00M,45.32M,104.48M,34.26M,39.96M,30.02M,36.94M,18.90M,45.61M,33.28M,29.44M,28.79M,43.90M,25.72M,18.67M,15.09M,41.79M,18.88M,12.67M,3.148M,39.69M,21.06M,12.94M,9.123M,36.22M,16.94M,14.60M,12.85M,35.12M,21.82M,16.53M,17.88M,36.45M,16.38M,19.03M,17.81M,46.52M,31.49M,27.44M,24.82M,52.91M,36.96M,28.85M,-155.96M,49.39M,43.39M,38.10M,19.70M,59.60M,40.30M,38.20M,20.70M,61.30M,31.70M,33.50M,21.80M,62.50M,24.40M,34.50M,29.80M,52.40M,37.90M,41.00M,34.40M,72.60M,36.70M,40.20M,30.10M,65.50M,33.20M,43.70M,150.60M,189.40M,151.00M,161.90M,154.20M,175.90M,160.50M,176.80M,184.30M,167.60M,151.60M,169.90M,152.70M,162.10M,125.60M,137.00M,130.50M,144.10M,127.70M,128.90M,127.10M,144.60M,120.50M,126.70M,121.30M,134.40M,120.00M,121.90M,113.00M,118.70M,112.10M,127.30M,128.80M,129.80M,121.10M,135.20M,124.30M,132.60M,122.80M,129.80M
EPS Basic from Continuing Operations,0.72,0.48,0.36,0.70,0.38,0.40,0.35,0.79,-0.25,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.39,0.22,0.04,0.42,6.132,0.22,0.16,0.98,-2.228,0.10,0.35,1.02,0.57,0.31,0.24,0.93,0.41,0.24,0.28,1.03,0.09,0.52,0.38,0.53,0.20,0.73,0.51,0.48,0.34,0.86,0.45,0.26,0.35,0.92,0.38,0.22,0.08,1.21,0.42,0.69,0.19,0.76,0.27,0.22,0.2930,1.13,0.72,0.40,-0.2259,1.19,0.35,0.39,0.2404,1.53,0.64,0.68,0.70,1.77,1.08,0.67,0.46,1.40,0.756,0.72,0.144,1.068,0.594,0.42,0.06,1.122,0.234,0.384,0.264,1.008,0.366,0.324,0.024,0.762,0.45,0.492,0.276,1.134,0.402,0.372,0.084,1.068,0.24,0.516,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,-0.08,0.01,0.00,-1.80,-0.73,-0.30,-2.24,0.07,0.00,-0.13,0.00,0.0480,0.00,3.37,0.10,,0.00,-0.05,-0.02,,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,0.1911,0.48,0.36,0.70,0.2851,0.4027,0.3759,0.8024,0.9248,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.3464,0.2271,0.0591,0.42,6.105,0.1982,0.2139,1.068,7.650,0.2690,0.2911,0.9592,0.3509,0.31,0.24,0.93,0.3583,0.1424,0.2218,0.9818,0.2370,0.5603,0.4391,0.4680,0.2699,0.6759,0.4753,0.4723,0.3447,0.8361,0.4300,0.2596,0.3443,0.8559,0.3383,0.2014,0.0747,1.046,0.3587,0.1771,0.1557,0.6939,0.2431,0.3166,0.4088,1.087,0.6602,0.3414,-0.2517,1.102,0.3195,0.4083,0.2781,1.424,0.7977,0.6889,0.6561,1.655,1.004,0.6179,-7.735,1.514,0.7858,0.6495,0.1002,1.060,0.6551,0.4329,0.2707,1.076,0.351,0.3736,0.1967,1.005,0.3477,0.3035,0.1995,0.7646,0.4592,0.4971,0.3178,1.170,0.4309,0.3796,0.1299,1.053,0.2627,0.5109,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
EPS Basic,0.72,0.48,0.36,0.70,0.38,0.40,0.35,0.79,-0.25,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.39,0.22,0.04,0.42,6.132,0.22,0.16,0.98,-2.228,0.10,0.35,1.02,0.57,0.31,0.24,0.93,0.41,0.24,0.28,1.03,0.09,0.52,0.38,0.53,0.20,0.73,0.51,0.48,0.35,0.86,0.45,0.26,0.34,0.84,0.39,0.22,-1.72,0.48,0.12,-1.55,0.26,0.76,0.14,0.22,0.3410,1.13,4.09,0.50,-0.2259,1.19,0.30,0.37,0.2404,1.53,0.64,0.68,0.69,1.77,1.08,0.67,0.46,1.40,0.756,0.72,0.144,1.068,0.594,0.42,0.06,1.122,0.234,0.384,0.264,1.008,0.366,0.324,0.024,0.762,0.45,0.492,0.276,1.134,0.402,0.372,0.084,1.068,0.24,0.462,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
EPS Diluted from Continuing Operations,0.72,0.48,0.36,0.70,0.38,0.40,0.34,0.79,-0.25,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.39,0.22,0.04,0.42,6.132,0.22,0.16,0.97,-2.228,0.10,0.35,1.01,0.56,0.31,0.23,0.92,0.41,0.24,0.28,1.02,0.09,0.52,0.38,0.53,0.20,0.73,0.51,0.47,0.33,0.85,0.44,0.26,0.35,0.91,0.38,0.21,0.08,1.19,0.42,0.69,0.19,0.75,0.27,0.22,-0.74,1.13,0.72,0.39,-0.54,1.19,0.35,0.39,0.2404,1.53,0.64,0.67,0.70,1.762,1.075,0.67,0.4506,1.396,0.756,0.72,0.144,1.068,0.594,0.42,0.06,1.122,0.234,0.384,0.258,1.008,0.366,0.324,0.024,0.756,0.45,0.492,0.27,1.134,0.402,0.372,0.084,1.068,0.24,0.516,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,-0.08,0.01,0.00,-1.80,-0.73,-0.30,-2.24,0.07,0.00,-0.13,0.00,-1.36,0.00,3.36,0.10,-0.34,0.00,-0.05,-0.02,,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,-0.0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,0.1912,0.48,0.36,0.70,0.2852,0.4027,0.3659,0.8024,0.9248,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.3464,0.2271,0.0591,0.42,6.105,0.1983,0.2137,1.058,7.650,0.2682,0.2914,0.9495,0.3425,0.31,0.23,0.92,0.3587,0.1430,0.2221,0.9721,0.2356,0.5600,0.4387,0.4685,0.2693,0.6763,0.4757,0.4624,0.3346,0.8264,0.4202,0.2596,0.3444,0.8466,0.3388,0.1916,0.0748,1.028,0.3594,0.1814,0.1562,0.6845,0.2433,0.3160,-0.6242,1.087,0.6603,0.3318,-0.5658,1.102,0.3195,0.4083,0.2781,1.424,0.7969,0.6788,0.6563,1.647,0.9999,0.6181,-7.713,1.510,0.7858,0.6495,0.1002,1.060,0.6551,0.4329,0.2707,1.076,0.351,0.3736,0.1915,1.005,0.3477,0.3035,0.1989,0.7585,0.4592,0.4971,0.3114,1.170,0.4309,0.3796,0.1299,1.053,0.2627,0.5109,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
EPS Diluted,0.72,0.48,0.36,0.70,0.38,0.40,0.34,0.79,-0.25,0.32,0.39,0.77,0.67,0.35,0.33,0.69,0.39,0.22,0.04,0.42,6.132,0.22,0.16,0.97,-2.228,0.10,0.35,1.01,0.56,0.31,0.23,0.92,0.41,0.24,0.28,1.02,0.09,0.52,0.38,0.53,0.20,0.73,0.51,0.47,0.34,0.85,0.44,0.26,0.34,0.83,0.39,0.21,-1.72,0.47,0.12,-1.55,0.26,0.75,0.14,0.22,-2.10,1.13,4.08,0.49,-0.88,1.19,0.30,0.37,0.2404,1.53,0.64,0.67,0.69,1.762,1.075,0.67,0.4506,1.396,0.756,0.72,0.144,1.068,0.594,0.42,0.06,1.122,0.234,0.384,0.258,1.008,0.366,0.324,0.024,0.756,0.45,0.492,0.27,1.134,0.402,0.372,0.084,1.068,0.24,0.462,-0.27,0.924,0.396,0.492,0.186,0.642,0.882,0.546,0.162,0.546,0.366,0.804,0.474,0.954,0.36,0.348,0.252,-3.984,-0.09,0.30,,-0.222,0.954,1.278,,1.122,0.888,1.098,,0.99,0.774,0.90,,0.93,0.744,0.972,,0.678,0.732,0.99
Average Basic Shares Outstanding,309.49M,309.49M,309.49M,309.49M,309.49M,309.49M,309.52M,309.51M,309.49M,309.49M,309.52M,309.51M,309.49M,309.50M,309.53M,309.54M,261.65M,252.24M,252.24M,252.24M,56.55M,56.86M,56.84M,56.78M,56.46M,50.99M,50.97M,50.89M,51.04M,50.80M,50.79M,50.69M,50.64M,50.64M,50.63M,50.52M,50.66M,32.18M,30.09M,30.01M,30.00M,29.88M,27.00M,25.19M,25.16M,25.14M,25.11M,25.05M,25.02M,25.01M,25.00M,24.91M,24.62M,24.46M,24.36M,24.32M,24.31M,24.28M,24.21M,14.50M,14.51M,14.39M,14.36M,14.34M,14.31M,14.30M,14.29M,14.28M,14.27M,14.26M,14.25M,14.16M,14.11M,14.10M,14.09M,14.08M,14.08M,14.07M,23.46M,23.45M,23.30M,23.41M,23.57M,23.33M,18.51M,23.26M,23.08M,23.18M,23.18M,23.12M,22.95M,23.46M,22.56M,23.36M,19.56M,23.58M,22.95M,23.28M,18.66M,23.66M,23.51M,23.50M,23.75M,23.38M,23.54M,23.48M,23.48M,23.37M,23.34M,23.21M,23.24M,23.08M,23.44M,23.26M,23.50M,23.13M,23.01M,23.06M,23.06M,22.99M,23.28M,23.14M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.14M,23.14M,23.14M,23.07M,23.01M,22.87M,22.87M,22.77M,22.65M,22.53M,22.38M,22.06M,21.92M,21.92M
Average Diluted Shares Outstanding,309.52M,309.52M,309.51M,309.71M,309.73M,309.69M,309.72M,309.79M,309.49M,309.80M,309.83M,309.84M,309.49M,310.00M,309.68M,309.81M,261.71M,252.24M,252.24M,252.24M,56.55M,57.13M,57.10M,57.04M,56.46M,51.23M,51.20M,51.16M,51.42M,51.03M,51.04M,50.98M,51.05M,50.93M,50.87M,50.80M,51.13M,32.46M,30.31M,30.28M,30.27M,30.13M,27.34M,25.54M,25.68M,25.43M,25.38M,25.40M,25.38M,25.29M,25.27M,25.23M,24.97M,24.85M,24.68M,24.53M,24.64M,24.49M,24.39M,14.59M,14.51M,14.44M,14.39M,14.43M,14.31M,14.30M,14.30M,14.28M,14.27M,14.27M,14.32M,14.26M,14.15M,14.15M,14.15M,14.14M,14.13M,14.11M,23.46M,23.45M,23.30M,23.41M,23.57M,23.33M,18.51M,23.26M,23.08M,23.18M,23.46M,23.12M,22.95M,23.46M,22.64M,23.54M,19.56M,23.58M,23.19M,23.28M,18.66M,23.66M,23.51M,23.50M,23.75M,23.38M,23.54M,23.48M,23.48M,23.37M,23.34M,23.21M,23.24M,23.08M,23.44M,23.26M,23.50M,23.13M,23.01M,23.06M,23.06M,22.99M,23.28M,23.14M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.15M,23.14M,23.14M,23.14M,23.07M,23.01M,22.87M,22.87M,22.77M,22.65M,22.53M,22.38M,22.06M,21.92M,21.92M
Dividend Per Share,0.44,0.44,0.44,0.44,0.44,0.44,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
