Assets (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03
Accrued Expenses,161.00M,81.00M,70.00M,70.00M,143.00M,67.00M,58.00M,65.00M,144.00M,64.00M,60.00M,65.00M,144.00M,60.00M,60.00M,61.00M,129.00M,94.22M,84.97M,85.80M,115.00M,117.17M,94.06M,93.47M,100.06M,100.01M,95.07M,90.81M,107.56M,102.97M,97.00M,88.06M,99.66M,95.05M,80.52M,88.33M,103.36M,,42.64M,43.42M,50.51M,44.16M,42.29M,38.79M,37.09M,67.53M,55.78M,52.99M,60.31M,54.49M,54.05M,52.41M,73.59M,129.17M,136.42M,128.88M,143.37M,103.63M,87.78M,91.81M,94.15M,88.76M,116.86M,171.10M,184.72M,209.73M,226.11M,254.72M,198.97M,257.37M,212.49M,212.82M,213.65M,147.57M,136.92M,128.42M,86.14M,86.50M,84.62M,66.56M,50.80M,85.90M,93.40M,74.10M,59.10M,75.00M,66.40M,63.50M,51.80M,61.80M,57.90M,63.90M,50.40M,125.90M,106.60M,99.50M,46.60M,106.60M,110.00M,102.50M,97.80M,102.40M,107.10M,99.20M
Payables and Accrued Expenses,1.778B,1.406B,1.322B,1.394B,1.528B,1.345B,1.232B,1.282B,1.594B,1.426B,1.37B,1.38B,1.75B,1.475B,1.239B,1.159B,1.211B,280.38M,273.30M,303.91M,1.17B,270.65M,252.96M,298.86M,312.36M,272.38M,284.43M,322.82M,337.67M,278.65M,260.01M,272.16M,338.02M,282.84M,272.68M,273.03M,351.38M,,168.15M,155.05M,158.63M,140.08M,122.86M,132.93M,144.68M,165.68M,147.16M,152.49M,171.67M,182.11M,146.69M,147.79M,151.56M,195.04M,198.47M,214.27M,210.91M,172.12M,167.52M,165.84M,179.88M,169.83M,204.41M,245.77M,231.75M,256.68M,270.07M,300.15M,253.25M,293.62M,256.31M,253.44M,264.53M,298.52M,272.22M,274.11M,245.42M,224.60M,190.06M,172.48M,166.20M,198.40M,185.10M,109.70M,172.60M,124.00M,129.30M,116.20M,130.60M,114.70M,111.50M,123.00M,128.70M,171.80M,153.10M,137.80M,102.10M,146.60M,166.70M,154.70M,151.10M,143.70M,156.50M,147.00M
Current Provisions - Legal & Other,40.00M,,,,60.00M,,,,69.00M,,,,34.00M,,,,35.00M,,,,36.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes Payable,560.00M,621.00M,533.00M,798.00M,587.00M,500.00M,218.00M,631.00M,757.00M,711.00M,299.00M,350.00M,151.00M,,3.00M,3.00M,163.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liability on Credit Line,,,,,,,,,,,,,,,,,,85.00M,80.00M,70.00M,,10.00M,,,0.00,227.00M,144.00M,153.00M,187.00M,155.00M,95.00M,214.00M,235.00M,138.00M,0.00,24.00M,7.00M,,30.00M,12.00M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Borrowings,730.00M,232.00M,374.00M,325.00M,394.00M,523.00M,362.00M,214.00M,183.00M,267.00M,307.00M,325.00M,349.00M,187.00M,168.00M,166.00M,206.00M,6.529M,6.528M,6.527M,148.00M,6.526M,11.77M,11.77M,11.83M,32.03M,47.46M,47.90M,48.30M,28.36M,13.71M,13.71M,13.71M,13.80M,102.06M,104.91M,154.11M,,59.43M,58.71M,58.26M,,,215.29M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Portion of Long Term Debt,1.29B,853.00M,907.00M,1.123B,981.00M,1.023B,580.00M,845.00M,940.00M,978.00M,606.00M,675.00M,500.00M,187.00M,171.00M,169.00M,369.00M,91.53M,86.53M,76.53M,148.00M,16.53M,11.77M,11.77M,11.83M,259.03M,191.46M,200.90M,235.30M,183.36M,108.71M,227.71M,248.71M,151.80M,102.06M,128.91M,161.11M,,89.43M,70.71M,58.26M,109.11M,108.86M,220.29M,203.29M,230.29M,202.29M,161.29M,119.29M,78.29M,124.29M,116.29M,78.29M,4.286M,4.286M,6.399M,24.29M,31.44M,26.14M,28.08M,17.75M,11.07M,5.145M,72.76M,79.98M,155.91M,138.74M,134.27M,143.53M,104.10M,123.81M,120.63M,133.22M,25.18M,37.47M,55.04M,111.10M,81.20M,15.51M,14.98M,42.10M,50.30M,55.90M,93.60M,153.40M,188.10M,193.70M,120.00M,138.10M,156.50M,178.10M,192.40M,81.20M,95.50M,130.50M,115.50M,41.10M,88.10M,263.90M,283.40M,261.30M,245.60M,248.90M,243.40M
Current Capital Lease Obligation,21.00M,12.00M,11.00M,10.00M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Debt & Capital Lease Obligation,1.311B,865.00M,918.00M,1.133B,981.00M,1.023B,580.00M,845.00M,940.00M,978.00M,606.00M,675.00M,500.00M,187.00M,171.00M,169.00M,369.00M,91.53M,86.53M,76.53M,148.00M,16.53M,11.77M,11.77M,11.83M,259.03M,191.46M,200.90M,235.30M,183.36M,108.71M,227.71M,248.71M,151.80M,102.06M,128.91M,161.11M,,89.43M,70.71M,58.26M,109.11M,108.86M,220.29M,203.29M,230.29M,202.29M,161.29M,119.29M,78.29M,124.29M,116.29M,78.29M,4.286M,4.286M,6.399M,24.29M,31.44M,26.14M,28.08M,17.75M,11.07M,5.145M,72.76M,79.98M,155.91M,138.74M,134.27M,143.53M,104.10M,123.81M,120.63M,133.22M,25.18M,37.47M,55.04M,111.10M,81.20M,15.51M,14.98M,42.10M,50.30M,55.90M,93.60M,153.40M,188.10M,193.70M,120.00M,138.10M,156.50M,178.10M,192.40M,81.20M,95.50M,130.50M,115.50M,41.10M,88.10M,263.90M,283.40M,261.30M,245.60M,248.90M,243.40M
Current Deferred Revenue,140.00M,,,,129.00M,,,,113.00M,,,,107.00M,,,,96.00M,,,,87.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Deferred Liabilities,140.00M,,,,129.00M,,,,113.00M,,,,107.00M,,,,96.00M,12.72M,16.69M,17.47M,87.00M,17.27M,11.00M,9.434M,0.00,,,,,,,29.42M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Deferred Tax Liability,,,,,,,,,,,,,,,,,,12.72M,16.69M,17.47M,,17.27M,11.00M,9.434M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liability,313.00M,577.00M,572.00M,626.00M,301.00M,543.00M,528.00M,589.00M,393.00M,530.00M,496.00M,533.00M,316.00M,491.00M,512.00M,493.00M,319.00M,50.18M,71.76M,46.75M,326.00M,53.45M,328.44M,295.41M,288.63M,34.05M,55.43M,57.91M,52.09M,53.68M,58.93M,29.44M,55.13M,74.05M,107.22M,92.11M,66.85M,,13.54M,17.13M,26.45M,18.38M,24.24M,17.78M,24.18M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10M,-0.10M,0.10M,0.10M,,,,0.10M,,,-0.10M,,-0.10M,,0.10M,,,-0.10M,,
Total Current Liabilities,3.587B,2.848B,2.812B,3.153B,3.004B,2.911B,2.34B,2.716B,3.114B,2.934B,2.472B,2.588B,2.712B,2.153B,1.922B,1.821B,2.035B,434.80M,448.28M,444.65M,1.772B,357.89M,604.17M,615.47M,612.82M,565.46M,531.33M,581.63M,625.06M,515.68M,427.65M,558.74M,641.87M,508.69M,481.96M,494.05M,579.34M,,271.12M,242.90M,243.33M,267.56M,255.96M,370.99M,372.14M,395.97M,349.45M,313.78M,290.96M,260.39M,270.98M,264.07M,229.85M,199.33M,202.75M,220.67M,235.19M,203.56M,193.66M,193.92M,197.62M,180.90M,209.55M,318.53M,311.73M,412.59M,408.81M,434.42M,396.78M,397.72M,380.12M,374.07M,397.75M,323.70M,309.70M,329.15M,356.52M,305.80M,205.57M,187.46M,208.30M,248.70M,241.00M,203.30M,325.90M,312.00M,323.10M,236.30M,268.70M,271.20M,289.60M,315.50M,209.90M,267.30M,283.50M,253.30M,143.10M,234.70M,430.70M,438.10M,412.40M,389.20M,405.40M,390.40M
Long Term Provisions - Legal & Other,190.00M,186.00M,183.00M,220.00M,217.00M,211.00M,202.00M,199.00M,196.00M,176.00M,170.00M,167.00M,161.00M,167.00M,165.00M,132.00M,184.00M,,,,234.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Current Portion of Long Term Debt,6.716B,6.718B,6.282B,5.487B,5.368B,5.096B,5.261B,5.16B,5.196B,4.767B,4.773B,4.507B,4.51B,4.399B,4.507B,4.519B,4.53B,1.730B,1.759B,1.710B,2.489B,1.714B,1.721B,1.723B,1.724B,1.592B,1.598B,1.599B,1.600B,1.623B,1.645B,1.547B,1.548B,1.551B,1.508B,1.510B,1.512B,,676.24M,675.46M,673.55M,604.19M,594.44M,569.69M,549.03M,475.03M,475.03M,475.03M,479.32M,504.32M,404.32M,404.32M,408.60M,482.60M,482.60M,482.60M,486.89M,486.89M,486.89M,489.41M,491.17M,491.17M,491.17M,491.17M,495.46M,395.45M,395.45M,395.44M,395.43M,500.56M,518.44M,513.73M,511.34M,598.54M,598.52M,598.50M,522.22M,522.20M,522.18M,522.16M,518.20M,518.20M,518.20M,643.20M,664.50M,564.60M,564.60M,644.60M,644.70M,728.60M,655.10M,659.70M,759.70M,780.60M,788.10M,780.50M,845.70M,847.60M,697.60M,697.60M,708.30M,759.20M,759.20M,759.20M
Long Term Cap Lease Obligation,65.00M,64.00M,69.00M,73.00M,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.82M,14.94M,15.06M,15.17M,15.29M,15.40M,15.51M,15.62M,15.72M,15.83M,15.93M,16.03M,16.10M,16.20M,16.30M,16.40M,16.50M,16.60M,16.70M,16.80M,16.90M,16.90M,17.00M,17.10M,17.20M,17.30M,17.40M,17.40M,17.50M,17.60M,17.70M,17.70M,17.80M,,0.30M,0.80M
Non-Current Portion of LTD and Capital Lease Obligation,6.781B,6.782B,6.351B,5.56B,5.368B,5.096B,5.261B,5.16B,5.196B,4.767B,4.773B,4.507B,4.51B,4.399B,4.507B,4.519B,4.53B,1.730B,1.759B,1.710B,2.489B,1.714B,1.721B,1.723B,1.724B,1.592B,1.598B,1.599B,1.600B,1.623B,1.645B,1.547B,1.548B,1.551B,1.508B,1.510B,1.512B,,676.24M,675.46M,673.55M,604.19M,594.44M,569.69M,549.03M,475.03M,475.03M,475.03M,479.32M,504.32M,404.32M,404.32M,408.60M,482.60M,482.60M,482.60M,486.89M,486.89M,486.89M,489.41M,491.17M,491.17M,491.17M,491.17M,495.46M,395.45M,395.45M,395.44M,410.25M,515.50M,533.50M,528.90M,526.63M,613.94M,614.03M,614.12M,537.95M,538.03M,538.12M,538.20M,534.30M,534.40M,534.50M,659.60M,681.00M,581.20M,581.30M,661.40M,661.60M,745.50M,672.10M,676.80M,776.90M,797.90M,805.50M,797.90M,863.20M,865.20M,715.30M,715.30M,726.10M,759.20M,759.50M,760.00M
Long Term Deferred Tax Liabilities,1.814B,1.599B,1.535B,1.524B,1.53B,1.572B,1.511B,1.51B,1.465B,3.687B,3.658B,3.642B,3.455B,3.479B,3.411B,3.405B,3.317B,620.01M,608.29M,604.16M,2.702B,569.30M,573.89M,560.58M,540.54M,481.26M,469.84M,449.87M,462.94M,447.68M,413.44M,400.27M,388.55M,418.72M,393.62M,372.28M,354.16M,,267.19M,270.15M,273.56M,,,,298.82M,311.70M,313.22M,313.83M,313.81M,326.51M,329.12M,327.66M,326.25M,337.07M,342.60M,347.70M,348.30M,363.19M,361.27M,357.71M,357.86M,367.97M,360.46M,359.92M,358.49M,268.01M,254.48M,245.54M,239.13M,231.32M,234.64M,234.45M,235.49M,252.30M,258.25M,262.00M,267.23M,284.05M,282.54M,283.56M,279.40M,283.90M,282.60M,334.30M,337.00M,282.80M,286.60M,293.90M,349.30M,338.40M,336.40M,348.10M,354.30M,401.50M,406.50M,416.20M,425.90M,432.10M,441.00M,443.80M,447.60M,444.80M,441.20M,442.30M
Non-Current Deferred Revenue,1.274B,1.33B,1.351B,1.368B,1.385B,1.398B,1.415B,1.429B,1.446B,1.432B,1.449B,1.464B,1.483B,1.50B,1.518B,1.538B,1.553B,,,,1.621B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Current Deferred Liabilities,3.088B,2.929B,2.886B,2.892B,2.915B,2.97B,2.926B,2.939B,2.911B,5.119B,5.107B,5.106B,4.938B,4.979B,4.929B,4.943B,4.87B,620.01M,608.29M,604.16M,4.323B,569.30M,573.89M,560.58M,540.54M,481.26M,469.84M,449.87M,462.94M,447.68M,413.44M,400.27M,388.55M,418.72M,393.62M,372.28M,354.16M,,267.19M,270.15M,273.56M,,,,298.82M,311.70M,313.22M,313.83M,313.81M,326.51M,329.12M,327.66M,326.25M,5.027M,11.36M,11.40M,11.43M,12.04M,12.16M,12.27M,12.38M,12.50M,12.61M,12.71M,12.81M,12.76M,12.91M,13.05M,13.20M,13.38M,13.55M,13.66M,13.76M,13.94M,14.11M,14.27M,14.42M,14.88M,14.98M,15.07M,15.20M,15.10M,15.20M,15.40M,15.60M,15.80M,16.00M,16.20M,16.40M,16.60M,16.80M,17.00M,17.10M,17.30M,17.50M,17.70M,17.90M,18.10M,18.30M,18.50M,18.70M,18.90M,19.10M,19.20M
Non-Current Accrued Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.76M,191.52M,188.27M,185.05M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pension Liability,1.10B,1.051B,1.092B,1.115B,1.102B,998.00M,1.033B,1.044B,1.049B,1.076B,1.074B,1.106B,1.106B,1.155B,1.19B,1.204B,1.202B,351.00M,351.48M,350.29M,785.00M,236.95M,248.32M,252.79M,249.39M,384.41M,395.94M,398.64M,423.69M,290.80M,296.30M,299.58M,328.79M,299.44M,303.33M,306.84M,355.38M,,191.91M,190.47M,187.76M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derivative Contract Liabilities,85.00M,93.00M,122.00M,99.00M,97.00M,95.00M,97.00M,103.00M,92.00M,68.00M,72.00M,80.00M,78.00M,101.00M,98.00M,115.00M,94.00M,74.75M,79.64M,76.01M,38.00M,59.95M,48.94M,81.37M,169.33M,175.66M,184.56M,213.73M,224.64M,226.21M,229.56M,226.49M,239.15M,259.42M,240.60M,185.90M,129.56M,,102.39M,96.26M,159.27M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest Ownership,349.00M,368.00M,414.00M,298.00M,299.00M,327.00M,333.00M,148.00M,19.00M,15.00M,14.00M,13.00M,13.00M,13.00M,13.00M,13.00M,13.00M,,,,16.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,50.00M,,,,,
Preferred Securities out of Shareholders Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75M,,,,0.75M,,0.828M,0.828M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Long Term Liabilities,718.00M,856.00M,860.00M,860.00M,838.00M,734.00M,755.00M,716.00M,718.00M,731.00M,740.00M,740.00M,740.00M,728.00M,680.00M,708.00M,736.00M,48.86M,47.65M,48.28M,538.00M,46.73M,47.55M,46.17M,49.05M,50.30M,49.69M,60.76M,60.64M,84.64M,85.82M,86.12M,82.62M,88.35M,89.19M,92.76M,92.29M,,26.58M,27.57M,27.66M,429.74M,428.17M,428.67M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Long Term Liabilities,15.24B,15.18B,14.78B,14.00B,13.76B,13.39B,13.57B,13.45B,13.46B,13.77B,13.77B,13.56B,13.39B,13.40B,13.42B,13.59B,13.64B,3.349B,3.356B,3.280B,9.913B,3.141B,3.122B,3.129B,3.177B,3.170B,3.198B,3.233B,3.277B,3.106B,3.101B,2.981B,3.008B,2.980B,2.902B,2.832B,2.826B,,1.346B,1.342B,1.404B,1.313B,1.299B,1.272B,1.033B,786.73M,788.25M,788.86M,793.13M,830.82M,733.43M,731.98M,734.85M,487.63M,493.96M,494.00M,498.32M,498.93M,499.05M,501.68M,503.56M,503.67M,503.78M,503.88M,508.27M,408.21M,408.35M,408.49M,423.45M,528.88M,547.05M,542.56M,540.40M,627.88M,628.14M,628.39M,552.37M,552.91M,553.10M,553.27M,549.50M,549.50M,549.70M,675.00M,696.60M,597.00M,597.30M,677.60M,678.00M,762.10M,688.90M,693.80M,794.00M,815.20M,823.00M,815.60M,881.10M,883.30M,733.60M,733.80M,744.80M,778.10M,778.60M,779.20M
Total Liabilities,18.83B,18.03B,17.59B,17.15B,16.76B,16.30B,15.91B,16.16B,16.58B,16.70B,16.24B,16.14B,16.10B,15.56B,15.35B,15.42B,15.68B,3.784B,3.804B,3.725B,11.68B,3.499B,3.727B,3.745B,3.790B,3.736B,3.730B,3.814B,3.902B,3.621B,3.529B,3.540B,3.649B,3.489B,3.384B,3.326B,3.406B,,1.617B,1.585B,1.648B,1.581B,1.555B,1.643B,1.609B,1.448B,1.410B,1.359B,1.312B,1.320B,1.206B,1.196B,1.171B,1.184B,1.203B,1.226B,1.254B,1.242B,1.232B,1.228B,1.239B,1.242B,1.297B,1.405B,1.405B,1.330B,1.311B,1.328B,1.311B,1.358B,1.345B,1.340B,1.364B,1.404B,1.393B,1.424B,1.390B,1.373B,1.274B,1.270B,1.290B,1.187B,1.172B,1.291B,1.441B,1.283B,1.297B,1.297B,1.387B,1.472B,1.419B,1.464B,1.466B,1.487B,1.516B,1.488B,1.485B,1.550B,1.604B,1.614B,1.602B,1.609B,1.623B,1.609B
Total Capital Stock,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,3.00M,1.154B,1.154B,1.153B,3.00M,1.150B,1.150B,1.149B,1.146B,939.52M,939.23M,938.95M,937.04M,0.00,0.00,0.00,931.90M,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,421.68M,421.39M,331.74M,330.99M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,311.01M,308.28M,308.57M,306.70M,307.40M,306.92M,305.01M,304.35M,300.43M,299.12M,298.58M,297.32M,296.95M,296.95M,296.50M,296.50M,296.50M,296.50M,294.77M,291.79M,291.97M,291.88M,291.74M,291.34M,291.34M,292.01M,292.01M,292.00M,292.00M,292.00M,292.00M,296.30M,296.30M,296.30M,296.40M,293.10M,289.00M,289.00M,289.00M,289.10M,289.10M,289.10M,295.00M,295.00M,294.80M,295.10M,328.80M,328.80M,329.80M,330.00M,345.00M
Retained Earnings,1.681B,1.599B,1.594B,1.62B,1.528B,1.536B,1.55B,1.579B,1.475B,1.605B,1.639B,1.649B,1.63B,1.471B,1.496B,1.527B,1.449B,212.59M,221.43M,230.05M,1.182B,189.10M,201.03M,216.10M,185.06M,169.04M,185.81M,189.80M,159.90M,152.95M,159.06M,168.96M,143.79M,144.35M,154.01M,161.68M,131.46M,,137.56M,140.42M,137.31M,143.47M,134.66M,133.82M,132.70M,134.85M,124.20M,123.81M,128.08M,130.36M,120.20M,121.22M,126.67M,179.57M,178.37M,185.93M,234.24M,238.54M,230.60M,237.74M,244.96M,250.66M,244.70M,194.21M,199.50M,213.04M,206.38M,212.36M,217.38M,223.79M,212.69M,213.81M,214.46M,214.88M,200.11M,195.04M,195.70M,199.45M,189.87M,182.20M,175.50M,182.30M,167.40M,163.60M,163.80M,172.50M,156.40M,161.00M,162.20M,166.10M,152.70M,154.40M,156.80M,166.50M,158.80M,158.30M,156.90M,160.40M,143.70M,144.40M,145.60M,153.40M,138.10M,142.90M
Additional Paid In Capital,13.66B,13.66B,13.66B,13.66B,13.66B,13.66B,13.66B,13.65B,13.65B,13.66B,13.66B,13.65B,13.65B,13.65B,13.65B,13.65B,13.65B,22.46M,22.02M,20.22M,11.38B,19.58M,19.95M,19.66M,22.27M,21.42M,20.62M,20.12M,20.40M,956.11M,955.90M,955.02M,19.79M,949.78M,948.04M,946.55M,944.52M,,440.82M,438.38M,436.87M,14.39M,14.44M,14.03M,13.77M,343.47M,342.43M,341.23M,340.07M,337.88M,337.16M,336.90M,338.75M,14.27M,12.34M,11.60M,10.31M,9.518M,8.607M,7.685M,6.989M,6.633M,5.526M,4.666M,4.413M,4.18M,3.91M,3.746M,3.749M,3.751M,3.70M,3.346M,2.76M,,,,2.483M,2.424M,2.344M,2.32M,2.30M,2.20M,2.10M,2.10M,2.00M,2.00M,1.90M,1.90M,1.30M,0.80M,0.80M,0.80M,0.80M,0.80M,0.80M,0.80M,0.80M,0.70M,0.70M,0.70M,0.70M,0.70M,0.70M,0.70M
Treasury Stock,12.00M,12.00M,12.00M,12.00M,12.00M,12.00M,12.00M,8.00M,8.00M,8.00M,8.00M,5.00M,5.00M,4.00M,4.00M,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,2.17M,,,,2.17M,2.17M,,2.17M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,12.60M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,2.20M,,,,2.40M,,,3.20M
Preferred Stock,,,,,,,,,,,,,,,,,,0.119M,0.119M,0.119M,,0.119M,0.119M,0.34M,0.34M,0.34M,0.34M,0.34M,0.34M,,,,0.75M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30M,4.30M,4.30M,4.40M,4.40M,4.40M,4.40M,4.40M,4.50M,4.50M,4.50M,10.50M,10.50M,10.50M,11.00M,44.70M,44.70M,45.70M,45.90M,60.90M
Accrued Comprehensive Inc,-95.00M,-99.00M,-109.00M,-111.00M,-72.00M,-55.00M,-61.00M,-57.00M,-46.00M,-54.00M,-62.00M,-61.00M,-86.00M,-84.00M,-94.00M,-72.00M,-52.00M,-0.431M,-0.062M,0.003M,-99.00M,0.664M,0.774M,0.60M,0.535M,0.007M,-0.243M,-0.198M,-0.449M,0.176M,-0.174M,-0.019M,-0.375M,-0.70M,0.312M,0.338M,0.166M,,,,0.00,,,,0.00,-3.146M,-3.391M,-3.629M,-3.86M,-4.103M,-4.341M,-4.583M,-4.839M,-5.89M,-5.959M,-8.168M,-6.672M,-7.382M,-7.849M,-8.231M,-7.895M,-6.332M,-6.818M,-7.145M,-6.292M,-32.76M,-33.04M,-32.87M,-33.10M,-6.648M,-6.886M,-6.735M,-6.842M,-7.598M,-7.835M,-8.073M,-8.31M,-8.548M,-10.96M,-9.023M,-9.30M,-9.50M,-9.70M,-10.00M,-10.20M,-10.40M,-10.70M,-10.90M,-11.10M,,,,,,,,,-2.20M,-2.20M,-2.40M,,-2.40M,-2.40M,
Shareholders Equity,15.24B,15.15B,15.14B,15.16B,15.10B,15.13B,15.14B,15.17B,15.08B,15.20B,15.23B,15.24B,15.20B,15.04B,15.05B,15.11B,15.05B,1.389B,1.397B,1.404B,12.46B,1.359B,1.371B,1.385B,1.354B,1.130B,1.145B,1.149B,1.117B,1.109B,1.116B,1.125B,1.095B,1.093B,1.103B,1.109B,1.076B,,578.38M,578.80M,574.18M,579.54M,570.25M,476.94M,474.58M,475.18M,463.24M,461.41M,464.29M,464.13M,453.02M,453.54M,460.58M,498.96M,493.04M,497.93M,544.58M,548.08M,538.28M,542.20M,548.40M,549.22M,540.36M,488.14M,492.77M,479.23M,472.03M,477.57M,482.35M,515.22M,503.83M,503.02M,500.00M,499.26M,484.15M,478.70M,479.04M,482.49M,473.26M,465.34M,458.30M,464.80M,449.60M,445.50M,449.80M,458.20M,441.80M,446.20M,443.40M,443.30M,440.30M,441.90M,444.50M,454.10M,446.40M,451.90M,450.50M,453.70M,437.30M,471.50M,472.70M,481.50M,466.40M,485.40M
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
