Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Net Income,720.00M,3.056B,1.58B,1.833B,1.868B,1.861B,1.64B,888.00M,1.579B,420.00M,-3.44B,586.00M,-35.00M,-1.04B,-1.071B,-1.469B,-3.45B,-1.071B,-179.00M,272.00M,-39.00M,2.704B,2.081B,2.123B,2.487B,2.48B,2.05B,2.139B,1.426B,1.798B,2.267B,2.937B,3.39B,2.616B,3.402B,3.028B,2.041B,3.055B,4.164B,2.098B,1.285B,1.47B,859.00M,800.00M,-31.12B,5.188B,5.439B,4.139B,4.371B,3.673B,301.00M,3.546B,3.197B,3.876B,5.186B,3.291B,3.679B,3.80B,3.138B,2.912B,2.432B,2.006B,2.075B,1.616B,1.04B,1.306B,1.187B,1.221B,-428.00M,-116.00M,351.00M,-102.00M,162.00M,364.00M,619.00M,490.00M,744.00M,426.00M,442.00M,250.00M,250.00M,221.00M,68.00M,70.00M,-210.00M,46.00M,158.00M,243.00M,209.00M,216.00M,307.00M,227.00M,200.00M,187.00M,221.00M,695.00M,109.00M,136.00M,113.00M,111.00M,162.00M,119.00M,76.00M,127.00M,20.00M,41.00M,121.00M,61.00M,91.00M,99.00M,104.00M,-114.00M,26.00M,56.00M,16.00M,160.00M,237.00M,178.00M,105.00M,259.00M,-255.00M,87.00M,197.00M,190.00M,135.00M,215.00M,170.00M,130.00M,33.00M,31.00M,3.00M,-32.00M,17.00M,113.00M,8.00M,96.00M,344.00M,36.00M,110.00M,106.00M,169.00M,217.00M,231.00M,193.00M
Normalized Income,497.35M,1.488B,1.539B,1.830B,1.538B,1.820B,1.566B,913.55M,1.639B,262.55M,60.49M,683.80M,-257.60M,-987.30M,-1.124B,-1.385B,-2.308B,-1.111B,-168.20M,240.80M,330.85M,1.688B,2.058B,2.110B,1.787B,1.735B,2.005B,1.950B,2.082B,1.648B,1.380B,1.692B,991.00M,1.512B,2.364B,3.077B,-3.999B,3.158B,5.311B,2.255B,1.446B,1.495B,799.85M,869.55M,-9.349B,5.371B,5.514B,4.210B,4.513B,3.648B,6.043B,3.246B,3.624B,4.067B,5.247B,3.340B,3.812B,3.854B,3.141B,2.836B,2.813B,2.007B,2.020B,1.571B,957.80M,1.193B,1.187B,1.273B,613.20M,-111.80M,308.40M,-111.80M,96.80M,354.60M,638.80M,488.80M,557.80M,525.00M,444.40M,253.60M,253.60M,228.20M,110.00M,1.414M,186.60M,39.40M,150.80M,162.00M,290.00M,199.20M,204.40M,215.00M,185.60M,173.20M,211.40M,-213.00M,106.60M,131.20M,109.40M,106.20M,141.48M,113.60M,69.40M,89.20M,20.00M,41.00M,123.00M,61.00M,155.00M,99.00M,104.00M,-88.00M,-177.00M,56.00M,33.00M,186.00M,237.00M,178.00M,105.00M,21.00M,-255.00M,68.40M,,,,,,,,,,,,,,,,,,,,,,
EBITDA,2.97B,5.243B,3.713B,4.466B,4.472B,4.586B,4.234B,3.372B,3.184B,2.512B,-2.43B,2.062B,2.37B,1.106B,997.00M,304.00M,-2.401B,770.00M,2.448B,1.977B,2.123B,4.798B,5.685B,5.761B,4.643B,6.458B,5.667B,5.724B,5.562B,5.402B,5.722B,6.026B,3.93B,5.799B,6.602B,8.128B,3.83B,7.784B,8.823B,6.609B,5.505B,5.576B,4.553B,4.532B,-27.59B,12.31B,12.20B,9.984B,10.04B,9.081B,10.46B,6.95B,8.659B,10.69B,11.17B,7.192B,7.986B,7.811B,6.62B,10.35B,5.114B,4.312B,8.748B,7.914B,16.54B,3.452B,6.376B,6.889B,8.665B,1.011B,1.997B,1.347B,822.00M,1.107B,2.122B,1.444B,3.619B,1.473B,1.319B,868.00M,839.00M,740.00M,543.00M,399.00M,136.00M,448.00M,618.00M,742.00M,735.00M,782.00M,725.00M,750.00M,782.00M,707.00M,699.00M,618.00M,497.00M,552.00M,613.00M,570.00M,498.00M,475.00M,439.00M,496.00M,330.00M,407.00M,503.00M,449.00M,515.00M,390.00M,527.00M,277.00M,472.00M,428.00M,452.00M,746.00M,807.00M,669.00M,606.00M,533.00M,426.00M,553.00M,3.299B,3.102B,-6.827B,2.85B,2.881B,2.90B,-7.143B,2.764B,2.609B,2.491B,-6.865B,2.19B,2.339B,3.113B,-9.442B,3.988B,3.959B,3.988B,-9.724B,3.87B,4.054B,3.96B
Reconciled Depreciation,1.488B,1.566B,1.49B,1.546B,1.612B,1.494B,1.438B,1.412B,1.633B,1.608B,1.625B,1.979B,2.061B,2.425B,2.329B,2.247B,2.382B,2.271B,2.329B,2.131B,2.271B,2.096B,2.07B,1.892B,1.893B,1.902B,1.832B,1.807B,1.779B,1.65B,1.58B,1.571B,1.169B,1.964B,1.624B,2.07B,1.16B,2.246B,2.28B,2.318B,2.391B,2.327B,2.347B,2.23B,2.264B,2.361B,2.178B,2.209B,2.206B,2.052B,2.016B,2.024B,2.002B,2.137B,1.965B,1.18B,1.178B,1.049B,985.00M,1.041B,1.03B,938.00M,912.00M,918.00M,911.00M,858.00M,857.00M,859.00M,884.00M,548.00M,385.00M,406.00M,389.00M,304.00M,329.00M,322.00M,321.00M,316.00M,298.00M,234.00M,231.00M,229.00M,222.00M,220.00M,146.00M,270.00M,252.00M,231.00M,173.00M,250.00M,189.00M,183.00M,308.00M,205.00M,187.00M,241.00M,189.00M,190.00M,281.00M,211.00M,198.00M,191.00M,201.00M,204.00M,240.00M,207.00M,200.00M,194.00M,206.00M,209.00M,201.00M,204.00M,590.00M,214.00M,194.00M,192.00M,172.00M,217.00M,209.00M,210.00M,464.00M,209.00M,,,,,,,,,,,,,,,,,,,,,,
EBIT,1.482B,3.677B,2.223B,2.92B,2.86B,3.092B,2.796B,1.96B,1.551B,904.00M,-4.055B,83.00M,309.00M,-1.319B,-1.332B,-1.943B,-4.783B,-1.501B,119.00M,-154.00M,-148.00M,2.702B,3.615B,3.869B,2.75B,4.556B,3.835B,3.917B,3.783B,3.752B,4.142B,4.455B,2.761B,3.835B,4.756B,6.058B,2.67B,5.538B,6.543B,4.291B,3.114B,3.249B,2.206B,2.302B,-29.85B,9.946B,10.02B,7.775B,7.836B,7.029B,8.444B,4.926B,6.657B,8.557B,9.204B,6.012B,6.808B,6.762B,5.635B,9.31B,4.084B,3.374B,7.836B,6.996B,15.63B,2.594B,5.519B,6.03B,7.781B,463.00M,1.602B,941.00M,433.00M,803.00M,1.793B,1.122B,3.298B,1.157B,1.021B,634.00M,608.00M,511.00M,321.00M,179.00M,-10.00M,178.00M,366.00M,511.00M,562.00M,532.00M,536.00M,567.00M,474.00M,502.00M,512.00M,377.00M,308.00M,362.00M,332.00M,359.00M,300.00M,284.00M,238.00M,292.00M,90.00M,200.00M,303.00M,255.00M,309.00M,181.00M,326.00M,73.00M,-118.00M,214.00M,258.00M,554.00M,635.00M,452.00M,397.00M,323.00M,-38.00M,344.00M,3.299B,3.102B,-6.827B,2.85B,2.881B,2.90B,-7.143B,2.764B,2.609B,2.491B,-6.865B,2.19B,2.339B,3.113B,-9.442B,3.988B,3.959B,3.988B,-9.724B,3.87B,4.054B,3.96B
EPS Basic from Continuing Operations,0.66,2.76,1.40,1.61,1.62,1.60,1.40,0.75,1.32,0.35,-2.78,0.47,-0.03,-0.84,-0.86,-1.18,-2.78,-0.87,-0.15,0.22,-0.03,1.31,1.65,1.70,1.20,1.96,1.66,1.64,1.49,1.41,1.36,1.69,0.83,1.09,1.63,2.11,0.67,2.06,2.79,1.41,0.86,0.98,0.58,0.54,-20.34,3.43,3.54,2.65,2.72,2.26,0.18,2.15,1.90,2.35,3.13,2.38,2.73,2.73,2.24,2.09,1.79,1.45,1.46,1.17,0.725,0.92,0.81,0.93,0.555,-0.075,0.405,-0.13,-0.05,0.665,1.21,0.96,1.46,0.835,0.87,0.495,0.495,0.435,0.135,0.14,-0.40,0.09,0.305,0.465,0.395,0.41,0.585,0.43,0.38,0.355,0.42,1.325,0.21,0.26,0.21,0.215,0.31,0.225,0.145,0.245,0.035,0.08,0.235,0.115,0.30,0.19,0.20,-0.17,-0.34,0.105,0.065,0.36,0.47,0.36,0.215,0.045,-0.525,0.18,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,0.00,,,,0.00,0.87,0.03,0.02,0.81,0.05,0.00,0.10,-0.33,0.06,0.46,0.60,1.73,0.84,0.80,0.00,0.75,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,-0.01,-0.04,0.00,0.04,0.01,0.025,0.04,0.065,0.04,-1.02,-0.045,0.05,-0.005,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.005,0.00,-0.125,0.00,0.00,-0.05,0.39,0.00,-0.035,-0.05,-0.01,0.00,0.00,0.485,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
EPS Basic from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,-0.0038,,-0.0385,,,-0.0502,0.4911,,-0.0319,-0.0504,-0.0030,,,0.2067,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,0.4567,1.345,1.363,1.608,1.334,1.565,1.337,0.7717,1.370,0.2201,0.0502,0.5487,-0.2086,-0.7977,-0.9029,-1.113,-1.861,-0.9024,-0.1413,0.1949,0.2683,1.360,1.658,1.705,1.439,1.401,1.621,1.591,1.698,1.347,1.105,1.325,0.7804,1.114,1.688,2.144,-2.721,2.130,3.560,1.515,0.9678,0.9970,0.5402,0.5868,-5.692,3.551,3.589,2.696,2.809,2.244,3.690,1.968,2.159,2.466,3.167,2.415,2.752,2.766,2.247,2.028,2.029,1.447,1.465,1.147,0.7043,0.8790,0.8770,0.9371,0.5956,-0.1143,0.4003,-0.1480,-0.0908,0.6391,1.249,0.9577,1.122,1.029,0.8747,0.5021,0.5021,0.4492,0.2181,0.0040,0.3815,0.0771,0.2912,0.3106,0.5489,0.3781,0.3902,0.4072,0.3526,0.3288,0.4017,-0.4058,0.2054,0.2508,0.2031,0.2058,0.2708,0.2147,0.1324,0.1727,0.035,0.08,0.235,0.115,0.30,0.19,0.20,-0.17,-0.34,0.105,0.065,0.36,0.47,0.36,0.215,0.045,-0.525,0.1415,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
EPS Basic,0.66,2.76,1.40,1.61,1.62,1.60,1.40,0.75,1.32,0.35,-2.78,0.47,-0.03,-0.84,-0.86,-1.18,-2.78,-0.87,-0.15,0.22,-0.03,2.18,1.68,1.72,2.01,2.01,1.66,1.74,1.16,1.47,1.82,2.29,2.56,1.93,2.43,2.11,1.42,2.06,2.79,1.41,0.86,0.98,0.58,0.54,-20.34,3.43,3.54,2.65,2.72,2.26,0.18,2.15,1.90,2.35,3.13,2.38,2.66,2.73,2.25,2.08,1.75,1.45,1.50,1.18,0.765,0.96,0.875,0.90,-0.465,-0.12,0.455,-0.135,-0.015,0.655,1.21,0.96,1.46,0.835,0.87,0.495,0.495,0.435,0.135,0.14,-0.40,0.09,0.305,0.465,0.395,0.41,0.585,0.43,0.38,0.355,0.42,1.325,0.21,0.26,0.21,0.215,0.31,0.225,0.145,0.245,0.035,0.08,0.23,0.115,0.175,0.19,0.20,-0.22,0.05,0.105,0.03,0.31,0.46,0.36,0.215,0.53,-0.525,0.18,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
EPS Diluted from Continuing Operations,0.65,2.74,1.40,1.60,1.61,1.59,1.39,0.75,1.32,0.34,-2.78,0.47,-0.03,-0.84,-0.86,-1.18,-2.78,-0.87,-0.15,0.22,-0.03,1.31,1.64,1.69,1.20,1.95,1.65,1.63,1.48,1.40,1.35,1.67,0.83,1.08,1.62,2.09,0.67,2.05,2.77,1.40,0.86,0.97,0.57,0.54,-20.34,3.39,3.50,2.62,2.68,2.23,0.18,2.12,1.88,2.31,3.09,2.34,2.69,2.68,2.21,2.06,1.76,1.43,1.44,1.155,0.71,0.91,0.80,0.925,0.55,-0.075,0.405,-0.13,-0.05,0.66,1.20,0.955,1.445,0.83,0.865,0.49,0.49,0.435,0.135,0.14,-0.40,0.09,0.30,0.46,0.395,0.405,0.575,0.43,0.375,0.35,0.415,1.315,0.205,0.26,0.21,0.215,0.305,0.225,0.145,0.245,0.03,0.08,0.235,0.115,0.30,0.19,0.20,-0.17,-0.34,0.105,0.065,0.36,0.47,0.36,0.215,0.045,-0.525,0.18,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,0.00,,,,0.00,0.86,0.03,0.02,0.80,0.05,0.00,0.10,-0.33,0.06,0.45,0.60,1.72,0.83,0.79,0.00,0.74,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.04,0.00,0.04,0.01,0.025,0.04,0.065,0.04,-1.02,-0.045,0.05,-0.005,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.005,0.00,-0.125,0.00,0.00,-0.05,0.39,0.00,-0.035,-0.05,-0.01,0.00,0.00,0.485,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133,,,-0.0699,,,,,-0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0041,,,0.2803,,,,,,,,,,,,,,,,,,,,,,,,
EPS Diluted from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,-0.0038,,-0.0385,,,-0.0502,0.4911,,-0.0319,-0.0504,-0.0030,,,0.2067,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,0.4478,1.331,1.363,1.598,1.326,1.555,1.327,0.7715,1.370,0.2104,0.0502,0.5483,-0.2086,-0.7977,-0.9029,-1.113,-1.861,-0.9024,-0.1413,0.1950,0.2675,1.360,1.648,1.695,1.438,1.395,1.611,1.582,1.687,1.338,1.097,1.308,0.7808,1.104,1.678,2.124,-2.691,2.119,3.534,1.504,0.9669,0.9869,0.5305,0.5865,-5.692,3.510,3.548,2.665,2.768,2.215,3.643,1.940,2.135,2.424,3.126,2.375,2.711,2.716,2.217,1.999,1.995,1.427,1.445,1.132,0.6895,0.8693,0.8666,0.9320,0.5906,-0.1140,0.4003,-0.1480,-0.0905,0.6343,1.238,0.9527,1.112,1.022,0.8697,0.4971,0.4971,0.4491,0.2175,0.0047,0.3775,0.0772,0.2863,0.3068,0.5476,0.3734,0.3817,0.4074,0.3486,0.3238,0.3967,-0.4158,0.2004,0.2508,0.2031,0.2058,0.2658,0.2147,0.1324,0.1727,0.03,0.08,0.235,0.115,0.30,0.19,0.20,-0.17,-0.34,0.105,0.065,0.36,0.47,0.36,0.215,0.045,-0.525,0.1415,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
EPS Diluted,0.65,2.74,1.40,1.60,1.61,1.59,1.39,0.75,1.32,0.34,-2.78,0.47,-0.03,-0.84,-0.86,-1.18,-2.78,-0.87,-0.15,0.22,-0.03,2.17,1.67,1.71,2.00,2.00,1.65,1.73,1.16,1.46,1.80,2.27,2.55,1.91,2.41,2.09,1.41,2.05,2.77,1.40,0.86,0.97,0.57,0.54,-20.34,3.39,3.50,2.62,2.68,2.23,0.18,2.12,1.88,2.31,3.09,2.34,2.61,2.68,2.21,2.05,1.72,1.43,1.48,1.165,0.755,0.95,0.865,0.895,-0.465,-0.12,0.455,-0.135,-0.015,0.65,1.20,0.955,1.445,0.83,0.865,0.49,0.49,0.435,0.135,0.14,-0.40,0.09,0.30,0.46,0.395,0.405,0.575,0.43,0.375,0.35,0.415,1.315,0.205,0.26,0.21,0.215,0.305,0.225,0.145,0.245,0.03,0.08,0.23,0.115,0.175,0.19,0.20,-0.22,0.05,0.105,0.03,0.31,0.46,0.36,0.215,0.53,-0.525,0.18,0.405,0.39,,0.445,0.36,0.275,,0.055,-0.005,-0.08,,0.235,0.005,0.195,,0.06,0.245,0.12,,0.235,0.25,0.21
Average Basic Shares Outstanding,1.095B,1.109B,1.126B,1.139B,1.151B,1.163B,1.172B,1.180B,1.192B,1.212B,1.237B,1.243B,1.246B,1.246B,1.245B,1.245B,1.244B,1.242B,1.241B,1.241B,1.240B,1.238B,1.236B,1.235B,1.234B,1.231B,1.230B,1.229B,1.223B,1.220B,1.248B,1.283B,1.311B,1.358B,1.399B,1.432B,1.453B,1.482B,1.490B,1.493B,1.490B,1.488B,1.486B,1.486B,1.486B,1.511B,1.535B,1.562B,1.591B,1.622B,1.636B,1.647B,1.651B,1.653B,1.655B,1.383B,1.385B,1.394B,1.397B,1.398B,1.391B,1.384B,1.379B,1.372B,1.363B,1.361B,1.360B,1.359B,1.359B,961.40M,767.83M,764.67M,764.85M,555.64M,511.62M,511.11M,509.67M,509.88M,507.97M,507.44M,506.60M,506.61M,505.16M,504.22M,507.48M,513.56M,520.77M,524.51M,526.38M,527.01M,526.69M,527.06M,526.47M,526.36M,525.90M,524.62M,524.19M,524.31M,524.06M,523.35M,523.18M,523.14M,523.05M,522.85M,532.31M,512.50M,526.09M,530.43M,516.37M,521.05M,520.00M,518.18M,520.80M,533.33M,533.33M,516.13M,519.56M,494.44M,488.37M,488.68M,488.21M,483.33M,486.51M,486.51M,486.51M,492.60M,456.70M,456.67M,456.70M,456.66M,456.61M,455.77M,456.67M,455.77M,454.28M,454.29M,454.28M,451.20M,440.60M,439.32M,928.69M,928.69M,928.69M,928.69M
Average Diluted Shares Outstanding,1.101B,1.113B,1.131B,1.147B,1.160B,1.173B,1.181B,1.186B,1.192B,1.215B,1.237B,1.249B,1.246B,1.246B,1.245B,1.245B,1.244B,1.242B,1.241B,1.246B,1.243B,1.247B,1.245B,1.243B,1.242B,1.240B,1.237B,1.236B,1.232B,1.229B,1.258B,1.293B,1.322B,1.370B,1.412B,1.445B,1.466B,1.493B,1.501B,1.504B,1.501B,1.498B,1.496B,1.495B,1.486B,1.528B,1.555B,1.582B,1.612B,1.644B,1.658B,1.669B,1.674B,1.676B,1.678B,1.405B,1.408B,1.418B,1.419B,1.420B,1.414B,1.403B,1.398B,1.388B,1.378B,1.373B,1.368B,1.365B,1.359B,969.40M,773.42M,764.67M,770.20M,559.53M,515.36M,514.32M,517.18M,514.78M,511.95M,509.35M,509.42M,510.89M,509.28M,506.85M,510.07M,517.32M,525.43M,528.73M,530.84M,531.57M,530.73M,531.61M,545.16M,526.36M,525.90M,524.62M,524.19M,524.31M,524.06M,523.35M,523.18M,523.14M,523.05M,522.85M,532.31M,512.50M,526.09M,530.43M,516.37M,521.05M,520.00M,518.18M,520.80M,533.33M,533.33M,516.13M,519.56M,494.44M,488.37M,488.68M,488.21M,483.33M,486.51M,486.51M,486.51M,492.60M,456.70M,456.67M,456.70M,456.66M,456.61M,455.77M,456.67M,455.77M,454.28M,454.29M,454.28M,451.20M,440.60M,439.32M,928.69M,928.69M,928.69M,928.69M
Dividend Per Share,0.42,0.305,0.305,0.305,0.305,0.285,0.285,0.285,0.265,0.265,0.265,0.265,0.25,0.25,0.25,0.25,0.74,0.74,0.73,0.73,0.73,0.73,0.69,0.69,0.69,0.69,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.55,0.55,0.55,0.50,0.50,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.41,0.41,0.41,0.41,0.36,0.36,0.36,0.36,0.31,0.31,0.31,0.25,0.25,0.215,0.215,0.215,0.215,0.20,0.20,0.20,0.20,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.1525,0.1525,0.1525,0.1525,0.1525,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.125,0.125,0.125,0.125,0.125,0.11,0.11,0.09,0.09,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.125,,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
