Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Net Income,250.04M,318.88M,31.45M,308.68M,231.31M,289.38M,242.77M,269.55M,237.42M,260.37M,230.75M,259.46M,229.18M,265.32M,203.65M,244.15M,181.80M,235.92M,207.51M,253.25M,221.61M,234.61M,127.37M,235.96M,177.40M,209.50M,171.02M,228.09M,174.72M,207.63M,44.34M,99.26M,113.30M,89.96M,77.28M,114.16M,129.27M,100.52M,71.95M,86.21M,84.72M,64.79M,82.85M,97.67M,77.46M,72.69M,57.85M,58.39M,72.71M,50.12M,49.94M,76.48M,348.38M,112.84M,23.63M,-8.716M,-12.18M,-93.10M,-26.32M,-116.33M,34.45M,-6.518M,25.38M,68.83M,-8.51M,40.63M,28.26M,61.59M,57.42M,49.96M,30.25M,20.03M,51.09M,35.64M,46.73M,114.87M,-178.18M,68.30M,16.12M,79.34M,-10.40M,36.90M,6.20M,24.40M,-105.50M,-3.10M,13.10M,-17.90M,-6.70M,-51.70M,-56.50M,0.90M,-67.90M,9.70M,19.90M,73.90M,72.60M,98.10M,50.70M,100.40M,75.50M,76.00M,71.90M,106.50M,65.90M,49.70M,18.20M,116.10M,96.80M,63.30M,66.40M,76.50M,17.40M,78.10M,61.30M,79.90M,83.30M,65.90M,40.70M,66.10M,46.00M,56.00M,37.00M,70.10M,101.90M,62.30M,42.80M,65.50M,59.70M,55.40M,53.00M,85.00M,56.80M,65.10M,98.10M,80.90M,102.50M,66.40M,67.50M,96.40M,69.60M,75.90M,54.40M,89.00M
Normalized Income,250.04M,318.88M,206.39M,308.68M,231.31M,289.38M,242.77M,269.55M,237.42M,260.37M,230.75M,259.46M,229.18M,265.32M,203.65M,244.15M,181.80M,235.92M,207.51M,253.25M,221.61M,234.61M,127.37M,235.96M,177.40M,209.50M,171.02M,228.09M,174.72M,207.63M,44.34M,99.26M,113.30M,89.04M,72.59M,107.50M,129.27M,93.35M,70.94M,80.97M,77.30M,58.66M,75.93M,95.45M,71.61M,59.02M,50.40M,48.65M,55.85M,42.59M,39.47M,67.89M,16.96M,96.79M,7.937M,-29.01M,-20.04M,-107.03M,-43.17M,-115.65M,-21.87M,-11.49M,23.36M,67.79M,-4.644M,42.28M,27.78M,61.24M,42.04M,30.54M,29.25M,28.43M,-501.46M,25.00M,41.96M,136.81M,64.06M,58.53M,16.41M,77.64M,35.38M,51.84M,4.94M,23.19M,-105.50M,-3.10M,13.22M,-17.90M,-6.70M,-51.70M,-61.54M,0.90M,-81.04M,2.98M,11.02M,67.90M,60.78M,90.60M,45.96M,95.38M,62.72M,69.76M,58.16M,93.72M,65.90M,49.70M,18.20M,64.40M,96.80M,63.30M,66.40M,76.50M,17.40M,78.10M,61.30M,79.90M,83.30M,65.90M,40.70M,66.10M,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,1.475B,832.66M,454.88M,811.59M,1.430B,784.12M,676.85M,725.78M,707.13M,1.017B,659.30M,733.42M,715.64M,704.80M,607.97M,664.53M,566.26M,642.36M,588.58M,667.04M,594.26M,605.98M,451.72M,620.16M,516.03M,557.31M,515.07M,581.69M,485.44M,561.70M,305.81M,304.00M,272.92M,280.44M,259.10M,314.48M,303.86M,280.70M,267.30M,305.05M,275.99M,259.66M,256.32M,320.14M,307.12M,297.86M,258.76M,242.44M,148.53M,257.27M,224.40M,285.98M,359.85M,178.26M,219.18M,174.60M,174.88M,96.39M,137.85M,1.738M,151.60M,176.45M,232.15M,309.84M,175.68M,284.77M,212.59M,316.27M,449.53M,283.14M,187.83M,254.96M,-379.72M,251.44M,277.51M,1.099B,328.52M,310.51M,273.80M,315.41M,567.30M,359.70M,192.47M,304.70M,-2.501B,974.40M,200.70M,958.90M,-2.662B,977.10M,88.60M,975.40M,117.90M,183.20M,209.80M,298.30M,419.30M,340.90M,290.10M,338.80M,296.10M,292.80M,286.90M,356.50M,901.90M,915.20M,853.80M,958.20M,867.70M,867.70M,718.70M,762.70M,722.80M,692.70M,637.00M,701.30M,891.30M,600.90M,526.40M,597.70M,574.10M,562.40M,510.20M,559.60M,527.90M,543.90M,469.90M,537.50M,346.90M,499.10M,491.70M,540.30M,513.20M,471.80M,497.20M,549.90M,534.00M,477.10M,479.00M,590.90M,529.20M,500.50M,482.10M,583.50M
Reconciled Depreciation,1.011B,-474.22M,258.03M,285.91M,1.002B,-415.28M,235.34M,249.46M,234.58M,493.52M,-75.13M,210.82M,255.38M,181.29M,176.51M,173.99M,-255.26M,167.88M,163.67M,163.84M,158.43M,153.21M,152.21M,150.81M,147.14M,149.10M,159.55M,154.98M,149.21M,144.47M,144.48M,80.84M,79.41M,75.20M,73.64M,73.95M,72.05M,70.95M,87.40M,70.33M,71.91M,87.62M,64.73M,98.67M,127.01M,131.10M,110.27M,96.61M,-58.03M,129.18M,104.58M,130.24M,281.22M,-81.15M,145.87M,118.03M,199.03M,175.73M,153.94M,127.98M,166.73M,88.32M,135.95M,137.05M,143.38M,157.46M,96.29M,152.24M,-171.80M,165.04M,71.73M,140.67M,129.51M,138.07M,135.99M,780.48M,155.44M,129.14M,113.77M,117.58M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,464.52M,536.21M,196.85M,525.68M,427.73M,482.74M,441.50M,476.32M,472.55M,523.79M,477.23M,522.60M,460.26M,523.51M,431.46M,490.55M,395.80M,474.48M,424.91M,503.20M,435.83M,452.77M,299.52M,469.36M,368.89M,408.21M,355.52M,426.71M,336.23M,417.23M,161.32M,223.17M,193.51M,205.25M,185.47M,240.53M,231.81M,209.75M,179.90M,234.72M,204.07M,172.04M,191.60M,221.46M,180.12M,166.76M,148.49M,145.83M,205.07M,123.33M,117.32M,155.73M,78.63M,76.38M,73.31M,7.437M,-24.15M,-85.67M,-16.09M,-126.24M,-15.13M,33.45M,96.20M,172.79M,32.30M,127.32M,103.70M,164.03M,132.77M,118.10M,94.05M,114.29M,-509.23M,113.38M,141.52M,318.31M,173.08M,177.34M,146.54M,197.83M,158.30M,166.90M,89.57M,110.70M,-2.501B,974.40M,93.90M,958.90M,-2.662B,977.10M,-13.00M,975.40M,-40.00M,80.80M,106.00M,193.10M,204.50M,238.20M,174.10M,236.90M,196.00M,211.40M,184.00M,250.60M,901.90M,915.20M,853.80M,958.20M,867.70M,867.70M,718.70M,762.70M,722.80M,692.70M,637.00M,701.30M,891.30M,600.90M,526.40M,597.70M,574.10M,562.40M,510.20M,559.60M,527.90M,543.90M,469.90M,537.50M,346.90M,499.10M,491.70M,540.30M,513.20M,471.80M,497.20M,549.90M,534.00M,477.10M,479.00M,590.90M,529.20M,500.50M,482.10M,583.50M
EPS Basic from Continuing Operations,0.77,0.98,0.10,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.82,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.75,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.51,0.44,0.64,0.73,0.57,0.41,0.49,0.48,0.37,0.47,0.60,0.46,0.47,0.37,0.38,0.47,0.32,0.30,0.50,0.23,0.67,0.09,-0.13,-0.01,-0.77,-0.30,-0.88,-0.10,-0.07,0.19,0.53,-0.42,0.35,0.21,0.47,0.16,0.38,0.22,0.14,0.37,0.26,0.35,0.93,0.37,0.46,0.09,0.55,-0.12,0.24,0.0022,0.14,-1.01,-0.02,0.05,-0.14,-0.2720,-0.24,-0.50,0.01,-0.60,0.01,0.09,0.51,0.50,0.71,0.34,0.69,0.52,0.52,0.49,0.77,0.62,0.37,0.14,0.48,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,,0.52,0.37,0.56,,0.60,0.41,0.51,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
EPS Basic from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,2.03,0.05,0.05,0.06,-0.06,0.04,0.09,-0.03,0.36,0.01,0.00,0.00,0.38,-0.04,0.00,0.00,0.28,0.00,0.00,0.00,0.19,0.00,0.00,-0.15,-1.65,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.01,-0.03,0.09,0.0350,-0.03,-0.01,0.09,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,0.77,0.98,0.6473,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.82,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.75,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.5048,0.4136,0.6024,0.73,0.5294,0.4043,0.4603,0.4382,0.3350,0.4305,0.5863,0.4225,0.3822,0.3221,0.3173,0.3575,0.2710,0.2476,0.4358,0.0932,0.6229,0.0395,-0.1934,-0.1257,-0.8369,-0.3477,-0.9089,-0.1706,-0.0980,0.1742,0.5219,-0.3897,0.3257,0.2063,0.4672,0.0398,0.2298,0.2124,0.2048,-3.843,0.1804,0.3144,0.9266,0.4282,0.3920,0.0921,0.5374,0.2276,0.3549,-0.0073,0.1309,-1.01,-0.02,0.0510,-0.14,-0.2720,-0.24,-0.5391,0.01,-0.7032,-0.0511,0.0211,0.4633,0.4077,0.6505,0.3019,0.6498,0.4175,0.4702,0.3798,0.6674,0.62,0.37,0.14,0.48,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,,0.52,0.37,0.56,,0.60,0.41,0.51,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
EPS Basic,0.77,0.98,0.10,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.82,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.75,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.51,0.44,0.64,0.73,0.57,0.41,0.49,0.48,0.37,0.47,0.60,0.46,0.47,0.37,0.38,0.47,0.32,0.31,0.49,2.26,0.72,0.14,-0.07,-0.08,-0.73,-0.21,-0.91,0.26,-0.06,0.19,0.53,-0.08,0.31,0.21,0.47,0.44,0.38,0.22,0.14,0.39,0.26,0.35,0.78,-1.28,0.46,0.09,0.55,-0.12,0.24,0.0022,0.14,-1.01,-0.02,0.05,-0.14,-0.2720,-0.24,-0.50,0.01,-0.60,0.01,0.09,0.51,0.50,0.71,0.34,0.69,0.52,0.52,0.49,0.77,0.65,0.37,0.14,0.87,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,0.00,0.51,0.34,0.65,0.0350,0.57,0.40,0.60,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
EPS Diluted from Continuing Operations,0.76,0.98,0.10,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.8156,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.74,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.51,0.44,0.64,0.73,0.57,0.41,0.49,0.48,0.37,0.47,0.60,0.46,0.47,0.37,0.38,0.47,0.32,0.30,0.50,0.23,0.67,0.09,-0.13,-0.01,-0.77,-0.30,-0.88,-0.10,-0.07,0.1872,0.5266,-0.42,0.3455,0.21,0.47,0.16,0.3751,0.22,0.14,0.3358,0.26,0.35,0.93,0.37,0.45,0.08,0.55,-0.1210,0.24,0.0022,0.14,-1.01,-0.02,0.05,-0.14,-0.2720,-0.24,-0.50,0.01,-0.60,0.01,0.09,0.51,0.50,0.71,0.34,0.69,0.52,0.52,0.49,0.77,0.62,0.37,0.14,0.48,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,,0.52,0.37,0.56,,0.60,0.41,0.51,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
EPS Diluted from Discontinued Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,2.02,0.05,0.05,0.06,-0.06,0.04,0.0825,-0.03,0.36,0.01,0.00,0.00,0.38,-0.04,0.00,0.00,0.28,0.00,0.00,0.00,0.19,0.00,0.00,-0.15,-1.65,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.01,-0.03,0.09,0.0350,-0.03,-0.01,0.09,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,-0.0373,,,,,,,-0.0018,,,-0.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0329,,,0.3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,0.76,0.98,0.6460,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.8156,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.74,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.5048,0.4136,0.6025,0.73,0.5295,0.4043,0.4603,0.4382,0.3352,0.4306,0.5863,0.4226,0.3825,0.3222,0.3174,0.3579,0.2712,0.2478,0.4361,0.0935,0.6230,0.0396,-0.1934,-0.1257,-0.8369,-0.3477,-0.9089,-0.1705,-0.0980,0.1714,0.5185,-0.3897,0.3212,0.2063,0.4672,0.0398,0.2250,0.2124,0.2047,-3.873,0.1806,0.3145,0.9266,0.4275,0.3830,0.0819,0.5374,0.2202,0.3549,-0.0073,0.1309,-1.01,-0.02,0.0510,-0.14,-0.2720,-0.24,-0.5391,0.01,-0.7025,-0.0511,0.0211,0.4633,0.4077,0.6505,0.3019,0.6498,0.4175,0.4702,0.3798,0.6674,0.62,0.37,0.14,0.48,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,,0.52,0.37,0.56,,0.60,0.41,0.51,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
EPS Diluted,0.76,0.98,0.10,0.97,0.73,0.91,0.76,0.85,0.75,0.82,0.72,0.8156,0.72,0.83,0.64,0.77,0.57,0.74,0.65,0.80,0.69,0.74,0.40,0.74,0.56,0.66,0.54,0.72,0.55,0.66,0.15,0.56,0.63,0.51,0.44,0.64,0.73,0.57,0.41,0.49,0.48,0.37,0.47,0.60,0.46,0.47,0.37,0.38,0.47,0.32,0.31,0.49,2.25,0.72,0.14,-0.07,-0.08,-0.73,-0.2139,-0.91,0.26,-0.06,0.1872,0.5266,-0.08,0.3082,0.21,0.47,0.44,0.3751,0.22,0.14,0.3307,0.26,0.35,0.7772,-1.28,0.45,0.08,0.55,-0.1210,0.24,0.0022,0.14,-1.01,-0.02,0.05,-0.14,-0.2720,-0.24,-0.50,0.01,-0.60,0.01,0.09,0.51,0.50,0.71,0.34,0.69,0.52,0.52,0.49,0.77,0.65,0.37,0.14,0.87,0.42,0.47,0.50,0.63,0.43,0.60,0.46,0.63,0.6614,0.61,0.37,0.61,0.00,0.51,0.34,0.65,0.0350,0.57,0.40,0.60,,0.51,0.49,0.78,,0.59,0.91,0.75,,0.63,0.63,0.92,,0.74,0.54,0.90
Average Basic Shares Outstanding,324.34M,324.04M,319.66M,317.62M,317.38M,317.36M,317.34M,317.40M,317.40M,317.39M,317.39M,317.46M,317.51M,317.79M,317.79M,317.52M,317.46M,317.45M,317.61M,317.09M,316.72M,316.34M,315.95M,315.53M,315.67M,315.29M,315.15M,315.13M,314.93M,314.81M,301.05M,178.06M,177.61M,177.50M,177.35M,177.19M,176.87M,176.75M,176.57M,176.35M,177.40M,175.36M,175.18M,162.34M,155.76M,155.61M,155.48M,155.29M,155.02M,154.93M,154.73M,154.35M,154.12M,153.88M,153.63M,153.44M,137.80M,129.96M,129.52M,129.28M,128.79M,128.28M,128.03M,127.88M,127.53M,127.17M,126.75M,127.01M,128.08M,129.34M,129.68M,129.50M,131.17M,133.54M,133.91M,143.91M,143.71M,143.54M,143.28M,135.67M,131.71M,130.00M,132.14M,132.14M,120.29M,155.00M,126.00M,127.86M,136.86M,215.42M,128.80M,136.05M,127.25M,110.00M,128.89M,128.43M,128.08M,126.06M,124.41M,125.07M,124.63M,125.19M,124.69M,124.55M,91.95M,134.32M,130.00M,133.45M,185.38M,134.68M,110.60M,105.08M,119.25M,111.83M,110.65M,109.21M,109.62M,89.67M,78.65M,89.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.63M,108.23M,107.21M,107.28M,106.51M,105.88M,104.53M,104.53M,102.78M,102.78M,99.88M
Average Diluted Shares Outstanding,327.05M,326.01M,320.39M,318.32M,318.13M,317.97M,317.89M,317.99M,318.11M,317.95M,317.95M,318.12M,318.28M,318.58M,318.48M,318.48M,318.54M,318.41M,318.56M,318.49M,318.11M,317.55M,317.11M,316.89M,316.66M,316.22M,315.96M,316.00M,315.91M,315.81M,301.82M,178.44M,178.28M,177.84M,177.63M,177.48M,177.26M,177.01M,176.74M,176.54M,177.40M,176.00M,175.68M,162.93M,156.28M,156.10M,155.90M,155.72M,155.59M,155.42M,155.21M,154.99M,154.48M,154.32M,153.92M,153.44M,137.80M,129.96M,129.52M,129.28M,128.89M,128.28M,128.18M,128.06M,127.70M,127.30M,126.86M,127.11M,128.08M,129.51M,129.99M,129.75M,131.30M,133.87M,134.15M,144.31M,145.38M,145.65M,152.58M,135.67M,134.18M,130.00M,132.14M,132.14M,120.29M,155.00M,126.00M,127.86M,136.86M,215.42M,128.80M,136.05M,128.20M,110.00M,128.89M,128.43M,128.08M,126.06M,124.41M,125.07M,124.63M,125.19M,124.69M,124.55M,91.95M,134.32M,130.00M,133.45M,185.38M,134.68M,110.60M,105.08M,119.25M,111.83M,110.65M,109.21M,109.62M,89.67M,78.65M,89.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.67M,108.63M,108.23M,107.21M,107.28M,106.51M,105.88M,104.53M,104.53M,102.78M,102.78M,99.88M
Dividend Per Share,0.535,0.535,0.535,0.535,0.505,0.505,0.505,0.505,0.475,0.475,0.475,0.475,0.445,0.445,0.445,0.445,0.4175,0.4175,0.4175,0.4175,0.393,0.393,0.3925,0.3925,0.3675,0.3675,0.3675,0.3675,0.343,0.343,0.343,0.2938,0.275,0.275,0.275,0.275,0.2562,0.2562,0.2562,0.2562,0.2375,0.2375,0.2375,0.2375,0.2125,0.2125,0.20,0.20,0.20,0.20,0.1875,0.1875,0.1875,0.1875,0.175,0.175,0.175,0.175,0.1625,0.1625,0.1625,0.1625,0.15,0.15,0.15,0.15,0.1375,0.1375,0.1375,0.1375,0.125,0.125,0.125,0.125,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
