Income (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03,1989-12,1989-09,1989-06,1989-03,1988-12,1988-09,1988-06,1988-03,1987-12,1987-09,1987-06,1987-03,1986-12,1986-09,1986-06,1986-03,1985-12,1985-09,1985-06,1985-03,1984-12,1984-09,1984-06,1984-03
Net Income,-71.72M,1.089B,92.27M,40.18M,103.38M,93.94M,45.52M,168.25M,-286.79M,-65.89M,-17.57M,58.46M,-63.92M,-16.18M,2.93M,-198.80M,-587.13M,-1.595B,-73.83M,-14.44M,375.24M,245.71M,129.41M,155.25M,75.42M,284.81M,402.64M,360.60M,158.69M,226.68M,295.44M,290.07M,-113.93M,406.11M,311.61M,268.90M,174.07M,202.83M,272.29M,148.89M,318.87M,188.88M,158.77M,171.10M,127.37M,584.42M,619.20M,408.99M,206.12M,199.54M,250.24M,110.63M,88.37M,224.14M,216.17M,115.98M,154.56M,230.95M,347.79M,113.15M,134.48M,118.72M,349.87M,98.24M,58.66M,68.74M,79.69M,87.11M,57.64M,37.41M,13.93M,2.534M,28.77M,41.73M,162.57M,97.84M,93.26M,90.11M,73.04M,40.41M,59.50M,51.20M,15.70M,-6.70M,-61.20M,9.00M,22.20M,15.50M,31.90M,42.30M,27.60M,30.60M,43.50M,42.30M,28.10M,24.00M,-162.80M,7.60M,20.60M,16.00M,18.10M,37.30M,27.50M,23.70M,20.10M,20.20M,22.70M,39.10M,31.20M,17.10M,33.90M,23.30M,25.90M,43.60M,-105.10M,24.50M,17.90M,37.60M,28.50M,17.90M,20.90M,2.50M,16.80M,6.40M,25.70M,10.10M,9.40M,-6.40M,-61.60M,7.80M,7.10M,3.10M,-207.80M,-0.50M,2.60M,10.90M,17.10M,18.60M,23.80M,20.20M,42.40M,25.30M,23.60M,26.30M
Normalized Income,-13.99M,75.97M,10.21M,-9.972M,33.70M,44.71M,1.962M,106.30M,-501.87M,-58.59M,-41.71M,-43.07M,-38.91M,-13.95M,0.6196M,-127.90M,-409.81M,-70.78M,-103.73M,-78.00M,381.69M,271.15M,142.67M,169.27M,180.32M,265.10M,273.92M,182.68M,208.57M,211.76M,291.28M,281.38M,-87.16M,347.31M,280.02M,234.96M,130.51M,197.44M,275.56M,152.48M,361.32M,192.93M,164.85M,71.24M,133.01M,585.02M,618.52M,408.21M,217.24M,204.66M,305.06M,114.91M,90.64M,259.87M,283.10M,162.61M,204.55M,219.90M,244.67M,114.55M,141.72M,93.86M,168.71M,64.68M,23.05M,71.04M,41.87M,94.10M,66.99M,51.89M,10.17M,2.331M,26.30M,41.73M,162.57M,97.84M,92.87M,118.56M,73.04M,49.14M,59.50M,51.20M,15.70M,-4.90M,-61.20M,9.00M,22.20M,14.81M,66.42M,41.58M,26.70M,29.94M,79.94M,10.86M,16.71M,14.46M,20.59M,5.86M,19.58M,7.625M,18.10M,37.30M,27.50M,23.70M,20.10M,20.20M,22.70M,23.80M,37.11M,2.22M,5.104M,-1.46M,-43.27M,43.10M,-105.59M,24.14M,-56.02M,36.88M,27.84M,17.36M,4.10M,2.14M,,,,,,,,,,,,,,,,,,,,,,
EBITDA,287.45M,547.61M,426.34M,309.22M,264.56M,315.68M,212.51M,206.23M,-275.37M,228.76M,258.24M,435.63M,221.02M,278.36M,158.42M,51.34M,-314.22M,-1.944B,321.94M,391.38M,802.30M,925.29M,792.30M,754.45M,631.67M,878.86M,850.65M,736.80M,488.64M,653.24M,799.98M,803.54M,-46.53M,812.84M,771.95M,680.47M,490.70M,633.38M,743.39M,590.97M,778.08M,575.20M,560.27M,363.28M,645.62M,1.101B,1.139B,831.52M,524.39M,449.67M,576.03M,317.32M,258.05M,526.30M,446.04M,361.06M,219.67M,456.82M,681.36M,322.07M,250.68M,286.52M,355.86M,224.85M,67.69M,235.01M,176.81M,211.85M,45.45M,127.37M,140.10M,84.20M,105.68M,139.39M,313.67M,222.40M,173.17M,212.43M,169.62M,136.18M,142.70M,139.70M,87.26M,42.70M,61.40M,71.20M,87.60M,78.10M,135.20M,122.20M,94.70M,103.60M,185.10M,64.30M,75.70M,80.00M,74.10M,61.60M,99.50M,78.40M,55.60M,109.40M,87.00M,95.30M,52.10M,79.50M,90.80M,67.30M,108.90M,24.00M,50.70M,53.10M,-23.80M,103.00M,-60.90M,100.30M,-30.80M,147.60M,124.50M,108.60M,81.60M,81.70M,434.90M,386.60M,-1.077B,381.80M,370.90M,356.90M,-1.128B,427.20M,368.40M,333.50M,-988.60M,327.60M,327.60M,327.60M,-1.346B,576.00M,572.30M,495.60M,-1.231B,560.50M,477.40M,548.20M
Reconciled Depreciation,328.57M,325.56M,264.30M,229.41M,204.62M,197.50M,190.75M,182.74M,37.10M,243.64M,234.99M,236.15M,256.79M,255.90M,255.24M,286.15M,301.70M,433.71M,403.39M,481.03M,551.85M,499.15M,458.99M,396.25M,414.20M,394.67M,381.38M,363.14M,336.16M,274.53M,309.82M,332.59M,181.19M,263.00M,256.78M,263.75M,263.19M,248.03M,288.21M,292.68M,214.78M,245.68M,263.82M,194.77M,326.12M,164.55M,155.32M,160.62M,171.44M,128.09M,125.72M,119.91M,107.32M,106.33M,103.54M,107.06M,94.61M,99.18M,114.16M,111.74M,87.65M,79.69M,86.42M,84.10M,15.59M,134.72M,41.13M,82.14M,-27.03M,70.48M,91.87M,75.77M,62.69M,65.29M,64.66M,60.25M,60.67M,54.95M,50.80M,58.57M,58.50M,55.00M,53.30M,49.20M,56.80M,53.60M,50.20M,53.00M,56.10M,59.10M,53.40M,51.30M,50.80M,42.40M,47.60M,51.30M,47.90M,62.00M,62.10M,64.60M,61.80M,51.10M,52.20M,53.10M,51.70M,45.70M,48.10M,42.80M,58.80M,37.60M,42.60M,43.20M,17.80M,44.40M,41.50M,45.90M,45.80M,70.90M,47.20M,49.60M,53.30M,55.30M,,,,,,,,,,,,,,,,,,,,,,
EBIT,-41.12M,222.05M,162.04M,79.81M,59.94M,118.18M,21.76M,23.48M,-312.47M,-14.88M,23.25M,199.48M,-35.77M,22.46M,-96.82M,-234.81M,-615.92M,-2.378B,-81.45M,-89.64M,250.44M,426.14M,333.31M,358.20M,217.47M,484.20M,469.27M,373.65M,152.49M,378.71M,490.16M,470.95M,-227.72M,541.56M,515.17M,416.72M,227.51M,360.76M,455.17M,298.29M,496.76M,329.52M,296.45M,168.51M,319.50M,936.06M,984.03M,670.90M,352.95M,321.58M,450.31M,197.41M,150.73M,419.97M,342.51M,254.00M,125.06M,357.64M,567.20M,210.33M,163.02M,206.83M,269.45M,140.75M,46.55M,100.30M,117.69M,129.72M,67.66M,56.90M,48.22M,8.437M,42.98M,74.10M,249.01M,162.15M,112.51M,157.48M,118.82M,77.61M,84.20M,84.70M,33.96M,-6.50M,4.60M,17.60M,37.40M,25.10M,79.10M,63.10M,41.30M,52.30M,134.30M,21.90M,28.10M,28.70M,26.20M,-0.40M,37.40M,13.80M,-6.20M,58.30M,34.80M,42.20M,0.40M,33.80M,42.70M,24.50M,50.10M,-13.60M,8.10M,9.90M,-41.60M,58.60M,-102.40M,54.40M,-76.60M,76.70M,77.30M,59.00M,28.30M,26.40M,434.90M,386.60M,-1.077B,381.80M,370.90M,356.90M,-1.128B,427.20M,368.40M,333.50M,-988.60M,327.60M,327.60M,327.60M,-1.346B,576.00M,572.30M,495.60M,-1.231B,560.50M,477.40M,548.20M
EPS Basic from Continuing Operations,-0.71,0.85,0.40,-0.06,0.60,0.32,-0.14,0.52,-1.65,-0.38,-0.10,0.33,-0.36,-0.08,0.02,-1.16,-3.39,-9.22,-0.51,0.02,2.49,1.52,0.80,0.94,0.98,1.42,1.38,0.96,0.84,1.09,1.50,1.45,-1.59,1.80,1.45,1.23,0.61,1.03,1.42,0.78,1.67,0.99,0.84,0.37,0.69,3.08,3.26,2.16,1.09,1.06,1.33,0.59,0.47,1.20,1.16,0.62,0.88,1.20,1.89,0.615,0.7168,0.63,0.91,0.44,0.1952,0.375,0.395,0.515,0.195,0.20,0.075,0.015,0.1388,0.23,0.90,0.5425,0.4790,0.50,0.405,0.2725,0.33,0.285,0.0875,-0.0375,-0.3401,0.05,0.1225,0.0875,0.18,0.235,0.1525,0.17,0.185,0.225,0.155,0.135,-0.96,0.0425,0.115,0.09,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.1325,0.1225,0.0825,0.1525,-0.005,0.185,0.2425,-0.775,0.1825,0.13,0.2775,0.21,0.1325,0.1525,0.02,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
EPS Basic from Discontinued Operations,0.24,5.94,0.15,0.29,0.00,0.22,0.41,0.45,-0.01,0.00,0.00,0.01,-0.01,-0.01,0.00,0.00,-0.02,-0.04,0.09,-0.10,-0.38,-0.14,-0.08,-0.08,-0.57,0.10,0.75,0.93,-0.02,0.08,0.02,0.05,1.00,0.30,0.16,0.16,0.29,0.03,0.00,0.00,0.00,0.00,-0.01,0.53,-0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.0133,0.01,0.99,0.095,0.1240,0.00,0.04,0.00,0.12,0.005,0.00,0.00,0.0136,0.00,0.00,0.00,0.0865,0.00,0.00,-0.0475,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0575,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.085,0.02,0.0125,0.035,0.1125,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Basic from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS Basic from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0331,0.0133,0.0354,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Basic EPS,-0.0959,0.4780,0.0580,-0.0618,0.5681,0.2540,0.0169,0.6110,-1.505,-0.3352,-0.2412,-0.2532,-0.2214,-0.0763,0.0067,-0.7441,-2.383,-0.4148,-0.5945,-0.4387,2.151,1.521,0.80,0.9399,0.9791,1.420,1.454,0.96,1.463,1.090,1.500,1.450,-0.4482,1.80,1.45,1.212,0.6697,1.03,1.437,0.7988,1.889,1.011,0.8610,0.37,0.69,3.08,3.26,2.16,1.149,1.087,1.622,0.6128,0.4822,1.392,1.520,0.8711,1.150,1.186,1.329,0.6226,0.7708,0.5109,0.9131,0.3529,0.1254,0.3875,0.2290,0.515,0.3666,0.2840,0.0600,0.015,0.1388,0.23,0.90,0.5425,0.5158,0.6579,0.405,0.2725,0.33,0.285,0.0875,-0.0275,-0.3401,0.05,0.1225,0.0836,0.3747,0.2310,0.1475,0.1663,0.4056,0.0603,0.0922,0.0813,0.0570,0.0328,0.1093,0.0429,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.1325,0.2092,0.0132,0.0286,-0.0070,-0.1961,0.2397,-0.7786,0.1798,-0.4095,0.2722,0.2051,0.1285,0.0312,0.0171,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
EPS Basic,-0.47,6.79,0.55,0.23,0.60,0.54,0.27,0.97,-1.66,-0.38,-0.10,0.34,-0.37,-0.09,0.02,-1.16,-3.41,-9.26,-0.42,-0.08,2.11,1.38,0.72,0.86,0.41,1.52,2.13,1.89,0.82,1.17,1.52,1.50,-0.59,2.10,1.61,1.39,0.90,1.06,1.42,0.78,1.67,0.99,0.83,0.90,0.67,3.08,3.27,2.16,1.09,1.06,1.33,0.59,0.47,1.20,1.16,0.62,0.88,1.25,1.89,0.615,0.7300,0.64,1.90,0.535,0.3211,0.375,0.435,0.475,0.315,0.205,0.075,0.015,0.1524,0.23,0.90,0.5425,0.5171,0.50,0.405,0.225,0.33,0.285,0.0875,-0.0375,-0.3401,0.05,0.1225,0.0875,0.18,0.235,0.1525,0.17,0.2425,0.235,0.155,0.135,-0.91,0.0425,0.115,0.09,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.2175,0.175,0.095,0.1875,0.13,0.175,0.2425,-0.775,0.1825,0.13,0.2775,0.21,0.1325,0.1525,0.02,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
EPS Diluted from Continuing Operations,-0.71,0.84,0.40,-0.06,0.59,0.32,-0.15,0.52,-1.65,-0.38,-0.10,0.33,-0.36,-0.08,0.02,-1.16,-3.39,-9.22,-0.51,0.02,2.48,1.51,0.79,0.93,0.96,1.41,1.37,0.95,0.84,1.08,1.50,1.44,-1.59,1.79,1.44,1.22,0.61,1.02,1.41,0.77,1.66,0.98,0.84,0.37,0.69,3.04,3.22,2.13,1.07,1.04,1.32,0.58,0.47,1.18,1.14,0.61,0.86,1.18,1.85,0.60,0.7168,0.62,0.90,0.43,0.19,0.37,0.39,0.51,0.19,0.20,0.075,0.015,-0.0275,0.2275,0.89,0.54,0.3325,0.4975,0.4025,0.2725,0.33,0.285,0.0875,-0.0375,-0.3401,0.05,0.1225,0.0875,0.1775,0.235,0.1525,0.17,0.185,0.225,0.155,0.135,-0.96,0.0425,0.115,0.09,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.1325,0.1225,0.0825,0.1525,-0.005,0.185,0.2425,-0.775,0.1825,0.13,0.2775,0.21,0.1325,0.1525,0.02,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
EPS Diluted from Discontinued Operations,0.24,5.92,0.14,0.29,0.00,0.22,0.40,0.44,-0.01,0.00,0.00,0.01,-0.01,-0.01,0.00,0.00,-0.02,-0.04,0.09,-0.10,-0.38,-0.14,-0.08,-0.08,-0.57,0.10,0.75,0.93,-0.02,0.08,0.02,0.05,1.00,0.30,0.16,0.16,0.28,0.03,0.00,0.00,-0.01,0.00,-0.01,0.52,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.97,0.095,0.09,0.00,0.04,0.00,0.12,0.005,0.00,0.00,0.0136,0.00,0.00,0.00,0.0865,0.00,0.00,-0.0475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0575,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.085,0.02,0.0125,0.035,0.1125,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
EPS Diluted from Extraordinaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,-0.0381,,,,,,,,,0.0000,,,-0.0485,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,0.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS Diluted from Tax Loss Carryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0331,0.0133,0.0354,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Diluted EPS,-0.0995,0.4694,0.0594,-0.0618,0.5583,0.2544,0.0060,0.6100,-1.505,-0.3352,-0.2412,-0.2510,-0.2214,-0.0763,0.0068,-0.7441,-2.383,-0.4148,-0.5945,-0.4374,2.142,1.511,0.79,0.9299,0.9591,1.410,1.444,0.95,1.460,1.080,1.500,1.440,-0.4528,1.79,1.44,1.202,0.6693,1.02,1.427,0.7886,1.877,1.001,0.8608,0.37,0.69,3.04,3.22,2.13,1.128,1.067,1.608,0.6025,0.4820,1.369,1.494,0.8572,1.125,1.167,1.301,0.6074,0.7708,0.5029,0.9031,0.3440,0.1204,0.3824,0.2252,0.51,0.3604,0.2836,0.0601,0.015,-0.0275,0.2275,0.89,0.54,0.3692,0.6545,0.4025,0.2725,0.33,0.285,0.0875,-0.0275,-0.3401,0.05,0.1225,0.0836,0.3695,0.2310,0.1475,0.1663,0.4056,0.0603,0.0922,0.0813,0.0570,0.0328,0.1093,0.0429,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.1325,0.2092,0.0132,0.0286,-0.0070,-0.1961,0.2397,-0.7786,0.1798,-0.4095,0.2722,0.2051,0.1285,0.0312,0.0171,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
EPS Diluted,-0.47,6.76,0.54,0.23,0.59,0.54,0.25,0.96,-1.66,-0.38,-0.10,0.34,-0.37,-0.09,0.02,-1.16,-3.41,-9.26,-0.42,-0.08,2.10,1.37,0.72,0.85,0.40,1.51,2.12,1.88,0.82,1.16,1.52,1.49,-0.59,2.09,1.60,1.38,0.89,1.05,1.41,0.77,1.65,0.98,0.83,0.89,0.67,3.04,3.22,2.14,1.07,1.04,1.32,0.58,0.47,1.18,1.14,0.61,0.86,1.23,1.85,0.60,0.73,0.63,1.87,0.525,0.32,0.37,0.43,0.47,0.31,0.205,0.075,0.015,0.1524,0.2275,0.89,0.54,0.515,0.4975,0.4025,0.225,0.33,0.285,0.0875,-0.0375,-0.3401,0.05,0.1225,0.0875,0.1775,0.235,0.1525,0.17,0.2425,0.235,0.155,0.135,-0.91,0.0425,0.115,0.09,0.10,0.2075,0.1525,0.1325,0.1125,0.1125,0.1275,0.2175,0.175,0.095,0.1875,0.095,0.175,0.2425,-0.775,0.1825,0.13,0.2775,0.21,0.1325,0.1525,0.02,0.1225,0.0475,,0.075,0.07,-0.0475,,0.06,0.0525,0.0225,,-0.005,0.02,0.08,,0.135,0.165,0.14,,0.1725,0.16,0.18
Average Basic Shares Outstanding,154.04M,160.37M,168.54M,173.34M,173.05M,173.05M,173.04M,172.80M,172.57M,172.57M,172.56M,172.42M,172.20M,172.20M,172.20M,172.11M,172.26M,172.21M,174.49M,177.73M,177.63M,177.54M,178.50M,181.37M,184.94M,186.94M,189.00M,190.81M,193.23M,194.29M,194.21M,193.92M,193.61M,193.52M,193.48M,193.09M,192.59M,191.94M,191.59M,191.22M,190.99M,190.81M,190.75M,190.55M,189.94M,189.79M,189.56M,189.15M,188.96M,188.24M,187.62M,187.15M,186.57M,186.21M,185.92M,185.71M,185.17M,184.36M,183.90M,184.25M,183.94M,184.01M,183.99M,183.85M,183.60M,183.70M,183.63M,183.48M,183.31M,183.28M,183.14M,182.04M,180.76M,181.23M,180.83M,180.23M,180.67M,180.17M,180.09M,180.04M,179.97M,179.89M,179.86M,179.82M,180.00M,180.00M,181.22M,177.14M,177.29M,180.00M,180.98M,180.00M,179.27M,180.00M,181.29M,177.78M,180.32M,178.82M,179.13M,177.78M,180.58M,179.76M,180.33M,178.87M,178.79M,179.56M,178.04M,179.77M,177.89M,180.00M,180.80M,179.23M,185.71M,179.79M,135.61M,134.25M,137.02M,135.50M,135.71M,135.09M,138.44M,125.00M,135.50M,135.47M,135.47M,135.47M,135.47M,134.50M,135.47M,134.49M,134.44M,134.36M,150.97M,134.36M,134.36M,134.36M,138.07M,141.58M,143.40M,146.32M,145.77M,146.32M,146.28M,146.28M
Average Diluted Shares Outstanding,154.93M,160.98M,169.27M,174.49M,174.23M,174.18M,173.98M,174.62M,172.57M,172.57M,172.56M,173.09M,172.20M,172.20M,172.80M,172.11M,172.26M,172.21M,174.49M,178.24M,178.55M,178.86M,180.05M,182.58M,186.35M,188.34M,189.94M,191.77M,194.05M,195.06M,194.85M,194.88M,194.40M,194.41M,194.92M,194.60M,194.03M,193.44M,193.17M,192.93M,192.75M,192.64M,192.38M,192.28M,191.88M,192.24M,192.26M,191.55M,192.27M,191.19M,190.16M,189.79M,189.43M,189.24M,189.10M,188.64M,188.34M,188.07M,187.68M,187.81M,183.94M,187.14M,186.68M,186.35M,184.44M,185.70M,185.01M,184.70M,184.55M,184.29M,184.53M,183.61M,184.67M,182.73M,182.58M,181.26M,181.12M,181.22M,181.02M,180.64M,180.43M,180.24M,180.14M,179.82M,180.00M,180.00M,181.22M,177.14M,179.74M,180.00M,180.98M,180.00M,179.27M,180.00M,181.29M,177.78M,180.32M,178.82M,179.13M,177.78M,180.58M,179.76M,180.33M,178.87M,178.79M,179.56M,178.04M,179.77M,177.89M,180.00M,180.80M,179.23M,185.71M,179.79M,135.61M,134.25M,137.02M,135.50M,135.71M,135.09M,138.44M,125.00M,135.50M,135.47M,135.47M,135.47M,135.47M,134.50M,135.47M,134.49M,134.44M,134.36M,150.97M,134.36M,134.36M,134.36M,138.07M,141.58M,143.40M,146.32M,145.77M,146.32M,146.28M,146.28M
Dividend Per Share,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1875,0.1875,0.1875,0.1875,0.15,0.15,0.15,0.15,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.0938,0.0938,0.0938,0.0938,0.0938,0.0938,0.0938,0.0938,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0813,0.0813,0.1626,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.065,0.0625
As Originally Reported,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restated,,,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
